Sell_Price,Sell_Count,JS_Price,JS_Count,CR,UR,LC_index,CA_index,TC_index,SDT_index,IR,Crime_Rates,Total_Pop,Univ_Counts,Park_Counts,School_Counts,Subway_Counts
79997.39,314,44245.73,752,55.31,3.9,75.7,82.4,79.9,110.3919781,2.75,1.4804753015966128,431841,3.0,6,50,12
49482.99,186,28297.34,373,57.19,3.9,75.7,82.4,79.9,110.3919781,2.75,1.4804753015966128,294446,2.0,5,41,14
35002.17,223,23330.51,447,66.65,3.9,75.7,82.4,79.9,110.3919781,2.75,1.4804753015966128,471766,7.0,3,60,9
65908.92,400,36325.52,1107,55.11,3.9,75.7,82.4,79.9,110.3919781,2.75,1.4804753015966128,662392,1.0,7,89,28
40911.21,174,27805.85,609,67.97,3.9,75.7,82.4,79.9,110.3919781,2.75,1.4804753015966128,489072,0.0,5,64,5
45377.97,144,25987.21,516,57.27,3.9,75.7,82.4,79.9,110.3919781,2.75,1.4804753015966128,381707,0.0,5,44,11
67283.33,64,34777.79,268,51.69,3.9,75.7,82.4,79.9,110.3919781,2.75,1.4804753015966128,232675,2.0,2,34,10
35792.37,138,19521.21,376,54.54,3.9,75.7,82.4,79.9,110.3919781,2.75,1.4804753015966128,494712,1.0,7,66,13
50228.03,37,30681.82,66,61.09,3.9,75.7,82.4,79.9,110.3919781,2.75,1.4804753015966128,157433,6.0,12,36,15
46142.74,34,31518.18,110,68.31,3.9,75.7,82.4,79.9,110.3919781,2.75,1.4804753015966128,127872,2.0,4,31,23
26924.15,129,18933.28,259,70.32,3.9,75.7,82.4,79.9,110.3919781,2.75,1.4804753015966128,412013,1.0,6,48,8
91799.15,448,39099.41,1037,42.59,3.5,75.9,82.4,80.1,115.1916058,2.75,1.4804753015966128,553927,1.0,7,77,21
42263.68,383,18846.86,1340,44.59,3.5,75.9,82.4,80.1,115.1916058,2.75,1.4804753015966128,479183,0.0,7,60,14
30274.96,123,18165.38,178,60.0,3.5,75.9,82.4,80.1,115.1916058,2.75,1.4804753015966128,334980,1.0,4,34,3
31306.52,401,20843.06,663,66.58,3.5,75.9,82.4,80.1,115.1916058,2.75,1.4804753015966128,561544,2.0,9,80,9
