학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자
B000001984,서울문성초등학교,초등학교,1956-04-06,공립,본교,운영,서울특별시 금천구 독산동 982,서울특별시 금천구 시흥대로 460 . 서울문성초등학교  (독산동),7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2022-10-06,37.47454373,126.8993703,2023-03-22
B000002341,서울구암초등학교,초등학교,1977-02-11,공립,본교,운영,서울특별시 관악구 봉천동 482-1,서울특별시 관악구 구암길 1 . 서울구암초등학교 (봉천동),7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2022-10-06,37.48939905,126.9469801,2023-03-22
B000002023,서울도봉초등학교,초등학교,1966-09-05,공립,본교,운영,서울특별시 도봉구 도봉동 429-1,서울특별시 도봉구 도봉로173길 96 (도봉동),7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2022-10-06,37.67955707,127.0383341,2023-03-22
B000002061,서울동일초등학교,초등학교,1989-04-25,공립,본교,운영,서울특별시 노원구 상계동 655,서울특별시 노원구 한글비석로 566. 서울동일초등학교 (상계동),7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2022-10-06,37.66499735,127.0545861,2023-03-22
B000002043,서울온곡초등학교,초등학교,1988-10-10,공립,본교,운영,서울특별시 노원구 상계동 638,서울특별시 노원구 한글비석로52길 59 (상계동.온곡초등학교),7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2022-10-06,37.66739926,127.0659829,2023-03-22
B000002121,서울신용산초등학교,초등학교,1968-09-25,공립,본교,운영,서울특별시 용산구 이촌동 301-75,서울특별시 용산구 이촌로 255 . 301-75번지 (이촌동),7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2022-10-06,37.52001219,126.9758975,2023-03-22
B000002212,서울장수초등학교,초등학교,2006-03-01,공립,본교,운영,서울특별시 양천구 신정동 1288-2,서울특별시 양천구 신정로13가길 30 (신정동),7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2022-10-06,37.512868,126.8454266,2023-03-22
B000002193,서울신서초등학교,초등학교,1987-10-22,공립,본교,운영,서울특별시 양천구 신정동 312-1,서울특별시 양천구 목동서로10길 35 (신정동 312-1번지),7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2022-10-06,37.52024636,126.8624156,2023-03-22
B000002099,서울광희초등학교,초등학교,1895-07-19,공립,본교,운영,서울특별시 중구 신당동 254-16,서울특별시 중구 다산로 269 (신당동.광희초등학교),7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2022-10-06,37.56735918,127.0151801,2023-03-22
B000002159,서울신천초등학교,초등학교,1959-05-26,공립,본교,운영,서울특별시 송파구 잠실동 27-5,서울특별시 송파구 올림픽로 215 (잠실동. 신천초등학교),7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2022-10-06,37.51398996,127.0950476,2023-03-22
B000002371,서울광진초등학교,초등학교,2003-09-01,공립,본교,운영,서울특별시 광진구 구의동 60-44,서울특별시 광진구 자양로40길 41 . 서울광진초등학교 (구의동),7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2022-10-06,37.54755486,127.0912432,2023-03-22
B000002040,서울신계초등학교,초등학교,1982-10-21,공립,본교,운영,서울특별시 노원구 월계동 602,서울특별시 노원구 초안산로 29 (월계동.신계초등학교),7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2022-10-06,37.63000893,127.0532153,2023-03-22
B000002128,서울문정초등학교,초등학교,1985-03-01,공립,본교,운영,서울특별시 송파구 문정동 12,서울특별시 송파구 문정로5길 20 . 문정초등학교 (문정동),7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2022-10-06,37.48889497,127.128721,2023-03-22
B000002189,서울서정초등학교,초등학교,1987-10-17,공립,본교,운영,서울특별시 양천구 목동 927-5,서울특별시 양천구 목동로8길 19 (목동.서울서정초등학교),7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2022-10-06,37.52394438,126.8674026,2023-03-22
B000002262,서울방일초등학교,초등학교,1984-09-01,공립,본교,운영,서울특별시 서초구 방배동 167-4,서울특별시 서초구 방배로18길 52 (방배동),7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2022-10-06,37.48536558,126.9981018,2023-03-22
B000001860,서울면남초등학교,초등학교,1983-10-19,공립,본교,운영,서울특별시 중랑구 면목동 583-15,서울특별시 중랑구 면목로30나길 38 (면목동.면남초등학교),7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2022-10-06,37.57719558,127.0882508,2023-03-22
B000002257,서울잠원초등학교,초등학교,1978-11-21,공립,본교,운영,서울특별시 서초구 반포동 17,서울특별시 서초구 신반포로16길 15-25 (반포동. 잠원초등학교),7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2022-10-06,37.50154786,126.9980966,2023-03-22
B000002141,서울거원초등학교,초등학교,1997-11-07,공립,본교,운영,서울특별시 송파구 거여동 296-1,서울특별시 송파구 양산로2길 26 (거여동.거원초등학교),7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2022-10-06,37.48782967,127.144909,2023-03-22
B000002345,서울난향초등학교,초등학교,1981-04-06,공립,본교,운영,서울특별시 관악구 신림동 672,서울특별시 관악구 난향길 9 (신림동.난향초등학교),7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2022-10-06,37.46232075,126.9179108,2023-03-22
B000002018,서울신학초등학교,초등학교,1988-05-04,공립,본교,운영,서울특별시 도봉구 방학동 460-5,서울특별시 도봉구 방학로 247-21 (방학동),7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2022-10-06,37.66078234,127.0252821,2023-03-22
B000002422,서울송천초등학교,초등학교,1966-12-16,공립,본교,운영,서울특별시 강북구 미아동 438,서울특별시 강북구 삼양로20길 29 (미아동.서울송천초등학교),7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2022-10-06,37.61567143,127.0236456,2023-03-22
B000002235,서울송정초등학교,초등학교,1936-09-06,공립,본교,운영,서울특별시 강서구 공항동 22-16,서울특별시 강서구 공항대로3길 18 (공항동),7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2022-10-06,37.56242642,126.8110229,2023-03-22
B000002203,서울신원초등학교,초등학교,1981-07-19,공립,본교,운영,서울특별시 양천구 신월동 202-1,서울특별시 양천구 남부순환로58길 32 (신월동.서울신원초등학교),7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2022-10-06,37.52950283,126.829855,2023-03-22
B000002209,서울목동초등학교,초등학교,1974-07-01,공립,본교,운영,서울특별시 양천구 신정동 86-2,서울특별시 양천구 목동동로12길 12 (신정동.서울목동초등학교),7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2022-10-06,37.52248219,126.8720819,2023-03-22
B000001998,서울당서초등학교,초등학교,1984-11-01,공립,본교,운영,서울특별시 영등포구 당산동5가 5-3,서울특별시 영등포구 당산로 187 . 서울당서초등학교 (당산동5가),7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2022-10-06,37.53170555,126.8994612,2023-03-22
B000002006,서울신영초등학교,초등학교,1982-10-11,공립,본교,운영,서울특별시 영등포구 대림동 781,서울특별시 영등포구 도신로4길 32 (대림동.신영초등학교),7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2022-10-06,37.50034896,126.8959027,2023-03-22
B000001864,서울면일초등학교,초등학교,1983-04-21,공립,본교,운영,서울특별시 중랑구 망우동 438-2,서울특별시 중랑구 용마산로100길 13 . 면일초등학교 (망우동),7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2022-10-06,37.59188275,127.0996567,2023-03-22
B000002078,청원초등학교,초등학교,1965-12-05,사립,본교,운영,서울특별시 노원구 상계동 641,서울특별시 노원구 한글비석로 506 . (상계동.청원초/중/고등학교) (상계동),7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2022-10-06,37.66537205,127.0613433,2023-03-22
B000026371,서울숭신초등학교,초등학교,1959-04-03,공립,본교,운영,서울특별시 성동구 하왕십리동 1068,서울특별시 성동구 마장로 161 (하왕십리동),7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2022-10-06,37.5676259,127.0276617,2023-03-22
B000001937,서울하늘초등학교,초등학교,2011-03-01,공립,본교,운영,서울특별시 마포구 상암동 1737,서울특별시 마포구 월드컵북로 502-14 . 서울하늘초등학교 (상암동),7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2022-10-06,37.58553531,126.8807699,2023-03-22
B000002337,서울사당초등학교,초등학교,1972-07-13,공립,본교,운영,서울특별시 관악구 남현동 1080-1,서울특별시 관악구 남현4길 51 . 서울사당초등학교 (남현동),7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2022-10-06,37.47395148,126.9740563,2023-03-22
B000002019,서울창경초등학교,초등학교,1945-11-01,공립,본교,운영,서울특별시 도봉구 쌍문동 72,서울특별시 도봉구 도봉로129길 54 (쌍문동.창경초등학교),7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2022-10-06,37.65604739,127.0349723,2023-03-22
B000001841,서울신답초등학교,초등학교,1972-05-09,공립,본교,운영,서울특별시 동대문구 답십리동 463-13,서울특별시 동대문구 천호대로 177 (답십리동.서울신답초등학교),7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2022-10-06,37.57300059,127.0433994,2023-03-22
B000002328,서울신림초등학교,초등학교,1969-12-09,공립,본교,운영,서울특별시 관악구 신림동 418-20,서울특별시 관악구 문성로28길 31 . 서울신림초등학교 (신림동),7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2022-10-06,37.4773529,126.9275253,2023-03-22
B000001854,서울청량초등학교,초등학교,1937-04-05,공립,본교,운영,서울특별시 동대문구 회기동 1-1,서울특별시 동대문구 회기로25길 31 (회기동.서울청량초등학교),7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2022-10-06,37.59203304,127.0556198,2023-03-22
B000001880,금성초등학교,초등학교,1965-06-26,사립,본교,운영,서울특별시 중랑구 신내동 651,서울특별시 중랑구 신내로21길 55 . 금성초등학교 (신내동),7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2022-10-06,37.61501531,127.0896681,2023-03-22
B000002239,서울송화초등학교,초등학교,1990-10-04,공립,본교,운영,서울특별시 강서구 마곡동 731-229,서울특별시 강서구 방화대로34길 2 (방화동.송화초등학교),7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2022-10-06,37.56827406,126.8174653,2023-03-22
B000002336,서울원당초등학교,초등학교,1973-06-27,공립,본교,운영,서울특별시 관악구 봉천동 1669-1,서울특별시 관악구 봉천로 505 (봉천동),7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2022-10-06,37.48112333,126.9564572,2023-03-22
B000002127,서울문덕초등학교,초등학교,1993-10-26,공립,본교,운영,서울특별시 송파구 문정동 90-3,서울특별시 송파구 송이로34길 60 (문정동),7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2022-10-06,37.48499277,127.1275957,2023-03-22
B000002309,서울은로초등학교,초등학교,1908-11-01,공립,본교,운영,서울특별시 동작구 흑석동 245-1,서울특별시 동작구 서달로 115 . 서울은로초등학교 (흑석동),7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2022-10-06,37.50335439,126.9599535,2023-03-22
B000001840,서울답십리초등학교,초등학교,1962-11-29,공립,본교,운영,서울특별시 동대문구 답십리동 274,서울특별시 동대문구 전농로3길 23 . 서울답십리초등학교 (답십리동),7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2022-10-06,37.56859461,127.0555483,2023-03-22
