Building_Age,JS_Price,JS_BA,Population,UR,LC_index,CA_index,TC_index,SDT_index,HSP_index,Sell_Price,Crime_Rates,IR,Region_Name,Building_Use,YearMonth,Shortest_Distance_to_Subway,Shortest_Distance_to_School,Shortest_Distance_to_Univ
27,17000,58.01,572940,4.5,82.5,88.1,85.4,116.8157424,78.6,27225,0.887204028,2,노원구,아파트,201502,1224.549132,142.913494,2041.445464
9,30000,140.51,306765,4.9,90,94.9,90.7,108.4289497,91,58000,0.957763639,1.25,서대문구,아파트,201702,396.3371506,118.9349,255.3831459
27,32000,54.7,144865,3.4,102.6,101.3,100.8,128.8196959,158.1,74783.33,1.950992478,0.5,종로구,아파트,202011,578.7041915,124.104768,299.8076178
31,9300,41.99,553927,3.4,75.4,82.3,79.7,107.7484047,72.4,54937.5,1.268180847,2.75,강남구,아파트,201301,1061.042475,153.4674915,4900.195399
19,17500,58.14,570666,3.1,80.8,86.6,84.5,114.4583706,77.1,25000,0.893936142,2.25,강서구,아파트,201409,1360.706202,130.2576127,1393.922538
10,90000,158.24,441511,4,82.9,88.1,85.7,120.9302326,79.4,123500,1.206405205,1.75,서초구,아파트,201503,137.1385904,223.412996,947.3131757
9,65000,59.99,441732,3.1,100.4,99.3,100.2,120.7096307,151.9,131500,0.816382829,0.5,강동구,아파트,202008,395.7719133,182.3399194,4644.254536
28,13000,41.3,555097,3.2,92.8,97,92.8,103.1332745,99.4,26450,0.754199704,1.25,노원구,아파트,201710,1502.694302,252.4810855,2341.347857
14,23500,59.91,674828,2.9,72.9,79.9,77.3,114.3668289,78.6,46500,1.14466548,3.25,송파구,아파트,201111,195.5573881,468.8720539,2887.537428
40,27000,78.06,219546,4.9,90,94.9,90.7,108.4289497,91,82200,1.660912111,1.25,용산구,아파트,201702,701.1312983,347.8764545,1159.521446
32,18000,59.39,522235,3.4,102.6,101.3,100.8,128.8196959,158.1,53945,0.710203555,0.5,노원구,아파트,202011,966.7265753,221.6201801,1757.95
24,40000,84.98,484474,3.1,80.8,86.6,84.5,114.4583706,77.1,47250,0.945980094,2.25,양천구,아파트,201409,909.421235,131.6094078,2466.440909
28,15700,57.19,415281,3.6,87.5,92.9,89.5,115.9660107,89.2,26728.57,1.193505338,1.25,구로구,연립다세대,201608,1078.427497,338.7678187,862.878656
34,68000,84.75,652993,2.3,109.7,108.9,111.8,72.03991428,146.8,163333.33,0.727386117,3.25,송파구,아파트,202211,364.0187645,271.1605333,3751.754716
47,87000,131.49,537139,2.7,109.8,110.3,113.7,82.88235294,152.8,545000,1.003242493,3.5,강남구,아파트,202305,892.0069638,316.6860017,1809.793132
19,53000,84.96,351215,3.6,94.6,98.4,95.4,98.28767123,121.5,73000,1.055076901,1.5,광진구,아파트,201809,981.928314,276.6892882,1235.35293
7,26000,57.1,421837,3,78.7,84.9,82.3,119.4775435,74.3,30140,1.168518662,2.5,구로구,아파트,201312,819.3566532,89.99032232,2506.745861
10,22000,84.84,471766,3.5,75.9,82.4,80.1,115.1916058,73.4,32468.75,1.089795113,2.75,성북구,아파트,201303,278.4733512,223.2455939,1086.845072
33,33000,53.9,450971,4,99.6,98.8,100,117.4511224,147.2,162000,0.702519327,0.5,양천구,아파트,202007,359.9911418,387.2524098,1593.574238
2,20832,101.99,415281,3.9,86.1,91.2,88.8,114.5348837,84.8,48583.33,1.193505338,1.5,구로구,아파트,201604,0,250.838805,1506.035638
17,46000,84.97,426763,3,107.9,107.5,108.1,93.59861592,183.2,79250,2.233413458,1.5,성북구,아파트,202204,514.8145643,142.07914,603.1597703
18,30000,84.93,148331,3.7,85.5,90.8,88.1,119.8792487,84.3,34150,2.753795037,1.5,종로구,아파트,201601,3304.36148,1039.353319,1643.676514
10,40000,108.48,402763,2.7,77.7,83.8,81.4,120.3941338,74.3,33400,1.173635006,2.5,동작구,아파트,201309,646.1885929,94.20373277,3794.068876
31,33000,71.64,455764,3.9,95.7,99.7,97.9,83.64705882,122.2,102525,0.695242113,1.5,양천구,아파트,201907,254.7859928,351.6103809,1565.827546
12,26000,84.95,421837,3.9,75.7,82.4,79.9,110.3919781,72.7,36975,0.951913059,2.75,구로구,아파트,201302,729.6129788,128.2526419,1286.579629
24,26000,59.92,304074,3.6,101.1,100,100.5,119.3338161,154,111150,0.784327083,0.5,서대문구,아파트,202009,485.6781256,153.1846175,215.3693067
19,28500,59.85,395233,3.3,88.3,93.1,89.9,115.0485437,91.6,35566.67,0.780888911,1.25,동작구,아파트,201610,1120.563264,357.7006257,651.9737175
20,18000,49.77,345443,3.5,87.1,92.6,89.3,115.8765653,88,19800.87,0.696030513,1.25,도봉구,아파트,201607,943.2534927,393.85309,3093.348071
17,37000,85,658553,3.5,79.9,86.1,83.7,109.8478066,75.7,43750,1.191436661,2.5,송파구,아파트,201406,195.5573881,468.8720539,2887.537428
3,16500,20.74,365392,4.1,103.1,101.5,101.1,133.5264301,161.4,16200,0.965804042,0.5,마포구,오피스텔,202012,90.90825164,218.7415284,2388.531786
40,53000,99,662019,3,96.9,100.5,98.7,99.98039216,127.1,168838.89,0.834577094,1.25,송파구,아파트,201910,234.4061563,122.6317225,2803.850316
24,10000,41.3,356181,3,77.5,83.6,81.1,117.2777269,73.7,12956.25,0.9379825,2.5,도봉구,아파트,201308,1135.494395,173.9648592,1077.063905
13,45000,59.98,441732,4.2,98.5,100.1,99.4,108.3393764,135.7,95700,0.816382829,0.75,강동구,아파트,202003,1117.339657,218.9714213,3172.069
27,18000,59.49,480432,3.2,84.9,90,87.1,122.0035778,83.9,21281.82,0.925952435,1.5,양천구,아파트,201509,1668.714496,209.4144425,2815.236552
11,50000,74.97,404484,3.1,109.3,108.7,112.9,67.89542484,146.2,122500,1.38068819,3.5,서초구,아파트,202302,2517.929905,115.0254514,3204.330223
6,32000,84.91,421837,2.6,78.3,84.5,82.1,119.3858845,74.5,40250,1.536959291,2.5,구로구,아파트,201311,708.5920226,371.9741544,1424.765332
27,15000,44.52,532511,4,95.6,99.3,97.5,73.64705882,117.2,44333.33,0.772934452,1.75,노원구,아파트,201905,412.0803686,162.9370893,1131.785884
5,51000,84.88,662392,3.1,76.8,83.2,80.8,111.1824015,73.5,87285.71,1.17971921,2.5,송파구,아파트,201306,629.175924,105.5784655,3314.878382
16,27000,59.76,294446,3.9,75.7,82.4,79.9,110.3919781,72.7,41016.67,1.535505295,2.75,성동구,아파트,201302,667.0112001,622.2037477,913.7630048
12,17500,59.96,486546,3.8,72,78.2,74.2,114.5387573,81.2,32700,1.198928595,2.75,강동구,아파트,201101,818.829456,297.9212199,1639.799834
18,29000,33.26,402936,3,107.8,107.6,107.7,90.60938101,181.3,24500,0.801864207,1.25,서초구,오피스텔,202203,1076.298514,224.6488923,1027.948513
29,26000,39.6,567898,2.9,108.9,108.5,109.7,91.34948097,173.2,59000,0.768529117,2.25,강서구,아파트,202207,1972.230347,178.5480522,1386.375084
14,31000,59.85,497056,4.9,90,94.9,90.7,108.4289497,91,45250,1.060605188,1.25,관악구,아파트,201702,623.8998747,285.6608534,916.6362658
27,41000,127.22,572940,3.1,85.2,90.7,87.4,122.7862254,84.4,41980,0.887204028,1.5,노원구,아파트,201510,547.9284249,201.5621153,1135.968435
7,54000,114.12,553927,3.2,76.1,82.6,80.3,114.3446379,73.7,148000,0.957740009,2.75,강남구,아파트,201304,777.2053026,243.5921821,2914.7386
13,13000,59.26,475852,3.5,74.3,80.8,78,114.4584885,76.2,27300,0.893570542,3.25,성북구,아파트,201204,2141.740011,288.1415705,1053.345157
29,7500,38.52,486546,3,72.8,79.7,76.9,113.7878418,80,55925,1.463195324,3.25,강동구,아파트,201109,955.9918493,425.0915677,5039.212254
22,57000,84.93,291841,4.1,98.6,101,99.5,109.6879536,134.6,115500,0.786010216,1.25,성동구,아파트,202002,112.1046438,349.9286356,913.7522531
16,35280,59.99,484197,3.5,107.3,106.2,106.3,94.65590158,182.5,90000,0.889780538,1,관악구,아파트,202112,1107.09233,169.1853963,1184.14509
23,50000,84.87,656198,3.5,94.7,98.5,95.7,94.44444444,122.4,80500,0.862203362,1.5,송파구,아파트,201810,389.4513476,482.5155693,2344.895166
11,15000,71.53,480432,3.7,83.7,88,86,120.3488372,80.9,28275,0.925952435,1.75,양천구,오피스텔,201505,1373.841448,170.966983,1632.575931
23,34000,112.14,303057,3.1,96.3,100.2,98.5,95.90196078,125.2,39525,0.910663395,1.5,서대문구,아파트,201909,391.8593327,263.8179133,510.4395858
29,17000,64.55,415281,3.9,86.1,91.2,88.8,114.5348837,84.8,32750,1.193505338,1.5,구로구,아파트,201604,1563.689989,173.61008,775.8595242
23,32500,59.95,394833,2.8,109.4,110,113.4,76.69281046,150.7,56250,0.887948036,3.5,구로구,아파트,202304,1153.7992,204.6041724,1317.892445
14,25000,84.93,421837,2.7,77.7,83.8,81.4,120.3941338,74.3,34950,3.836984634,2.5,구로구,아파트,201309,441.2336362,385.9452689,1483.948718
10,23500,84.71,334980,3.2,76.1,82.6,80.3,114.3446379,73.7,33068.18,1.415527225,2.75,강북구,아파트,201304,813.2560372,123.4233932,423.404193
22,14000,39.7,522235,4.5,98.5,98.3,99.5,104.1001451,135.1,32400,0.710203555,0.5,노원구,아파트,202005,1173.645189,329.997235,3597.266666
3,58000,71.73,654241,3.1,85.2,90.7,87.4,122.7862254,84.4,61842.31,1.015461137,1.5,송파구,아파트,201510,788.652945,153.7870249,2116.813514
35,19845,59.2,500104,2.7,109.8,110.3,113.7,82.88235294,152.8,37700,0.747905195,3.5,노원구,아파트,202305,735.2572227,156.0901922,313.7709768
19,34000,59.64,425410,3.4,98,101.1,99.1,112.0392157,131.7,74690,0.911464838,1.25,강동구,아파트,201912,291.4342122,368.7233873,1956.48437
39,29000,72.51,431841,2.7,78,84.3,81.7,120.4399633,74.7,96833.33,1.183529496,2.5,서초구,아파트,201310,1023.788491,140.4727707,1240.877998
13,11500,49.6,601411,3.3,72.7,79.5,76.5,114.4478531,80.1,19300,1.533882737,3.25,노원구,아파트,201107,1220.587683,276.3220542,973.6178894
4,60000,83.45,365392,4,99.6,98.8,100,117.4511224,147.2,148860,0.965804042,0.5,마포구,아파트,202007,249.3227246,258.3509114,1217.403127
6,10000,59.12,420803,3,72.8,79.8,76.8,113.7928391,80.2,19271.43,1.466977239,3.25,구로구,오피스텔,201108,1715.493981,152.3703898,621.8194098
10,85000,84.99,656198,3.6,94.6,98.4,95.4,98.28767123,121.5,148394.74,0.862203362,1.5,송파구,아파트,201809,290.6764033,40.4550927,3502.500176
9,68000,59.95,651722,3.1,93,97.4,93,102.5154457,100,126105.66,0.830784313,1.5,송파구,아파트,201711,216.6021878,212.7736804,2197.56559
13,38000,84.96,236688,2.9,72.9,79.9,77.3,113.0098724,78.6,80950,0.870188773,3.25,용산구,아파트,201111,632.4941974,407.6513017,2228.145511
23,24000,59.07,427540,3.7,73.9,80.5,77.9,114.2527313,77.1,57000,1.262852788,3.25,서초구,아파트,201203,660.24953,619.6597682,322.0282499
9,41000,84.82,394293,3.9,95.7,99.7,97.9,83.64705882,122.2,67750,1.061628162,1.5,중랑구,아파트,201907,504.9848356,545.9498235,2066.852399
9,70000,134.3,121678,3.4,98,101.1,99.1,112.0392157,131.7,84833.33,3.170242073,1.25,중구,아파트,201912,392.6080317,242.61233,2104.166895
30,29000,56.76,462235,3.7,94.5,98.5,95.1,89.61187215,110.2,81654.55,0.750835745,1.5,양천구,아파트,201807,254.7859928,351.6103809,1565.827546
3,20000,29.99,462235,3.7,93.4,97.6,93.6,100.0761035,103,21300,0.750835745,1.5,양천구,연립다세대,201801,1242.335947,175.3931588,1654.617029
13,24000,84.77,380669,3.5,74.3,80.8,78,112.195015,76.2,47120,1.21933043,3.25,마포구,아파트,201204,272.6863309,387.3286621,506.3462573
19,55000,114.82,369595,3.7,89.5,94.6,90.5,108.6054722,91,54000,1.368126641,1.25,마포구,아파트,201701,652.1036637,481.395003,572.950605
22,28500,59.82,400914,4.1,98.6,101,99.5,109.6879536,134.6,50312.5,0.965344703,1.25,구로구,아파트,202002,407.3193375,107.729556,2553.07269
29,7000,35.87,557563,3,72.9,80.1,77.6,114.35466,77.8,64800,1.176239491,3.25,강남구,아파트,201112,1061.042475,153.4674915,4900.195399
31,40500,67.58,468983,4.9,90,94.9,90.7,108.4289497,91,85400,0.817232189,1.25,양천구,아파트,201702,915.5267822,448.3917898,2349.792375
23,11000,56.53,486578,3.6,86.4,91.7,89,115.2504472,85.5,21000,0.907574954,1.5,은평구,연립다세대,201605,743.8040815,333.0754626,2296.365147
34,24500,137.42,357595,2.9,75.3,82.1,79.4,109.2525068,72.1,42000,1.534397244,2.75,동대문구,아파트,201212,845.7096063,548.8768518,1168.998985
25,45000,84.95,566839,3.1,109.3,108.7,112.9,67.89542484,146.2,68566.67,0.681746185,3.5,강서구,아파트,202302,2006.771564,171.2490041,1772.757841
26,32000,76.8,587369,3.4,98,101.1,99.1,112.0392157,131.7,58166.67,0.823035638,1.25,강서구,아파트,201912,550.831765,178.832016,4264.471404
17,36000,53.3,655395,3.2,107.1,104,103.7,119.982699,181.7,35160,0.709977183,0.5,송파구,오피스텔,202107,296.9550591,495.1188343,2155.004896
5,10000,81.61,334980,2.6,78.3,84.5,82.1,119.3858845,74.5,19100,0.792976499,2.5,강북구,아파트,201311,1765.558994,516.2131262,959.7544058
33,27500,76.79,554870,2.8,74.7,81.3,79,109.2980857,73.1,82016.67,1.20561111,2.75,강남구,아파트,201210,540.6147552,335.4970315,3726.633606
4,63000,84.98,308122,2.7,109.8,110.3,113.7,82.88235294,152.8,101500,0.813767135,3.5,서대문구,아파트,202305,1252.601709,202.8894121,490.1931656
44,60000,81.75,652993,4.1,107.6,107,106.7,91.8781238,181.5,278000,1.164266706,1.25,송파구,아파트,202201,455.0219701,140.1705146,3229.603692
24,31000,59.82,587369,3,96.9,100.5,98.7,99.98039216,127.1,64575,0.823035638,1.25,강서구,아파트,201910,1844.181172,162.0255073,1467.428285
30,37000,59.67,348116,4,95.6,99.5,97.7,76.35294118,119.6,96690,1.092998921,1.75,광진구,아파트,201906,336.8095898,142.8227236,1201.556432
7,78700,128.06,219403,4.1,103.1,101.5,101.1,133.5264301,161.4,170000,1.213595209,0.5,용산구,아파트,202012,81.91348221,574.6101748,948.2868388
22,13000,39.6,570666,3,81.4,86.6,84.9,115.7564906,77.5,22716.67,0.893936142,2,강서구,아파트,201411,2039.131636,171.2961886,1699.037985
26,17000,39.69,654241,3.1,85.2,90.7,87.4,122.7862254,84.4,25454.55,1.015461137,1.5,송파구,아파트,201510,849.5859651,576.8958001,3245.944088
24,11000,49.94,594568,3.5,74.3,80.8,78,113.0098724,76.2,20314,0.83383441,3.25,노원구,아파트,201204,1148.13236,180.6384671,1987.167561
38,37500,82.51,650062,3.3,88.3,93.1,89.9,115.0485437,91.6,156566.67,0.915863845,1.25,송파구,아파트,201610,455.0219701,140.1705146,3229.603692
12,7671,49.97,579138,3.4,102.6,101.3,100.8,128.8196959,158.1,76750,0.753540274,0.5,강서구,아파트,202011,1718.791687,119.9375908,1859.016555
24,55000,84.24,662838,4,99.6,98.8,100,117.4511224,147.2,100500,0.80275876,0.5,송파구,아파트,202007,998.8678077,229.494966,1193.180781
29,28000,99.75,341842,4.2,90.8,95.6,91.3,107.678729,92,35233.33,0.577355199,1.25,도봉구,아파트,201704,533.6240017,174.740279,1184.398616
26,65000,84.52,429232,3.7,94.5,98.5,95.1,89.61187215,110.2,163000,1.078594039,1.5,서초구,아파트,201807,281.6180796,142.3142763,1790.806734
16,24000,59.93,500389,3.3,88.3,93.1,89.9,115.0485437,91.6,40083.33,1.080274806,1.25,관악구,아파트,201610,1565.935937,498.4907873,1583.639251
7,9976,49.77,390233,4.1,98.6,101,99.5,109.6879536,134.6,67175,0.932521111,1.25,중랑구,아파트,202002,486.038,328.8601391,2242.187154
13,15500,62.7,493515,3.5,79.9,86.1,83.7,109.8478066,75.7,23000,1.079200307,2.5,은평구,아파트,201406,551.6842683,335.6050508,586.7033589
23,35000,79.47,427110,3.2,72.6,78.9,75.8,113.8252182,80.6,142568.18,1.632840514,3,서초구,아파트,201105,1282.680315,274.9716009,930.5728931
21,45000,59.9,446398,4.3,104.9,102.3,102.2,119.4605358,169.3,95650,0.669275695,0.5,양천구,아파트,202103,434.3294278,173.1646452,986.1970533
8,14000,16.96,441732,4.5,98.5,98.3,99.5,104.1001451,135.1,12914.29,0.816382829,0.5,강동구,아파트,202005,166.0526639,289.8961461,2702.0209
32,30000,76.79,557563,3.7,72.5,78.4,75.3,113.0098724,81.2,94057,0.83383441,3,강남구,아파트,201104,540.6147552,335.4970315,3726.633606
19,15000,33.18,557563,2.9,72.9,79.9,77.3,114.3648376,78.6,53000,1.179699898,3.25,강남구,아파트,201111,951.7861441,373.5033075,4651.933168
18,28000,114.95,355274,3.7,83.7,88,86,120.3488372,80.9,33057.14,1.262626263,1.75,동대문구,아파트,201505,1081.022974,174.0549767,792.2322362
11,21000,59.92,521193,3,72.9,80.1,77.6,114.1993484,77.8,43340,0.903124809,3.25,관악구,아파트,201112,556.5399072,273.2682413,989.1625592
32,15000,59.39,522235,3.6,101.1,100,100.5,119.3338161,154,66414.29,0.710203555,0.5,노원구,아파트,202009,448.6999437,203.8975262,1283.844594
17,23000,63.33,419625,4,82.9,88.1,85.7,120.9302326,79.4,26184.21,1.241960036,1.75,구로구,아파트,201503,668.0031334,454.4446949,2223.106922
30,12000,55.8,484742,3.7,73.9,80.5,77.9,114.462471,77.1,52180,0.965923131,3.25,강동구,아파트,201203,955.9918493,425.0915677,5039.212254
12,19000,59.94,587991,3.1,77.2,83.4,80.9,112.1448213,73.4,31966.67,1.413188815,2.5,노원구,아파트,201307,893.7476356,183.541493,981.4879319
36,56000,84.43,567007,3.9,83.3,88.3,85.9,122.2271914,80.2,93820.69,1.481194994,1.75,강남구,아파트,201504,540.6147552,335.4970315,3726.633606
0,12000,29.66,341842,3.8,91.5,96.1,91.8,108.524735,95.3,16300,0.577355199,1.25,도봉구,오피스텔,201706,708.6929192,400.9418862,4062.44275
20,21000,39.98,335066,4,106.3,103.7,103.2,110.2824041,173.8,74783.33,0.840610671,0.5,동대문구,아파트,202105,1376.511132,256.0166221,653.2865353
30,15000,57.42,561070,3.2,81.1,86.5,84.7,117.0098478,77.5,55750,1.517021284,2,강남구,아파트,201410,1438.499416,410.5641057,3711.166589
21,43000,84.51,543267,3.7,94.3,98.5,94.9,86.26331811,108.6,49840,0.730990952,1.5,노원구,아파트,201806,773.8318572,186.0145504,827.8484325
28,5000,28.79,554870,2.9,74.5,81.2,78.8,110.8477666,73.2,52166.67,1.487623334,3,강남구,아파트,201209,1438.499416,410.5641057,3711.166589
15,22000,84.93,381707,2.7,78,84.3,81.7,120.4399633,74.7,31750,0.937436581,2.5,영등포구,아파트,201310,386.5819128,640.6298731,2500.91944
28,65000,84.66,372443,3.8,106.9,103.8,103.4,117.2338885,177.7,99333.33,1.042383789,0.5,영등포구,아파트,202106,791.5532842,107.4947257,3183.474299
9,23500,84.88,594568,3,74.5,81.1,78.6,101.6864175,73.6,43850,0.83383441,3,노원구,아파트,201208,218.8938439,237.497282,993.281886
11,45000,84.96,398747,3.7,82.2,87.5,85.1,115.2504472,77.9,61266.67,0.986980769,2,동작구,아파트,201501,564.2066417,519.7270659,384.1120779
31,45000,60,537139,3.400609255,102.5832672,101.3098526,100.7369308,128.5398865,157.9016571,110000,2.874993801,3.5,강남구,아파트,202308,190.7810489,173.2689653,4299.679468
18,42000,57.44,364219,3.8,106.9,103.8,103.4,117.2338885,177.7,118000,0.934811427,0.5,마포구,아파트,202106,570.8551218,76.91482022,438.151202
20,19000,75.15,308639,3.7,73.9,80.5,77.9,114.3807068,77.1,33500,1.22383821,3.25,서대문구,아파트,201203,784.4933389,329.336677,450.0331635
42,23000,79.24,381707,2.6,78.3,84.5,82.1,119.3858845,74.5,67666.67,1.171043158,2.5,영등포구,아파트,201311,649.6560086,250.2356398,2506.370739
27,22000,57.97,565244,3.2,89.1,94,90.3,112.5772286,91.2,30500,0.795326429,1.25,노원구,아파트,201612,420.3523264,284.3109901,776.5711339
0,25900,27.51,228299,3.8,106.9,103.8,103.4,117.2338885,177.7,27660,0.995953302,0.5,금천구,연립다세대,202106,2468.046776,288.7412401,4975.395981
6,78750,84.96,652993,2.1,109,109,110.3,87.67781622,167.9,179285.71,0.768669009,2.5,송파구,아파트,202208,561.2884434,363.752242,4379.035359
16,68000,113.23,429142,2.9,109.4,109.5,113.1,72.49019608,148.3,89333.33,0.807408035,3.5,성북구,아파트,202303,268.7606989,261.0253264,1274.571374
20,58000,59.93,429232,4.5,93.9,98,94.1,94.7869102,106.1,154000,1.078594039,1.5,서초구,아파트,201803,1044.210153,209.8165677,1058.660707
2,23500,28.41,571614,3.2,107.1,104,103.7,119.982699,181.7,28000,0.671992935,0.5,강서구,오피스텔,202107,1763.574244,381.1973098,1833.70006
8,14500,59.12,421837,2.7,77.7,83.8,81.4,120.3941338,74.3,22957.14,1.176412702,2.5,구로구,오피스텔,201309,1715.493981,152.3703898,621.8194098
10,26000,59.96,406546,3.6,86.4,91.7,89,115.2504472,85.5,33812.5,1.212720454,1.5,중랑구,아파트,201605,1681.948559,187.245465,1900.168545
5,67000,84.92,291841,4.2,98.5,100.1,99.4,108.3393764,135.7,139000,0.786010216,0.75,성동구,아파트,202003,508.1195574,107.6769324,2095.068037
15,39500,86.58,360221,3.4,98,101.1,99.1,112.0392157,131.7,57400,1.451422244,1.25,영등포구,오피스텔,201912,592.4111983,301.1905903,3283.858875
10,30964,84.87,456069,2.6,107.2,104.1,104.1,121.2514418,185,102500,0.741309232,0.75,강동구,아파트,202108,445.5604624,495.4396174,5790.142055
5,52500,59.88,285433,5.7,103.8,101.3,101.4,131.173063,166.4,159000,0.721626941,0.5,성동구,아파트,202101,777.1867769,296.6331727,1870.724472
16,33000,58.42,340267,4.4,95.5,98.8,97.2,71.09803922,116.1,59533.33,1.017015451,1.75,동대문구,아파트,201904,910.5942071,467.0168757,1991.149186
8,18000,58.32,295034,3.1,74.3,81,78.1,114.4723587,75.8,10000,1.051533937,3.25,성동구,아파트,201205,940.1723344,139.4954706,516.9951234
13,75600,59.95,655395,2.7,107.1,104.3,104.5,119.8385236,187.8,229250,0.709977183,0.75,송파구,아파트,202109,216.6021878,212.7736804,2197.56559
2,17850,17.47,662838,4.1,98.3,101.4,99.3,112.3004354,132.7,22500,0.80275876,1.25,송파구,오피스텔,202001,0,416.8895341,3850.882397
17,45000,84.88,390521,3.7,93.4,97.6,93.6,100.0761035,103,61590,0.757233411,1.5,동작구,아파트,201801,672.8795065,473.8677395,1092.053896
37,60000,83.4,456069,4,106.3,103.7,103.2,110.2824041,173.8,122333.33,0.741309232,0.5,강동구,아파트,202105,269.0613633,458.8660262,2322.156507
4,16500,26.71,537081,3.5,94.7,98.5,95.7,94.44444444,122.4,17600,1.372355252,1.5,강남구,오피스텔,201810,1507.720549,256.3388762,5518.08155
4,32000,84.9,669058,3.2,74.5,81.1,78.3,113.0098724,75.2,55333.33,0.842409492,3.25,송파구,아파트,201206,391.8426913,270.0236704,4354.383883
46,20000,72.51,419614,3.6,101.1,100,100.5,119.3338161,154,218400,1.072431676,0.5,서초구,아파트,202009,1023.788491,140.4727707,1240.877998
19,16000,59.96,348310,4,82.9,88.1,85.7,120.9302326,79.4,30883.33,0.754159342,1.75,도봉구,아파트,201503,153.2179777,172.7070974,1686.930251
43,36750,82.61,655395,3.5,107.3,106.2,106.3,94.65590158,182.5,278000,0.709977183,1,송파구,아파트,202112,455.0219701,140.1705146,3229.603692
25,20000,59.39,565244,4.2,85.8,91,88.6,114.8479428,84.5,27757.14,0.795326429,1.5,노원구,아파트,201603,553.9598549,153.7606948,1345.611798
34,49000,120,662392,3,77.5,83.6,81.1,117.2777269,73.7,69750,0.904572129,2.5,송파구,아파트,201308,234.4061563,122.6317225,2803.850316
4,43000,84.98,299248,3.2,107.1,104,103.7,119.982699,181.7,102625,0.760502771,0.5,강북구,아파트,202107,1505.149211,457.1391537,1188.11491
12,17500,48.76,236688,3.3,72.7,79.5,76.5,114.2539291,80.1,60000,1.171504855,3.25,용산구,아파트,201107,1349.205343,639.1251083,2153.000511
2,54000,59.98,435952,3.6,91,95.9,91.6,107.4712644,93.4,74676.47,1.057025018,1.25,서초구,아파트,201705,4382.24513,234.7837296,5661.466795
36,40000,84.76,425410,3.4,98,101.1,99.1,112.0392157,131.7,93850,0.911464838,1.25,강동구,아파트,201912,515.8674501,140.3207364,3956.77286
22,46000,75.16,567007,4,82.9,88.1,85.7,120.9302326,79.4,89550,1.481194994,1.75,강남구,아파트,201503,673.3630558,165.5551557,5770.585849
25,15000,39.76,592308,3.7,93.4,97.6,93.6,100.0761035,103,27585.71,0.766884633,1.5,강서구,아파트,201801,386.34646,241.2882917,3470.336782
31,12500,54.25,486546,3,72.8,79.8,76.8,114.3670502,80.2,41250,1.140892267,3.25,강동구,아파트,201108,481.8072243,208.523218,3737.798756
29,25000,83.59,377432,3.1,80.8,86.6,84.5,114.4583706,77.1,23500,1.661699523,2.25,영등포구,아파트,201409,41.91147894,214.9342947,2924.372984
22,19000,59.4,325050,4.1,98.3,101.4,99.3,112.3004354,132.7,25375,0.665626021,1.25,도봉구,아파트,202001,1494.197196,259.3356856,1583.81016
33,41500,64.98,455764,4,95.6,99.5,97.7,76.35294118,119.6,139857.14,0.695242113,1.75,양천구,아파트,201906,1195.923853,199.6145487,2232.271683
9,35000,81.77,493055,4,95.6,99.5,97.7,76.35294118,119.6,45500,1.02989558,1.75,관악구,아파트,201906,432.396528,63.50877257,3877.980336
8,18000,23.75,522782,3,107.9,107.5,108.1,93.59861592,183.2,18662.5,0.973255515,1.5,강남구,오피스텔,202204,1446.584498,307.6530653,5493.404775
51,49350,118.12,372625,3,108.4,107.8,108.5,94.39638601,180.4,174500,0.722300708,1.75,영등포구,아파트,202205,649.6560086,250.2356398,2506.370739
33,39000,75.51,299044,3.9,95.7,99.7,97.9,83.64705882,122.2,94687.5,0.813000236,1.5,성동구,아파트,201907,749.4121667,109.3002554,1405.200088
1,29600,38.39,566839,2.7,111.1,110,113.8,87.94771242,184.4274292,30040,0.79193753,3.5,강서구,연립다세대,202307,278.108091,229.3697657,1261.337555
30,50000,79.53,351919,3.6,92.2,96.5,92.3,101.8534863,98,61000,1.247925049,1.25,광진구,아파트,201708,596.179365,111.0997127,957.9411962
33,37000,83.34,425539,3.5,94.7,98.5,95.7,94.44444444,122.4,87750,0.907343953,1.5,강동구,아파트,201810,125.3668351,216.5855751,3597.916229
23,21500,80.92,381707,3.1,77.2,83.4,80.9,112.1448213,73.4,33000,1.37789464,2.5,영등포구,아파트,201307,623.3652462,141.8446808,3194.942976
21,43000,114.9,304074,4.1,98.6,101,99.5,109.6879536,134.6,59900,0.784327083,1.25,서대문구,아파트,202002,1460.713826,211.3076782,638.3827765
10,31500,114.48,236688,3.8,72,78.2,74.2,114.5113831,81.2,51625,0.886678457,2.75,용산구,아파트,201101,456.7339935,143.101869,916.5943765
6,14000,17.96,571614,4.9,104.3,101.6,101.7,126.2853005,168.7,13000,0.671992935,0.5,강서구,오피스텔,202102,1036.672984,422.3550572,1778.619963
3,34125,53.14,427809,4,106.3,103.7,103.2,110.2824041,173.8,48500,0.547777763,0.5,성북구,연립다세대,202105,467.0395001,286.7041312,476.4201067
7,62000,140.34,229055,3.8,79.6,86,83.4,114.3688451,76,94500,1.520122922,2.5,용산구,아파트,201404,487.760089,219.0326735,1265.928619
11,34000,56.02,306765,3.6,91,95.9,91.6,107.4712644,93.4,45677.78,0.957763639,1.25,서대문구,아파트,201705,479.4729471,357.2529667,279.4331384
