Year,Month,Region_Name,Region_Code,Building_Use,Sell_Price,Sell_BA,Sell_PPA,Sell_PPP,Sell_Count,JS_Price,JS_BA,JS_PPA,JS_PPP,JS_Count,CR,BA_CR,PPA_CR,IR,UR,LC_index,CA_index,TC_index,SDT_index
2014,12,송파구,11710,오피스텔,23498.33,43.47,530.9,160.6,18,16388.89,34.34,488.31,147.71,36,69.74,79.0,91.98,2.0,3.3,81.7,87.2,84.9,116.8755595
2014,12,양천구,11470,단독다가구,66805.0,245.26,308.16,93.22,14,8044.09,54.07,160.56,48.57,93,12.04,22.05,52.1,2.0,3.3,81.7,87.2,84.9,116.8755595
2014,12,양천구,11470,아파트,45432.26,80.21,553.83,167.53,273,37379.32,83.82,439.71,133.01,698,82.27,104.5,79.39,2.0,3.3,81.7,87.2,84.9,116.8755595
2014,12,양천구,11470,연립다세대,15620.59,47.42,363.66,110.01,119,12086.26,47.92,268.17,81.12,182,77.37,101.05,73.74,2.0,3.3,81.7,87.2,84.9,116.8755595
2014,12,양천구,11470,오피스텔,26550.0,54.77,475.22,143.76,27,35445.24,80.24,438.43,132.62,42,133.5,146.5,92.26,2.0,3.3,81.7,87.2,84.9,116.8755595
2014,12,영등포구,11560,단독다가구,50552.17,151.18,420.43,127.18,23,8766.34,44.77,220.05,66.56,153,17.34,29.61,52.34,2.0,3.3,81.7,87.2,84.9,116.8755595
2014,12,영등포구,11560,아파트,40754.41,72.47,599.22,181.26,288,31516.31,82.88,389.12,117.71,411,77.33,114.36,64.94,2.0,3.3,81.7,87.2,84.9,116.8755595
2014,12,영등포구,11560,연립다세대,19098.39,49.07,420.41,127.17,31,12504.17,36.52,387.54,117.23,72,65.47,74.42,92.18,2.0,3.3,81.7,87.2,84.9,116.8755595
2014,12,영등포구,11560,오피스텔,17130.46,36.8,479.43,145.03,136,18373.77,48.0,415.76,125.77,122,107.26,130.43,86.72,2.0,3.3,81.7,87.2,84.9,116.8755595
2014,12,용산구,11170,단독다가구,100465.91,188.45,802.53,242.77,22,10225.66,46.86,226.5,68.52,113,10.18,24.87,28.22,2.0,3.3,81.7,87.2,84.9,116.8755595
2014,12,용산구,11170,아파트,68161.02,90.72,762.96,230.8,107,42215.58,94.6,455.89,137.91,231,61.94,104.28,59.75,2.0,3.3,81.7,87.2,84.9,116.8755595
2014,12,용산구,11170,연립다세대,48687.21,67.42,716.32,216.69,43,14364.37,49.6,320.84,97.05,87,29.5,73.57,44.79,2.0,3.3,81.7,87.2,84.9,116.8755595
2014,12,용산구,11170,오피스텔,24203.45,37.77,654.25,197.91,22,21178.57,41.69,553.97,167.58,14,87.5,110.38,84.67,2.0,3.3,81.7,87.2,84.9,116.8755595
2014,12,은평구,11380,단독다가구,62017.28,208.04,418.68,126.65,60,8001.23,53.09,154.26,46.67,162,12.9,25.52,36.84,2.0,3.3,81.7,87.2,84.9,116.8755595
2014,12,은평구,11380,아파트,33697.96,72.05,513.49,155.33,187,25686.44,82.15,318.05,96.21,272,76.23,114.02,61.94,2.0,3.3,81.7,87.2,84.9,116.8755595
2014,12,은평구,11380,연립다세대,15526.12,49.24,342.77,103.69,285,10829.26,48.57,240.35,72.71,217,69.75,98.64,70.12,2.0,3.3,81.7,87.2,84.9,116.8755595
2014,12,은평구,11380,오피스텔,14179.93,28.64,515.2,155.85,15,10303.57,29.77,357.56,108.16,28,72.66,103.95,69.4,2.0,3.3,81.7,87.2,84.9,116.8755595
2014,12,종로구,11110,단독다가구,74021.92,126.47,813.97,246.23,26,12315.0,46.0,291.81,88.27,80,16.64,36.37,35.85,2.0,3.3,81.7,87.2,84.9,116.8755595
2014,12,종로구,11110,아파트,52401.18,83.12,637.39,192.81,73,38381.36,94.11,400.45,121.14,59,73.25,113.22,62.83,2.0,3.3,81.7,87.2,84.9,116.8755595
2014,12,종로구,11110,연립다세대,32102.59,73.71,448.74,135.74,58,16795.0,58.1,292.87,88.59,80,52.32,78.82,65.26,2.0,3.3,81.7,87.2,84.9,116.8755595
2014,12,종로구,11110,오피스텔,23870.24,36.12,641.82,194.15,42,11150.0,24.61,458.82,138.8,2,46.71,68.13,71.49,2.0,3.3,81.7,87.2,84.9,116.8755595
2014,12,중구,11140,단독다가구,85752.89,97.93,1809.53,547.38,9,11523.08,49.83,261.13,78.99,39,13.44,50.88,14.43,2.0,3.3,81.7,87.2,84.9,116.8755595
2014,12,중구,11140,아파트,44350.9,67.41,686.66,207.71,78,36603.09,79.76,475.02,143.69,97,82.53,118.32,69.18,2.0,3.3,81.7,87.2,84.9,116.8755595
2014,12,중구,11140,연립다세대,27250.0,61.34,429.44,129.91,15,15180.85,44.46,399.53,120.86,47,55.71,72.48,93.04,2.0,3.3,81.7,87.2,84.9,116.8755595
2014,12,중구,11140,오피스텔,18110.0,29.95,601.81,182.05,20,13777.78,26.26,535.48,161.98,9,76.08,87.68,88.98,2.0,3.3,81.7,87.2,84.9,116.8755595
2014,12,중랑구,11260,단독다가구,46679.29,152.44,345.56,104.53,56,8413.58,48.55,182.14,55.1,197,18.02,31.85,52.71,2.0,3.3,81.7,87.2,84.9,116.8755595
2014,12,중랑구,11260,아파트,31981.18,75.09,427.3,129.26,211,23240.95,76.74,306.45,92.7,187,72.67,102.2,71.72,2.0,3.3,81.7,87.2,84.9,116.8755595
2014,12,중랑구,11260,연립다세대,18861.18,48.63,403.99,122.21,85,13249.04,47.17,309.44,93.6,104,70.25,97.0,76.6,2.0,3.3,81.7,87.2,84.9,116.8755595
2014,12,중랑구,11260,오피스텔,16262.5,41.42,397.3,120.18,4,11000.0,36.6,301.96,91.34,6,67.64,88.36,76.0,2.0,3.3,81.7,87.2,84.9,116.8755595
2015,1,강남구,11680,단독다가구,189056.47,388.17,527.1,159.45,17,15678.97,60.45,285.66,86.41,214,8.29,15.57,54.19,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,강남구,11680,아파트,88602.24,83.52,1074.91,325.16,624,49307.92,84.42,570.99,172.72,1129,55.65,101.08,53.12,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,강남구,11680,연립다세대,43184.29,67.75,664.28,200.95,91,21214.29,53.11,433.41,131.11,245,49.13,78.39,65.25,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,강남구,11680,오피스텔,29392.95,43.49,661.32,200.05,99,19441.25,31.3,614.33,185.84,80,66.14,71.97,92.89,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,강동구,11740,단독다가구,84770.45,255.82,346.0,104.67,44,10573.73,51.41,215.68,65.24,335,12.47,20.1,62.34,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,강동구,11740,아파트,41902.65,72.69,596.34,180.39,750,29108.55,79.39,369.78,111.86,625,69.47,109.22,62.01,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,강동구,11740,연립다세대,22494.75,49.6,488.2,147.68,240,16162.66,44.69,386.01,116.77,316,71.85,90.1,79.07,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,강동구,11740,오피스텔,17091.6,40.59,426.77,129.1,25,12250.0,30.64,411.7,124.54,36,71.67,75.49,96.47,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,강북구,11305,단독다가구,41037.32,143.6,336.38,101.76,56,7774.07,48.51,168.54,50.98,189,18.94,33.78,50.1,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,강북구,11305,아파트,29488.05,68.04,459.59,139.03,174,24083.29,76.53,316.12,95.63,143,81.67,112.48,68.78,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,강북구,11305,연립다세대,15239.54,50.57,309.81,93.72,157,9519.08,48.14,198.16,59.94,120,62.46,95.19,63.96,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,강북구,11305,오피스텔,10638.57,31.01,345.82,104.61,7,9450.0,31.77,316.75,95.82,10,88.83,102.45,91.59,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,강서구,11500,단독다가구,66309.0,226.01,334.01,101.04,32,7510.06,49.59,166.99,50.51,179,11.33,21.94,50.0,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,강서구,11500,아파트,33552.26,72.02,471.07,142.5,757,25098.43,73.37,346.51,104.82,585,74.8,101.87,73.56,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,강서구,11500,연립다세대,15971.93,49.11,342.66,103.65,301,12185.27,48.11,274.03,82.89,315,76.29,97.96,79.97,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,강서구,11500,오피스텔,12917.59,33.76,404.41,122.33,73,9668.18,33.67,312.77,94.61,66,74.85,99.73,77.34,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,관악구,11620,단독다가구,64351.32,191.57,358.82,108.54,53,9053.95,39.22,260.7,78.86,367,14.07,20.47,72.65,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,관악구,11620,아파트,35131.88,74.5,490.4,148.35,298,27306.83,78.92,356.0,107.69,289,77.73,105.93,72.59,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,관악구,11620,연립다세대,19818.06,50.21,432.95,130.97,144,13790.19,44.68,352.22,106.54,214,69.58,88.99,81.35,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,관악구,11620,오피스텔,14026.98,28.56,522.15,157.95,43,8670.97,30.11,378.01,114.35,62,61.82,105.43,72.39,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,광진구,11215,단독다가구,78624.67,236.39,340.97,103.14,55,10989.07,46.05,258.54,78.21,430,13.98,19.48,75.82,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,광진구,11215,아파트,53489.87,80.3,675.9,204.46,197,39593.8,84.46,478.86,144.86,242,74.02,105.18,70.85,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,광진구,11215,연립다세대,26786.55,53.8,527.9,159.69,145,16510.04,48.76,375.28,113.52,229,61.64,90.63,71.09,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,광진구,11215,오피스텔,16907.33,31.31,561.41,169.83,15,16213.04,42.45,377.01,114.05,23,95.89,135.58,67.15,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,구로구,11530,단독다가구,44017.5,160.74,303.79,91.9,28,7209.23,46.74,168.25,50.9,130,16.38,29.08,55.38,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,구로구,11530,아파트,31580.57,72.21,447.62,135.4,474,24043.47,71.36,343.22,103.82,430,76.13,98.82,76.68,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,구로구,11530,연립다세대,17246.72,51.74,342.92,103.73,137,10544.44,49.97,224.26,67.84,90,61.14,96.58,65.4,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,구로구,11530,오피스텔,14720.94,33.91,461.13,139.49,64,16161.17,46.6,377.26,114.12,103,109.78,137.42,81.81,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,금천구,11545,단독다가구,46913.33,177.05,276.86,83.75,15,6135.0,39.27,170.19,51.48,130,13.08,22.18,61.47,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,금천구,11545,아파트,26326.05,60.26,537.43,162.57,174,20574.12,74.54,286.64,86.71,114,78.15,123.7,53.34,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,금천구,11545,연립다세대,17530.13,48.9,383.71,116.07,77,12490.2,52.37,260.36,78.76,51,71.25,107.1,67.85,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,금천구,11545,오피스텔,13245.43,26.18,577.69,174.75,30,8428.57,29.12,313.19,94.74,7,63.63,111.23,54.21,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,노원구,11350,단독다가구,52147.5,195.52,287.55,86.98,8,7728.88,49.61,190.52,57.63,89,14.82,25.37,66.26,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,노원구,11350,아파트,27590.46,64.41,431.92,130.66,853,19713.73,64.97,298.18,90.2,917,71.45,100.87,69.04,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,노원구,11350,연립다세대,19886.36,56.47,384.49,116.31,88,8797.71,37.89,277.04,83.8,84,44.24,67.1,72.05,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,노원구,11350,오피스텔,12335.2,33.35,371.34,112.33,25,13916.67,49.64,281.54,85.16,6,112.82,148.85,75.82,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,도봉구,11320,단독다가구,45836.25,183.52,327.94,99.2,32,6748.75,48.54,149.12,45.11,80,14.72,26.45,45.47,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,도봉구,11320,아파트,27372.4,71.6,381.71,115.47,383,19967.58,72.52,274.28,82.97,358,72.95,101.28,71.86,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,도봉구,11320,연립다세대,13975.75,49.43,289.92,87.7,120,9381.05,44.92,211.03,63.84,95,67.12,90.88,72.79,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,도봉구,11320,오피스텔,14973.53,44.12,346.12,104.7,17,13166.67,47.44,271.4,82.1,6,87.93,107.52,78.41,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,동대문구,11230,단독다가구,45351.11,165.48,307.89,93.14,56,8258.44,39.94,227.84,68.92,308,18.21,24.14,74.0,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,동대문구,11230,아파트,35512.94,75.42,493.0,149.13,392,27839.4,82.15,349.91,105.85,280,78.39,108.92,70.98,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,동대문구,11230,연립다세대,18223.48,44.4,427.53,129.33,122,11213.64,40.91,319.93,96.78,110,61.53,92.14,74.83,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,동대문구,11230,오피스텔,12291.18,26.83,496.03,150.05,49,9560.0,27.4,372.27,112.61,30,77.78,102.12,75.05,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,동작구,11590,단독다가구,76877.67,215.52,404.22,122.28,45,9137.98,38.35,264.45,79.99,337,11.89,17.79,65.42,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,동작구,11590,아파트,48607.81,82.41,598.11,180.93,407,37776.14,85.01,454.12,137.37,521,77.72,103.15,75.93,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,동작구,11590,연립다세대,20687.54,42.67,605.95,183.3,199,14789.6,48.22,342.85,103.71,250,71.49,113.01,56.58,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,동작구,11590,오피스텔,15706.82,32.43,503.03,152.17,22,11400.0,33.53,398.75,120.62,5,72.58,103.39,79.27,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,마포구,11440,단독다가구,79336.05,178.03,536.01,162.14,57,10118.72,44.19,243.57,73.68,235,12.75,24.82,45.44,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,마포구,11440,아파트,52243.09,78.46,676.19,204.55,422,35825.74,81.37,445.78,134.85,517,68.58,103.71,65.93,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,마포구,11440,연립다세대,20082.34,46.97,450.43,136.26,188,13996.35,42.28,358.09,108.32,329,69.69,90.01,79.5,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,마포구,11440,오피스텔,20013.51,36.88,556.88,168.46,68,14831.82,31.03,498.63,150.84,110,74.11,84.14,89.54,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,서대문구,11410,단독다가구,50155.51,148.11,418.0,126.45,53,8577.99,44.09,227.66,68.87,209,17.1,29.77,54.46,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,서대문구,11410,아파트,36928.78,76.43,502.26,151.93,323,28434.62,79.43,358.95,108.58,258,77.0,103.93,71.47,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,서대문구,11410,연립다세대,18826.94,53.61,371.97,112.52,166,12501.49,51.45,262.49,79.4,134,66.4,95.97,70.57,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,서대문구,11410,오피스텔,19063.64,34.38,593.45,179.52,33,14200.0,31.59,475.72,143.91,10,74.49,91.88,80.16,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,서초구,11650,단독다가구,151827.0,258.19,666.69,201.67,12,15510.64,51.18,306.31,92.66,188,10.22,19.82,45.94,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,서초구,11650,아파트,94000.6,95.87,982.56,297.22,589,53850.07,94.99,577.59,174.72,714,57.29,99.08,58.78,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,서초구,11650,연립다세대,38244.21,63.0,638.88,193.26,121,22069.66,53.13,443.91,134.28,267,57.71,84.33,69.48,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,서초구,11650,오피스텔,22488.91,39.75,616.87,186.6,64,15735.29,26.22,608.44,184.05,17,69.97,65.96,98.63,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,성동구,11200,단독다가구,56845.45,147.41,473.96,143.37,22,9345.37,40.29,269.38,81.49,205,16.44,27.33,56.84,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,성동구,11200,아파트,50330.09,80.17,635.17,192.14,398,37563.07,81.04,473.77,143.32,450,74.63,101.09,74.59,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,성동구,11200,연립다세대,26703.51,52.04,524.74,158.73,45,14565.79,44.24,378.19,114.4,76,54.55,85.01,72.07,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,성동구,11200,오피스텔,13327.14,29.0,465.69,140.87,21,12129.63,33.61,367.47,111.16,27,91.01,115.9,78.91,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,성북구,11290,단독다가구,43460.85,113.64,456.57,138.11,59,8537.66,46.57,217.3,65.73,308,19.64,40.98,47.59,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,성북구,11290,아파트,36148.83,77.17,480.04,145.21,504,28866.19,82.06,361.91,109.48,502,79.85,106.34,75.39,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,성북구,11290,연립다세대,18451.42,53.81,361.25,109.28,156,11387.9,48.21,259.45,78.48,157,61.72,89.59,71.82,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,성북구,11290,오피스텔,14250.0,30.73,478.74,144.82,6,10411.76,28.2,375.95,113.73,17,73.06,91.77,78.53,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,송파구,11710,단독다가구,105726.32,271.29,409.31,123.82,19,10741.47,47.36,230.88,69.84,217,10.16,17.46,56.41,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,송파구,11710,아파트,62264.65,80.7,806.38,243.93,618,44007.84,85.33,529.93,160.3,1049,70.68,105.74,65.72,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,송파구,11710,연립다세대,24550.26,52.63,479.74,145.12,192,16223.54,44.33,390.95,118.26,565,66.08,84.23,81.49,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,송파구,11710,오피스텔,21888.03,38.42,575.75,174.16,31,18300.0,37.77,500.15,151.3,29,83.61,98.31,86.87,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,양천구,11470,단독다가구,52452.17,199.54,353.4,106.9,23,8050.0,52.57,162.68,49.21,128,15.35,26.35,46.03,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,양천구,11470,아파트,42355.77,76.73,547.6,165.65,383,34878.31,81.07,423.05,127.97,662,82.35,105.66,77.26,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,양천구,11470,연립다세대,15720.48,48.44,341.34,103.25,125,12798.8,46.89,289.24,87.5,250,81.41,96.8,84.74,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,양천구,11470,오피스텔,26840.78,57.37,436.79,132.13,51,28320.45,70.61,391.89,118.55,44,105.51,123.08,89.72,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,영등포구,11560,단독다가구,52730.56,161.63,398.24,120.47,54,8423.94,44.44,209.91,63.5,213,15.98,27.49,52.71,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,영등포구,11560,아파트,41863.39,75.78,560.93,169.68,404,31236.62,81.63,390.58,118.15,465,74.62,107.72,69.63,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,영등포구,11560,연립다세대,16869.96,37.12,545.51,165.02,68,13284.71,42.32,355.86,107.65,85,78.75,114.01,65.23,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,영등포구,11560,오피스텔,18518.35,40.23,514.33,155.58,173,17487.34,44.65,436.13,131.93,154,94.43,110.99,84.8,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,용산구,11170,단독다가구,100594.37,127.61,909.11,275.01,41,10844.85,48.59,245.57,74.28,136,10.78,38.08,27.01,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,용산구,11170,아파트,78622.44,91.85,833.71,252.2,166,39888.81,87.16,467.72,141.49,248,50.73,94.89,56.1,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,용산구,11170,연립다세대,41185.66,56.59,804.09,243.24,122,16726.87,54.41,343.66,103.96,134,40.61,96.15,42.74,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,용산구,11170,오피스텔,21925.76,34.98,645.48,195.26,37,21495.65,43.2,511.31,154.67,23,98.04,123.5,79.21,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,은평구,11380,단독다가구,57761.57,159.15,434.34,131.39,46,8410.33,53.83,160.12,48.43,213,14.56,33.82,36.87,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,은평구,11380,아파트,35971.29,77.63,481.5,145.66,256,24852.8,82.24,309.0,93.47,376,69.09,105.94,64.17,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,은평구,11380,연립다세대,15757.67,48.27,344.43,104.19,341,11197.64,47.51,252.51,76.38,297,71.06,98.43,73.31,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,은평구,11380,오피스텔,13115.0,27.76,492.17,148.88,15,11292.68,30.27,389.87,117.93,41,86.11,109.04,79.21,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,종로구,11110,단독다가구,62502.38,82.44,972.99,294.33,29,14022.58,54.17,279.63,84.59,93,22.44,65.71,28.74,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,종로구,11110,아파트,46300.86,80.78,566.85,171.47,78,32846.15,83.65,387.23,117.14,65,70.94,103.55,68.31,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,종로구,11110,연립다세대,30141.27,67.78,445.87,134.88,63,18537.78,59.19,323.16,97.76,90,61.5,87.33,72.48,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,종로구,11110,오피스텔,27363.8,40.42,653.53,197.69,44,11388.89,26.16,443.73,134.23,9,41.62,64.72,67.9,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,중구,11140,단독다가구,61644.73,104.65,987.06,298.58,15,11209.09,51.44,230.98,69.87,55,18.18,49.15,23.4,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,중구,11140,아파트,46188.25,73.47,668.49,202.22,109,36591.84,82.2,470.56,142.34,98,79.22,111.88,70.39,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,중구,11140,연립다세대,21877.44,58.7,465.58,140.84,18,15177.78,45.04,387.31,117.16,72,69.38,76.73,83.19,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,중구,11140,오피스텔,23844.12,43.63,578.32,174.94,17,18857.14,41.13,482.29,145.89,21,79.09,94.27,83.4,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,중랑구,11260,단독다가구,49376.62,164.88,351.47,106.32,71,8581.89,48.03,186.38,56.38,254,17.38,29.13,53.03,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,중랑구,11260,아파트,28992.3,69.95,423.71,128.17,309,23021.51,74.64,314.76,95.22,255,79.41,106.7,74.29,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,중랑구,11260,연립다세대,18360.28,48.05,398.2,120.46,141,13378.15,47.17,307.85,93.12,119,72.86,98.17,77.31,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,1,중랑구,11260,오피스텔,18294.44,47.43,390.56,118.15,9,7500.0,27.02,270.43,81.81,4,41.0,56.97,69.24,2.0,3.7,82.2,87.5,85.1,115.2504472
2015,2,강남구,11680,단독다가구,207595.24,323.04,793.4,240.0,21,14642.86,53.07,293.49,88.78,126,7.05,16.43,36.99,2.0,4.5,82.5,88.1,85.4,116.8157424
2015,2,강남구,11680,아파트,85646.95,81.8,1091.62,330.22,641,49389.25,84.3,570.58,172.6,1017,57.67,103.06,52.27,2.0,4.5,82.5,88.1,85.4,116.8157424
2015,2,강남구,11680,연립다세대,32668.17,52.44,674.23,203.95,139,22442.79,52.45,458.54,138.71,208,68.7,100.02,68.01,2.0,4.5,82.5,88.1,85.4,116.8157424
2015,2,강남구,11680,오피스텔,35955.39,48.8,689.61,208.61,85,23737.78,35.29,679.3,205.49,45,66.02,72.32,98.5,2.0,4.5,82.5,88.1,85.4,116.8157424
2015,2,강동구,11740,단독다가구,82832.27,216.29,414.36,125.35,30,10360.89,50.02,215.95,65.32,257,12.51,23.13,52.12,2.0,4.5,82.5,88.1,85.4,116.8157424
2015,2,강동구,11740,아파트,44354.79,74.6,614.1,185.77,696,28675.1,80.01,359.76,108.83,618,64.65,107.25,58.58,2.0,4.5,82.5,88.1,85.4,116.8157424
2015,2,강동구,11740,연립다세대,23752.05,53.28,475.53,143.85,219,16534.36,45.38,400.77,121.23,227,69.61,85.17,84.28,2.0,4.5,82.5,88.1,85.4,116.8157424
2015,2,강동구,11740,오피스텔,17393.54,41.3,449.06,135.84,24,12550.0,38.01,340.48,102.99,20,72.15,92.03,75.82,2.0,4.5,82.5,88.1,85.4,116.8157424
2015,2,강북구,11305,단독다가구,42343.76,152.52,344.9,104.33,62,7397.25,46.72,167.58,50.69,218,17.47,30.63,48.59,2.0,4.5,82.5,88.1,85.4,116.8157424
2015,2,강북구,11305,아파트,31554.13,73.05,454.53,137.5,206,22792.14,75.01,304.43,92.09,126,72.23,102.68,66.98,2.0,4.5,82.5,88.1,85.4,116.8157424
2015,2,강북구,11305,연립다세대,14519.85,47.03,320.02,96.81,150,9207.14,46.01,205.99,62.31,98,63.41,97.83,64.37,2.0,4.5,82.5,88.1,85.4,116.8157424
2015,2,강북구,11305,오피스텔,11718.75,31.18,377.86,114.3,8,8825.0,29.77,304.2,92.02,4,75.31,95.48,80.51,2.0,4.5,82.5,88.1,85.4,116.8157424
2015,2,강서구,11500,단독다가구,56794.8,206.79,332.56,100.6,25,8144.62,51.28,170.81,51.67,186,14.34,24.8,51.36,2.0,4.5,82.5,88.1,85.4,116.8157424
2015,2,강서구,11500,아파트,33778.83,70.38,484.75,146.64,762,25413.28,74.12,348.04,105.28,504,75.23,105.31,71.8,2.0,4.5,82.5,88.1,85.4,116.8157424
2015,2,강서구,11500,연립다세대,16583.01,50.83,338.7,102.46,249,11629.97,43.91,297.41,89.97,287,70.13,86.39,87.81,2.0,4.5,82.5,88.1,85.4,116.8157424
2015,2,강서구,11500,오피스텔,12785.1,33.1,423.12,127.99,48,9480.0,26.84,374.12,113.17,70,74.15,81.09,88.42,2.0,4.5,82.5,88.1,85.4,116.8157424
2015,2,관악구,11620,단독다가구,65197.93,192.59,376.3,113.83,43,9108.29,41.07,237.94,71.98,350,13.97,21.33,63.23,2.0,4.5,82.5,88.1,85.4,116.8157424
2015,2,관악구,11620,아파트,35779.14,75.81,485.74,146.94,315,26853.19,77.65,355.03,107.4,268,75.05,102.43,73.09,2.0,4.5,82.5,88.1,85.4,116.8157424
2015,2,관악구,11620,연립다세대,20483.41,50.96,438.78,132.73,263,13477.84,43.6,347.22,105.03,185,65.8,85.56,79.13,2.0,4.5,82.5,88.1,85.4,116.8157424
