"시점","행정구역(시군구)별","성별",계,0 - 4세,5 - 9세,10 - 14세,15 - 19세,20 - 24세,25 - 29세,30 - 34세,35 - 39세,40 - 44세,45 - 49세,50 - 54세,55 - 59세,60 - 64세,65 - 69세,70 - 74세,75 - 79세,80 - 84세,85 - 89세,90 - 94세,95 - 99세,100세 이상
"2010","서초구","계",426529,17917.5,19705,26565,29686,28309.5,38938,39039.5,39306,37487,35063.5,33530.5,25729.5,20403,14372,8904,5396.5,3495,1842.5,643,176.5,19.5
"2010","강남구","계",560803.5,19956,21783,35194,44833,39319,55461.5,53040.5,47527,48406.5,50320.5,45054.5,32786.5,25289,16927,10530.5,6428.5,4392.5,2473.5,868.5,183,29
"2010","송파구","계",678728,29251.5,32510.5,42435,47427,46632,63026,61228,61665,58816.5,57609,56587.5,41227,29500.5,20269,13310,8426.5,5111,2626.5,857.5,184,28
"2010","강동구","계",484777.5,20901,21346,28504,34774,33751.5,43949,42776.5,41680,40279,43311.5,43227.5,30867.5,21925.5,14874.5,9601,6251,3967,2019,622,125,25
"2011","서울특별시","계",10116242,424011.5,423001.5,558517,661253,663688.5,882389.5,923813,901478.5,888509,818929.5,838299.5,651596,487536.5,386075,280456,170073.5,93790.5,44302.5,14848.5,3172.5,500.5
"2011","종로구","계",163975.5,5128.5,5803,8705,10608,11249,14182,12717,13327,14634,13908.5,13745,10591,8240.5,7580.5,6058,3856.5,2128,1040.5,380.5,81.5,11.5
"2011","중구","계",128861,4952.5,4396,5557.5,7121.5,8014,10960.5,11576,11279,11237,10369.5,11150,8862,6872,6098,4686.5,2911,1713,795,243.5,55,11.5
"2011","용산구","계",236688.5,9922.5,9200.5,11266.5,12792,13879,20528,22927,22513.5,21394.5,18275,18773,14796,11548.5,10285,8420.5,5295.5,2941.5,1393,438,87,12
"2011","성동구","계",299533,12950,12616.5,15043,17563,19315,26034,27830.5,28670.5,26975.5,23947,24400,18539.5,14319.5,12136,9140,5479.5,2803,1249.5,420.5,88,12.5
"2011","광진구","계",368260.5,14341.5,14314,20196,24367,25939,37492.5,35749,32298.5,32634,30238,30378.5,22534,15958.5,12593,9193.5,5209.5,2888.5,1342,469.5,113,11
"2011","동대문구","계",359109,14093,13935.5,17667,21070.5,24021,32534,31522,31315.5,30184,27659,29893.5,24326.5,18920.5,16530.5,12279.5,7212,3654,1574.5,577.5,120,19
"2011","중랑구","계",419048,16334.5,16127.5,22108,27739,28189,35581,36044,35117,36532,36010.5,37623.5,28807.5,21093,16793.5,11919,6842.5,3745.5,1679.5,593.5,151,17
"2011","성북구","계",479088,21653.5,21895,25072.5,28347.5,31404.5,40384.5,41910,45223.5,42295,36556,38238.5,30188.5,23521,20265.5,15312.5,9056,4717,2132,725,159,31
"2011","강북구","계",339529,13161.5,13121.5,17399,20928,20485.5,27242.5,29071,29929,29106,26733,28527,23249,19259,16934,12190,6708,3338.5,1480,528,118,20.5
"2011","도봉구","계",362400,14186,15288,21271,25272.5,24596,28018.5,27561,29851,31984,30948,33016,24584.5,17537.5,14283,11035,6882,3752.5,1672,525,117.5,19
"2011","노원구","계",601411,25041,28433,41733,47242.5,39951,42106,46271.5,51406,57463.5,53049.5,50582.5,36259,25097.5,20065,15901.5,10596.5,6144,2942.5,907.5,185,33
"2011","은평구","계",482586.5,20856.5,21113.5,27204.5,31164,29164.5,37043.5,41992,44106.5,42729.5,38173.5,39685.5,31260,24717,20700,15733.5,9141,4798.5,2140.5,692,146,24.5
"2011","서대문구","계",313144.5,12114.5,12582.5,16466.5,19794,20858.5,27135,26510.5,27245.5,27686,24717.5,25141,19267,15562.5,13961.5,11502.5,6834.5,3543,1617.5,495.5,94.5,14.5
"2011","마포구","계",384129,17877.5,16660.5,19204,21258,23713,35935,39773,39530,34213.5,28077,28253.5,21938.5,17233.5,15252,11716,7287,3744,1719.5,610,109,24.5
"2011","양천구","계",494724,18938,23286.5,36628,41785.5,32854,35555,36284.5,39790.5,48798.5,47610.5,42938,30432.5,20608.5,14653,10630,6984,4236,1957,606.5,133.5,14
"2011","강서구","계",564602.5,25869,25058,30672,37281.5,37133.5,48333,53705.5,51623.5,47324.5,44974,48438.5,37467,26628.5,18862.5,13574.5,8854,5274,2539,813,155,22
"2011","구로구","계",420803.5,21478,18322.5,20964,24367,25266,36107,42695.5,40435.5,34721.5,31864,34662,28468.5,22011.5,16326,11163.5,6441.5,3347,1539,501,107.5,15
"2011","금천구","계",239926,9237,9260,12381,15569.5,15544.5,20844.5,21050.5,20564,21287.5,21043.5,21221.5,16095,12321,9711.5,6722.5,3882,1971,850.5,310.5,48.5,10
"2011","영등포구","계",394875,18300,16190,18846.5,22438,23741.5,34131.5,38936.5,37555.5,33892,30586.5,32878.5,25951,20310,15939,11781.5,7282.5,3666.5,1727.5,592,105.5,23
"2011","동작구","계",396306.5,17088,16066,19071.5,22799.5,26305.5,39272.5,39976,36429,32267.5,28419.5,30922.5,25324,20368,16591.5,11863,7205.5,3774,1796,611,138,18
"2011","관악구","계",521193.5,20396.5,18586,22391,26704,36187,64286.5,59818,49256,40813.5,35569,38181.5,32264.5,26672.5,21328.5,14488.5,7722.5,3954.5,1822,591,133,27.5
"2011","서초구","계",427110,18390.5,19249.5,26256.5,29452,27962,36386.5,39479,38260,39444.5,34179.5,33404,27429.5,20500.5,14897.5,9531,5821.5,3613.5,1936,700,192.5,24
"2011","강남구","계",557563.5,20898,20660,34003.5,44315.5,38442.5,51521,54013,46066,49625.5,49070,44831.5,34720.5,25176,17728.5,11374.5,6903.5,4548,2511.5,920.5,203,31
"2011","송파구","계",674828,29351.5,30549,40952.5,47019,45894.5,59324,62167,59080.5,60131.5,55518.5,57181,44481.5,30253.5,20903.5,13950.5,8912.5,5290,2738.5,904.5,195,29.5
"2011","강동구","계",486546,21452,20287,27457,34254,33578.5,41451,44233,40605.5,41134,41432.5,44233,33759,22806,15656,10288.5,6752.5,4205,2107.5,692.5,136.5,25
"2012","서울특별시","계",10062309,419954.5,410476.5,526714,642806,673018.5,826461,931988,861998.5,905163.5,797277,844287.5,685164,493510,389975,304602.5,183112.5,98986.5,46554,16290,3430,539.5
"2012","종로구","계",161487.5,4981.5,5510.5,8123,10182,11312.5,13318.5,12704,12288.5,14709,13419.5,13916.5,11046.5,8172.5,7382,6528,4083,2227.5,1061,420.5,89,12
"2012","중구","계",129204.5,5023,4321,5124,6854.5,8273,10412,11892,10798.5,11434,10092.5,11324.5,9461.5,7011,6007.5,5064,3146,1776,832.5,281,64.5,11.5
"2012","용산구","계",235931.5,9907.5,8995.5,10826.5,12553.5,14241.5,19022.5,23053,21276,22088.5,18045.5,18978.5,15634.5,11535,9990,8905.5,5705,3097.5,1493,480,87.5,15
"2012","성동구","계",295034.5,12530.5,12013.5,14030.5,16903,19685,24221,27873,26858.5,27232.5,23122.5,24642,19490,14121.5,11902,9748.5,5862.5,2932.5,1300.5,450.5,99.5,15
"2012","광진구","계",366312.5,14128.5,13860,18824,23744.5,26293.5,35220,36238.5,30901.5,33032.5,29481,30894.5,23880,16269,12792.5,9946,5682.5,3051.5,1407.5,530,121,14
"2012","동대문구","계",357595.5,13947.5,13520,16685.5,20477.5,24425.5,30417.5,31851.5,29842.5,30823,27013,30044.5,25527.5,19051.5,16442,13348,7827,3905.5,1683,607,134.5,21.5
"2012","중랑구","계",415245,16112.5,15393,20245,26723,28501.5,33030,36550,33171,36441,34740.5,38351,30425,21553.5,16926.5,13103,7506.5,3915,1767,619.5,150,20.5
"2012","성북구","계",475852,20954,21310,24135,27656,31835,37870,41567,42582,43786.5,35771.5,38355.5,31748,23485,20097,16646.5,9785.5,4983.5,2265.5,818,165,35.5
"2012","강북구","계",338041.5,13157.5,12641,16359.5,20360.5,20987.5,25068.5,29151.5,28443.5,29960,26158.5,28702,24321,19207.5,16802,13440,7431.5,3593,1535,578,123,20.5
"2012","도봉구","계",359554,14008.5,14571,19794,24501.5,24787.5,26271,27965,27951,32177,29828.5,33123,26297,17999.5,14370,12007.5,7353,4003.5,1807.5,580,136.5,21.5
"2012","노원구","계",594568.5,24410,26953.5,39320,46153,40951.5,39211,46175.5,48129.5,57646,51575,51097,38380.5,25728,19958.5,17030,11131,6429.5,3037,1017.5,201,33.5
"2012","은평구","계",489536.5,21278.5,21067.5,26111,30862,30386,35089,43216.5,43091.5,44637,37886.5,40612.5,33379,25127,20956.5,17286.5,10145.5,5157.5,2308,755.5,158.5,24.5
"2012","서대문구","계",308639.5,11724.5,11883,15467,19189,21257.5,25284,26419.5,25305.5,27985,24060.5,25265,20248,15264.5,13639.5,12131.5,7416.5,3736,1693.5,550.5,105,14
"2012","마포구","계",380669,17232.5,16297.5,18320,20887.5,24102,33638,39179.5,37599,35576,27530.5,28541.5,22917,17034,14966,12482.5,7789,3988.5,1781,664.5,116.5,26
"2012","양천구","계",492793,18923.5,22424.5,34541,40979.5,33630,33427.5,36858.5,37652.5,48881,46546.5,43810.5,32283.5,21421.5,15182.5,11471,7404,4471.5,2052.5,671.5,146.5,13.5
"2012","강서구","계",561431.5,25374,24086,28985.5,35816.5,37557.5,45449,54620,49714,48137,43069,48759.5,39672,27418,19533,14610,9307.5,5550.5,2674.5,901,172,25
"2012","구로구","계",422946.5,21870.5,18105.5,19909.5,23820.5,25674.5,33900,43400,39764,35715,31056.5,35037,29942.5,22455.5,16907,12370,7093.5,3580.5,1649,562.5,116,17
"2012","금천구","계",239085.5,9130.5,8792,11437.5,14944,15842.5,19852.5,21501,19683,21130,20441.5,21827,17039.5,12587.5,9787.5,7450.5,4199.5,2160.5,874,340,55.5,9.5
"2012","영등포구","계",387175,17516,15461,17502,21290.5,23887.5,32036,38308,35425.5,34038.5,29283,32463.5,26939.5,20319,15892.5,12523,7847,3874,1799.5,631.5,114,23.5
"2012","동작구","계",397899.5,17131,15710,18068.5,22320.5,26988,37498,40618,35535,33393,27835,31428,26659.5,20457.5,16707,12975,7787.5,4063,1879.5,687,140.5,18
"2012","관악구","계",517095,19814,17801,20908,25873,36441,60502,60321.5,47429,42115,34618,38288,33296,26693,21445.5,16141.5,8419,4218.5,1943,650.5,149.5,28
"2012","서초구","계",427540.5,18799.5,19487.5,25363.5,28926,28001,34000,39727,37368.5,41153,33825,32960,28405,20540,15508,10424,6265,3736,2058,766,197.5,30
"2012","강남구","계",554870,21273.5,20617,32003.5,43081,38490.5,47748,54709.5,45181.5,50459.5,48281.5,44539,35995,25289.5,18747.5,12517,7431,4687,2574.5,991.5,218,34.5
"2012","송파구","계",669058,29298,29631.5,38690,45708,45740.5,55422.5,63132,56786.5,60912,53890.5,56825,46524.5,30967,21606,15047,9329,5477.5,2854,970.5,217,29
"2012","강동구","계",484742.5,21427.5,20023.5,25940,32999,33726,38552.5,44956,39220.5,41701.5,39705,44502,35651.5,23802,16426.5,11406,7165,4370.5,2223.5,765.5,152,26.5
"2013","서울특별시","계",10012711.5,412727,403817.5,495011.5,621096,683039,781950.5,936221.5,825453.5,903648.5,797714,835348.5,711723.5,504785.5,401314,325621.5,196583.5,104784,49514,18137.5,3639,581.5
"2013","종로구","계",157433,4727.5,5300.5,7468,9623,11277.5,12455.5,12542.5,11248.5,14283.5,13189.5,13654,11257,8163,7221.5,6776,4252.5,2315,1114.5,457.5,93,13
"2013","중구","계",127872.5,4891.5,4258,4685.5,6390.5,8405,9974.5,11915,10348.5,11242.5,9902,11117,9892.5,7112.5,5974.5,5322,3321.5,1848.5,883.5,308,71.5,8
"2013","용산구","계",232675.5,9578,8897,10145.5,12216.5,14325.5,17665.5,22656,19939,22033,18125.5,18753.5,16107,11511,9901.5,9206.5,6164,3239,1559,536,99,17.5
"2013","성동구","계",294446.5,12452.5,11772,13141,16316.5,20147,23273,28384.5,25634,27214,23127,24672,20471.5,14280,11886.5,10290,6260.5,3093.5,1396.5,504.5,113.5,16.5
"2013","광진구","계",364963.5,13936,13597,17419.5,22901,26862,33527,36742.5,29709,32643,29559,30818,24979.5,16791.5,13234.5,10522,6252,3215.5,1522.5,589.5,122,20.5
"2013","동대문구","계",357193,13755.5,13341.5,15706,19798.5,25086.5,28808.5,32194.5,28629.5,30949.5,27067.5,29675.5,26570,19379,16586.5,14300,8475,4203.5,1840,663.5,140,22.5
"2013","중랑구","계",412013,15856,14900.5,18587.5,25400.5,28792.5,31136,36894.5,31471.5,35717.5,34471.5,38126.5,31883,22184,17452,14118,8155.5,4119,1897,681.5,142,26.5
"2013","성북구","계",471766.5,20133,20853,23077.5,26865,32409.5,35602,40961,39792.5,44216.5,36163,37772.5,32891.5,23695,20267,17692.5,10545,5296,2416,914.5,169.5,34
"2013","강북구","계",334980.5,12901.5,12216.5,15285.5,19692.5,21386,23033,28817.5,26830,29910.5,26281,28405.5,25042,19221,16968,14542.5,8158.5,3873,1649.5,623.5,127,16
"2013","도봉구","계",356181.5,13629.5,14122.5,18240,23585,24928.5,24690.5,28169,26150.5,31611.5,29566,32515,27835.5,18569,14760.5,12864,7857,4277,1979.5,661.5,147.5,22
"2013","노원구","계",587991,23632.5,26025,36705,44830.5,41834.5,36975.5,45916,45293,56606,51392,50610.5,40135.5,26683.5,20295,17930.5,11772,6797.5,3176.5,1141.5,203,35.5
"2013","은평구","계",494712,21363,20987,25051,30230.5,31482.5,33629.5,44090.5,41623,45547,38523.5,40785.5,35185,25692.5,21645.5,18616.5,11112,5557.5,2514,877.5,169.5,29
"2013","서대문구","계",308466.5,11755.5,11513.5,14582,18543.5,21914.5,24155.5,26719,24048.5,27883,24301.5,25216.5,21285.5,15443.5,13717,12782.5,8032,4008,1790,634,125,16
"2013","마포구","계",376908.5,16422.5,16076.5,17492,20282,24627,31973,38660.5,35358,36064,27836.5,28236,23587,16995,14918.5,13067.5,8272.5,4302,1873,707.5,134.5,23
"2013","양천구","계",489072.5,18397,21946.5,32254.5,39834,34292.5,31558,37085.5,35767,47609.5,46408,43946,33775,22380,15986,12216.5,7834,4661.5,2185.5,757,159.5,19
"2013","강서구","계",561544,25262.5,23486.5,27441.5,34295.5,38010,43326.5,55877,48220.5,48450.5,42690,48038,41458.5,28689.5,20826,15679,9812.5,5909,2848.5,1006.5,184,32
"2013","구로구","계",421837.5,21471,18023,18802,23008,25999.5,31977.5,43190.5,38515,36290,30979.5,34412.5,30935,23030,17629,13449,7765,3860.5,1747,613.5,122.5,17.5
"2013","금천구","계",237917,8993,8482.5,10476.5,14304,16117.5,18841,21706,18798.5,20699,20326.5,21962,17863.5,12919,10046,8092.5,4529.5,2340.5,972,368,69.5,10
"2013","영등포구","계",381707,16821,15008.5,16167,20256,24041,30804,38027.5,33598,33651,28997,31574,27733,20407.5,16188,13262,8328,4125,1877,685.5,129.5,26.5
"2013","동작구","계",402763.5,17160.5,15709.5,17261.5,21952,27954,36222.5,41663.5,34897,34272.5,28322.5,31562.5,27937,20795.5,17242.5,14050,8427,4385.5,2004,789,137,18
"2013","관악구","계",512922.5,19116,17223,19449.5,24967.5,37081.5,57078.5,60617.5,45304,42575,34627,37793.5,34101,26765,21993.5,17489,9268.5,4505,2039,753.5,150,25
"2013","서초구","계",431841,19623.5,20209,24676,28379,28107,32336.5,40435,37065.5,42145.5,34655,32539,28968.5,20955.5,16450,11377,6754,3899,2182,842,205.5,36.5
"2013","강남구","계",553927,21019,20948,30207,42005,39035,44919,54845,44411,50468.5,48740.5,44146,36897.5,26041,19880,13522,7980.5,4810,2705.5,1076,233.5,37
"2013","송파구","계",662392.5,29103,29173,36464,43880.5,45401.5,51914,63485,54920,60500.5,53538,55420.5,47770,32247.5,22746,16089,9770.5,5655,2981,1074.5,228.5,30.5
"2013","강동구","계",479183.5,20726,19747.5,24226,31539,33521,36074,44626,37881.5,41065,38924.5,43596.5,37162,24834.5,17498.5,12365,7484,4488,2361,871.5,162.5,29.5
"2014","서울특별시","계",9970992.5,406364,394256,468166,597427,691689,758264.5,917302,802232,890691.5,809688,820437.5,741504.5,519068,418589,334235,211763.5,111619.5,53535,19634,3889.5,637
"2014","종로구","계",153407,4499,5037.5,6883.5,9119,11277,11931,12018.5,10518.5,13648,13042,13244,11538.5,8175.5,7149.5,6654.5,4454.5,2420,1203.5,481,97,15
"2014","중구","계",125273,4673,4007,4290.5,5945,8391.5,9563.5,11433,9862.5,10774,9861,10799,10255,7217,6044.5,5332.5,3521.5,1930.5,950,338.5,76,7.5
"2014","용산구","계",229055,9168.5,8590,9504,11815,14330,16918.5,21852.5,18956,21377.5,18447,18415,16601.5,11639,10003,9103,6527.5,3425,1658.5,583,119.5,21
"2014","성동구","계",292786.5,12388,11351,12266.5,15649,20444.5,22802,27646.5,24745,26752,23453,24389,21526.5,14617.5,12094.5,10410.5,6670,3365.5,1519.5,558,120,18
"2014","광진구","계",361146.5,13637.5,13086,16138,21792,27098,32454,36184.5,28733,31668,29799,30075.5,26088.5,17332.5,13688.5,10730.5,6807,3402,1650.5,626,134,21.5
"2014","동대문구","계",357538,13746.5,13119.5,14822,19042,25841.5,28038,31824.5,28027.5,30575.5,27559.5,29173,27662,19898.5,16924,14604,9208,4556.5,2021,732,139.5,23
"2014","중랑구","계",412023,15939,14572,17273.5,24066,29139.5,30382.5,36681,30795.5,34783.5,34790.5,37560.5,33722.5,23004,18310,14624,8897.5,4466,2092.5,743,145.5,34.5
"2014","성북구","계",464356.5,19195,20058.5,21984,25946,32640.5,33895,39135,37234.5,43537,36923,36746,33847,23999,20575,17880.5,11382.5,5628,2603,935.5,181.5,30
"2014","강북구","계",331078,12375.5,11714,14294.5,18885.5,21714.5,21777.5,27510.5,25424.5,29187,26766.5,27847.5,25992.5,19388,17400.5,15002.5,8959,4195.5,1834,656,138,14.5
"2014","도봉구","계",352013.5,13220.5,13482,16964.5,22486,24976,23570,27440.5,24891.5,30531.5,29707,31596.5,29209.5,19305,15353.5,13138.5,8501,4555,2167.5,740.5,150,27
"2014","노원구","계",580904.5,22830.5,24804,34455,43275,42276,35778.5,44250,43105,54796.5,52061.5,49464,42112,27762,21142,18169.5,12495,7229,3404,1245.5,209.5,40
"2014","은평구","계",493515,20725.5,20315.5,23782,29291.5,32139,32608,43038,40017,45269,39420.5,40227.5,36860.5,26296,22510.5,19022,12088,5983.5,2723.5,986.5,180,31
"2014","서대문구","계",306297,11490.5,11017.5,13695,17700.5,22449.5,23596.5,25985.5,22856,27244.5,24678,24879,22330.5,15727.5,14007,12780.5,8791,4273,1933,711.5,130.5,20
"2014","마포구","계",377446.5,16057,15703.5,16874.5,19706,25336.5,31526.5,38615,34049.5,36154.5,28816,28078,24588.5,17180.5,15083.5,13213.5,8809,4669.5,2067.5,744.5,150,23
"2014","양천구","계",484474,17941.5,21359.5,30145.5,38289.5,34783.5,30405.5,36382,34520.5,45756.5,46492,43527.5,35370,23382.5,17004.5,12586.5,8297.5,4802,2390,847.5,160,30
"2014","강서구","계",570666.5,26058,23322,26479.5,33101.5,38848,42972,56602,48565,49092,43564.5,47214,44005,30363.5,22726,16461.5,10518.5,6292,3120,1110.5,211,40
"2014","구로구","계",421109.5,20982,17810,17941,22112.5,26434,30750.5,41752,37703.5,36648,31480.5,33541,32084.5,23705.5,18655.5,14049.5,8518.5,4234,1909.5,651.5,126.5,19.5
"2014","금천구","계",235687,8770,8098,9619.5,13497.5,16388.5,18182.5,21183,18037.5,20017,20330.5,21624,18793.5,13380.5,10472,8307,4936.5,2488.5,1088.5,380.5,81.5,10.5
"2014","영등포구","계",377432,16223.5,14369,15001,19267.5,24178,30451,37437.5,32217,32896.5,29060.5,30723.5,28643,20565.5,16704,13427,8884,4448,2015,749,145.5,26
"2014","동작구","계",403885.5,17019,15392.5,16505.5,21155.5,28663,35460.5,40939.5,34203,34388,29050,31209,29180,21168,18053.5,14442,9085,4769.5,2183.5,844.5,153,21
"2014","관악구","계",508137,18429,16519.5,18091,23969,37849,55343.5,58953,43538.5,42274,35240.5,36882.5,34997,26896,22814.5,18112.5,10257.5,4839.5,2154.5,797.5,156.5,22
"2014","서초구","계",439276.5,20569,21034,24370.5,28019,28300,31558,40466.5,37433,42834.5,36185,32547,29911.5,21522,17486.5,12113,7300,4123,2326,925.5,215,37.5
"2014","강남구","계",561070.5,21287.5,21485,29445,41260.5,39874,43867.5,54477,45193,50791.5,49979,44502,38213.5,26980.5,21324.5,14412.5,8625.5,5013,2894.5,1151,252.5,41
"2014","송파구","계",658553,28997,28713,34598.5,42060,45158.5,49803.5,62393.5,54214.5,59650,54218,54060.5,49213,33687,24267.5,16728.5,10338,5896,3120.5,1166,234.5,35
"2014","강동구","계",473861,20141.5,19295.5,22741.5,29976,33158.5,34628.5,43101,37390.5,40045,38763,42112,38758.5,25875,18794.5,12929,7891,4615,2505,929,182.5,28.5
"2015","서울특별시","계",9907155,398954,388946.5,435836,574956,698126.5,745118,872577.5,800102.5,862892,819580,797955,760822,549877.5,434168.5,338228.5,224632,121159.5,57813.5,20458.5,4253.5,697.5
"2015","종로구","계",150750.5,4397.5,4881.5,6233.5,8752.5,11339.5,11769,11418.5,10250,12850.5,12943,12830.5,11713.5,8565,7174.5,6511.5,4647,2593.5,1264.5,481.5,115,18.5
"2015","중구","계",122799.5,4437.5,3867.5,3860,5554.5,8349.5,9316.5,10845,9669.5,10174.5,9839.5,10342.5,10435,7527.5,6124,5269,3661,2056,1019.5,364.5,78.5,8
"2015","용산구","계",225431,8876,8238.5,8810.5,11359,14462,16598.5,20514.5,18541,20277.5,18733.5,17937,16907,12202,10120.5,8903.5,6695,3688.5,1785.5,625,132.5,23.5
"2015","성동구","계",291572,12405,11029.5,11294,15085,20727.5,22579,26313.5,24647,25807.5,23767.5,23985,22390,15507.5,12444,10396.5,7090,3703.5,1656.5,597.5,126,20
"2015","광진구","계",356671,13294.5,12807,14748,20763.5,27253,31682,34657,28578,30348.5,29879,28994,26794,18511,14044,10830,7209,3706,1772,627,152,21.5
"2015","동대문구","계",355274,13494.5,12897.5,13701.5,18359.5,26422.5,27640.5,30124.5,27856,29574.5,27856,28238.5,28273.5,21058.5,17202.5,14618,9792.5,5026.5,2194.5,757,160.5,25
"2015","중랑구","계",410609.5,15946,14367,15741,22807.5,29347,29735.5,35103.5,31288,33350,34707,36624.5,35117.5,24682,19135.5,14940.5,9526,4935,2285,773,159.5,38.5
"2015","성북구","계",455617.5,18266.5,19480.5,20583.5,25154,32753,32682.5,36225.5,35821,41895,37520.5,35409,34324.5,25039,20702.5,17672,11955.5,6156.5,2809.5,936,202,29
"2015","강북구","계",327184,11689.5,11426,13118.5,18040.5,22189.5,21061.5,25489.5,24749.5,28005.5,27065.5,27130.5,26767.5,20318,17765,15192,9678.5,4615,2036.5,678.5,148.5,18.5
"2015","도봉구","계",348310,12873,13133,15515.5,21434.5,24893,22931.5,25914,24720,29059.5,29808,30421,30102,20878.5,15979,13221,9109,4971,2361.5,802,151.5,31.5
"2015","노원구","계",572940.5,22111,23921,31765.5,41827.5,42495.5,35022.5,41369,42083.5,52172,52632,47935.5,43423.5,29764,22236,18124.5,13078.5,7723.5,3681.5,1296,235.5,42.5
"2015","은평구","계",490515.5,19852,19935.5,21982.5,28529,32571,32102.5,40506.5,39704.5,44020.5,40284,39128.5,38038.5,27764.5,23232.5,19163,12966,6528,2960,1031,186,29.5
"2015","서대문구","계",305199,11354.5,10863,12772,16967,23071,23453,24685.5,22681.5,26272,25184.5,24382.5,23007.5,16508,14254,12601,9363.5,4730.5,2131.5,755,140.5,21
"2015","마포구","계",379968,16037.5,15541.5,15974,19341.5,26196,31577,38166,34088.5,35631,29901.5,27837,25574.5,18121,15149.5,13168.5,9282,5120.5,2280,790.5,161,29
"2015","양천구","계",480432.5,17764,21104.5,28055.5,36755.5,35148,29841.5,34833.5,34288,43757,46481,42515,36537,25116,18021.5,12818,8697.5,5032.5,2578,890,164,34.5
"2015","강서구","계",580630.5,26841.5,23492.5,25168,32166.5,39695,43447,55778.5,50387.5,49382,44543.5,46123,46065,32932,24622,17077.5,11235,6773.5,3421,1191,247.5,41
"2015","구로구","계",419625,20496.5,17788,16825,21277,26896.5,29960.5,39355,37551,36158.5,31936.5,32565.5,32915.5,24916,19693,14476.5,9180.5,4675.5,2119,675,140.5,23.5
"2015","금천구","계",233406,8598.5,7843.5,8828.5,12659.5,16466.5,17981.5,20124.5,17752.5,19142,20078,21045,19589.5,14194.5,10956.5,8481.5,5274,2718,1176.5,394,91,10.5
"2015","영등포구","계",373359,15812.5,13891,13786,18268,24350.5,30188.5,36280,31807,31715.5,29044.5,29644.5,29125,21379.5,17314,13422.5,9284.5,4924.5,2148.5,791.5,158.5,22.5
"2015","동작구","계",398747,16548.5,15117.5,15458.5,20046,29004.5,34397,38333,33798.5,33400,29549.5,30098,29707.5,22047.5,18530.5,14518.5,9594.5,5171.5,2365.5,855,180.5,25
"2015","관악구","계",503853,17850,15869.5,16691,22975,38591.5,55158,55864,42983,41163,35734.5,35784,35562.5,27900.5,23526.5,18444,11145.5,5277.5,2353,789.5,165.5,25
"2015","서초구","계",441511.5,20618,21627.5,23520.5,27647.5,28469.5,30971.5,38755.5,38076,42210.5,37814.5,32286,30280.5,22545,18118,12618.5,7770,4466,2461.5,984,225.5,45.5
"2015","강남구","계",567007.5,21787,22426.5,28474.5,40475.5,40060.5,43343,52688.5,47128,50433,51404.5,44450,38742.5,28640.5,22469,15212,9304,5373.5,3053,1218.5,278,45.5
"2015","송파구","계",654241.5,28494.5,28582.5,32162,40555.5,45009.5,48620.5,59484,54747.5,57888,54761.5,52526.5,50295.5,36190,25646.5,17297.5,10863,6342,3261,1224.5,248.5,41
"2015","강동구","계",461499.5,19108,18814.5,20766.5,28154.5,32364.5,33057.5,39748.5,36905.5,38204,38110.5,39721.5,39133,27569.5,19707.5,13251,8230,4851,2638.5,931,205,27.5
"2016","서울특별시","계",9811038.5,385053,386403.5,405306,550275.5,692438.5,742129.5,822248,803742.5,820610,835665,767411,772447,589943,439027.5,340549,237554.5,132134.5,61404.5,21243.5,4713.5,739
"2016","종로구","계",148331.5,4302,4830,5650,8293.5,11315,11742,10843.5,10128.5,11790.5,13128,12309.5,11863.5,9188.5,7027.5,6336.5,4833.5,2809.5,1309.5,482.5,127.5,20.5
"2016","중구","계",121151.5,4266.5,3867,3491,5240,8202,9326.5,10388.5,9770,9542,9950,9781,10504,8020.5,6106,5123.5,3791.5,2227,1087.5,379,78.5,9.5
"2016","용산구","계",221883,8527,8071,8191.5,10893,14321.5,16574.5,19209.5,18532,18978,19128.5,17220,16991,13054,10017,8591.5,6856,3984.5,1902,676,140,24.5
"2016","성동구","계",292890.5,12494,11051,10508,14513.5,20767.5,22895,25559,25223.5,24648.5,24473.5,23450,23228.5,16872,12599.5,10403.5,7542.5,4102.5,1792.5,608.5,136,21.5
"2016","광진구","계",353271.5,12902,12664.5,13621.5,19607.5,27297,31614.5,33013.5,28865,28776,30165,27889.5,27403.5,19965.5,14122.5,10945,7646,4075.5,1886,620.5,164,27
"2016","동대문구","계",350689.5,12872,12679,12594.5,17609,26337.5,27533,28075,27710,28013.5,28291.5,27022.5,28585.5,22462,17177,14545.5,10352.5,5506.5,2352,760,185,26
"2016","중랑구","계",406546.5,15399.5,14159.5,14415.5,21465,28910.5,29434.5,32958,31900.5,31351.5,34686.5,35211,36174,26813.5,19550,15095,10158.5,5414.5,2430,804,177.5,37.5
"2016","성북구","계",447099,17285,19052.5,19342.5,24425,32469.5,31972,33332.5,34985.5,39397,38584.5,33945,34484.5,26564.5,20381.5,17325,12543.5,6787.5,3004.5,970,217,30
"2016","강북구","계",323126.5,10899.5,11231,12016.5,17155.5,22154,20964,23434.5,24486,26293,27550.5,26199,27404,21710,17820.5,15118,10406.5,5185.5,2194,715,165,24.5
"2016","도봉구","계",345443.5,12404.5,13067.5,14152.5,20440.5,24492,22694,24333,24938,27340,30188,29096,30797,22935,16422,13334,9738.5,5476.5,2540.5,854,168,32
