,Year,Month,Region_Name,Region_Code,Building_Use,Sell_Price,Sell_BA,Sell_Count,JS_Price,JS_BA,JS_Count,CR,IR,UR,LC_index,CA_index,TC_index,SDT_index,Crime_Rates,School_Counts,Subway_Counts,Univ_Counts,Park_Counts
0,2014,1,강남구,11680,단독다가구,231221.43,321.47,14,14987.43,58.01,175,6.48,2.5,3.4,78.9,85.3,82.5,120.5908684,1517.02,77,21,1,7
1,2014,1,강남구,11680,아파트,89505.48,86.55,631,47138.67,87.35,980,52.67,2.5,3.4,78.9,85.3,82.5,120.5908684,1517.02,77,21,1,7
2,2014,1,강남구,11680,연립다세대,34570.7,60.1,76,19115.34,50.14,176,55.29,2.5,3.4,78.9,85.3,82.5,120.5908684,1517.02,77,21,1,7
3,2014,1,강남구,11680,오피스텔,25451.99,40.23,70,31225.0,44.11,20,122.68,2.5,3.4,78.9,85.3,82.5,120.5908684,1517.02,77,21,1,7
4,2014,2,강남구,11680,단독다가구,374166.85,452.19,13,14679.9,55.11,209,3.92,2.5,4.5,79.2,85.6,82.7,121.038496,1517.02,77,21,1,7
5,2014,2,강남구,11680,아파트,91426.67,88.24,609,45972.06,84.51,1059,50.28,2.5,4.5,79.2,85.6,82.7,121.038496,1517.02,77,21,1,7
6,2014,2,강남구,11680,연립다세대,35616.16,53.55,99,19855.46,54.5,229,55.75,2.5,4.5,79.2,85.6,82.7,121.038496,1517.02,77,21,1,7
7,2014,2,강남구,11680,오피스텔,22884.43,36.85,67,23181.82,41.8,33,101.3,2.5,4.5,79.2,85.6,82.7,121.038496,1517.02,77,21,1,7
8,2014,3,강남구,11680,단독다가구,236129.41,406.58,17,14478.47,54.26,209,6.13,2.5,3.9,79.4,85.9,83.0,120.2775291,1517.02,77,21,1,7
9,2014,3,강남구,11680,아파트,93311.94,92.25,480,46109.29,84.44,1039,49.41,2.5,3.9,79.4,85.9,83.0,120.2775291,1517.02,77,21,1,7
10,2014,3,강남구,11680,연립다세대,36753.21,58.4,81,19514.89,50.98,235,53.1,2.5,3.9,79.4,85.9,83.0,120.2775291,1517.02,77,21,1,7
11,2014,3,강남구,11680,오피스텔,22504.07,37.06,108,19632.35,37.05,34,87.24,2.5,3.9,79.4,85.9,83.0,120.2775291,1517.02,77,21,1,7
12,2014,4,강남구,11680,단독다가구,263372.22,378.51,18,14042.82,50.9,201,5.33,2.5,3.8,79.6,86.0,83.4,114.3688451,1517.02,77,21,1,7
13,2014,4,강남구,11680,아파트,88329.69,87.7,334,42811.64,82.28,1000,48.47,2.5,3.8,79.6,86.0,83.4,114.3688451,1517.02,77,21,1,7
14,2014,4,강남구,11680,연립다세대,36655.21,56.29,67,19853.65,54.35,192,54.16,2.5,3.8,79.6,86.0,83.4,114.3688451,1517.02,77,21,1,7
15,2014,4,강남구,11680,오피스텔,35695.42,50.98,50,16293.06,34.05,36,45.64,2.5,3.8,79.6,86.0,83.4,114.3688451,1517.02,77,21,1,7
16,2014,5,강남구,11680,단독다가구,201911.76,338.74,17,15054.12,57.35,170,7.46,2.5,3.5,79.7,85.9,83.6,110.2506714,1517.02,77,21,1,7
17,2014,5,강남구,11680,아파트,82374.02,88.37,388,44118.54,82.9,909,53.56,2.5,3.5,79.7,85.9,83.6,110.2506714,1517.02,77,21,1,7
18,2014,5,강남구,11680,연립다세대,34582.73,54.1,71,18729.63,52.31,162,54.16,2.5,3.5,79.7,85.9,83.6,110.2506714,1517.02,77,21,1,7
19,2014,5,강남구,11680,오피스텔,25183.54,38.97,70,20875.0,39.57,44,82.89,2.5,3.5,79.7,85.9,83.6,110.2506714,1517.02,77,21,1,7
20,2014,6,강남구,11680,단독다가구,453666.67,527.33,6,14522.22,53.42,135,3.2,2.5,3.5,79.9,86.1,83.7,109.8478066,1517.02,77,21,1,7
21,2014,6,강남구,11680,아파트,88837.89,90.31,386,46612.43,84.59,918,52.47,2.5,3.5,79.9,86.1,83.7,109.8478066,1517.02,77,21,1,7
22,2014,6,강남구,11680,연립다세대,24296.11,40.62,90,19638.82,54.81,152,80.83,2.5,3.5,79.9,86.1,83.7,109.8478066,1517.02,77,21,1,7
23,2014,6,강남구,11680,오피스텔,30869.63,42.63,59,17594.64,31.93,56,57.0,2.5,3.5,79.9,86.1,83.7,109.8478066,1517.02,77,21,1,7
24,2014,7,강남구,11680,단독다가구,228489.14,369.01,14,13988.76,52.4,178,6.12,2.5,3.4,80.1,86.3,83.9,111.4592659,1517.02,77,21,1,7
25,2014,7,강남구,11680,아파트,86317.91,86.72,502,45897.76,84.81,948,53.17,2.5,3.4,80.1,86.3,83.9,111.4592659,1517.02,77,21,1,7
26,2014,7,강남구,11680,연립다세대,29674.11,51.18,73,20628.82,56.14,170,69.52,2.5,3.4,80.1,86.3,83.9,111.4592659,1517.02,77,21,1,7
27,2014,7,강남구,11680,오피스텔,23994.0,39.49,62,20301.96,38.37,102,84.61,2.5,3.4,80.1,86.3,83.9,111.4592659,1517.02,77,21,1,7
28,2014,8,강남구,11680,단독다가구,213765.33,338.83,15,14706.75,55.8,163,6.88,2.25,3.3,80.5,86.6,84.2,111.5487914,1517.02,77,21,1,7
29,2014,8,강남구,11680,아파트,90098.03,86.49,692,44812.46,83.87,1000,49.74,2.25,3.3,80.5,86.6,84.2,111.5487914,1517.02,77,21,1,7
30,2014,8,강남구,11680,연립다세대,39563.74,54.27,117,20805.45,54.42,165,52.59,2.25,3.3,80.5,86.6,84.2,111.5487914,1517.02,77,21,1,7
31,2014,8,강남구,11680,오피스텔,29619.6,42.96,89,18378.82,33.2,85,62.05,2.25,3.3,80.5,86.6,84.2,111.5487914,1517.02,77,21,1,7
32,2014,9,강남구,11680,단독다가구,279987.5,361.7,20,14420.43,53.29,186,5.15,2.25,3.1,80.8,86.6,84.5,114.4583706,1517.02,77,21,1,7
33,2014,9,강남구,11680,아파트,92881.29,90.59,706,45461.79,83.97,859,48.95,2.25,3.1,80.8,86.6,84.5,114.4583706,1517.02,77,21,1,7
34,2014,9,강남구,11680,연립다세대,37257.21,55.53,123,23280.0,57.07,160,62.48,2.25,3.1,80.8,86.6,84.5,114.4583706,1517.02,77,21,1,7
35,2014,9,강남구,11680,오피스텔,30691.17,45.58,63,17085.71,31.54,70,55.67,2.25,3.1,80.8,86.6,84.5,114.4583706,1517.02,77,21,1,7
36,2014,10,강남구,11680,단독다가구,235929.74,381.87,19,14193.08,47.73,195,6.02,2.0,3.2,81.1,86.5,84.7,117.0098478,1517.02,77,21,1,7
37,2014,10,강남구,11680,아파트,81380.37,78.5,607,46860.07,84.71,984,57.58,2.0,3.2,81.1,86.5,84.7,117.0098478,1517.02,77,21,1,7
38,2014,10,강남구,11680,연립다세대,43176.86,64.74,105,21836.0,57.28,200,50.57,2.0,3.2,81.1,86.5,84.7,117.0098478,1517.02,77,21,1,7
39,2014,10,강남구,11680,오피스텔,25592.08,39.36,89,18069.23,32.49,91,70.6,2.0,3.2,81.1,86.5,84.7,117.0098478,1517.02,77,21,1,7
40,2014,11,강남구,11680,단독다가구,240765.2,385.58,15,16134.95,58.25,186,6.7,2.0,3.0,81.4,86.6,84.9,115.7564906,1517.02,77,21,1,7
41,2014,11,강남구,11680,아파트,91760.81,88.93,367,50546.74,87.81,908,55.09,2.0,3.0,81.4,86.6,84.9,115.7564906,1517.02,77,21,1,7
42,2014,11,강남구,11680,연립다세대,47045.33,70.8,75,20155.41,53.0,157,42.84,2.0,3.0,81.4,86.6,84.9,115.7564906,1517.02,77,21,1,7
43,2014,11,강남구,11680,오피스텔,28853.95,43.57,78,26198.68,41.6,76,90.8,2.0,3.0,81.4,86.6,84.9,115.7564906,1517.02,77,21,1,7
44,2014,12,강남구,11680,단독다가구,141853.33,306.58,15,14738.56,54.27,153,10.39,2.0,3.3,81.7,87.2,84.9,116.8755595,1517.02,77,21,1,7
45,2014,12,강남구,11680,아파트,84206.85,81.24,492,51903.24,88.43,1092,61.64,2.0,3.3,81.7,87.2,84.9,116.8755595,1517.02,77,21,1,7
46,2014,12,강남구,11680,연립다세대,52062.62,72.4,80,21468.85,53.68,183,41.24,2.0,3.3,81.7,87.2,84.9,116.8755595,1517.02,77,21,1,7
47,2014,12,강남구,11680,오피스텔,30356.25,43.22,61,19655.74,34.09,61,64.75,2.0,3.3,81.7,87.2,84.9,116.8755595,1517.02,77,21,1,7
48,2015,1,강남구,11680,단독다가구,189056.47,388.17,17,15678.97,60.45,214,8.29,2.0,3.7,82.2,87.5,85.1,115.2504472,1481.19,77,21,1,7
49,2015,1,강남구,11680,아파트,88602.24,83.52,624,49307.92,84.42,1129,55.65,2.0,3.7,82.2,87.5,85.1,115.2504472,1481.19,77,21,1,7
50,2015,1,강남구,11680,연립다세대,43184.29,67.75,91,21214.29,53.11,245,49.13,2.0,3.7,82.2,87.5,85.1,115.2504472,1481.19,77,21,1,7
51,2015,1,강남구,11680,오피스텔,29392.95,43.49,99,19441.25,31.3,80,66.14,2.0,3.7,82.2,87.5,85.1,115.2504472,1481.19,77,21,1,7
52,2015,2,강남구,11680,단독다가구,207595.24,323.04,21,14642.86,53.07,126,7.05,2.0,4.5,82.5,88.1,85.4,116.8157424,1481.19,77,21,1,7
53,2015,2,강남구,11680,아파트,85646.95,81.8,641,49389.25,84.3,1017,57.67,2.0,4.5,82.5,88.1,85.4,116.8157424,1481.19,77,21,1,7
54,2015,2,강남구,11680,연립다세대,32668.17,52.44,139,22442.79,52.45,208,68.7,2.0,4.5,82.5,88.1,85.4,116.8157424,1481.19,77,21,1,7
55,2015,2,강남구,11680,오피스텔,35955.39,48.8,85,23737.78,35.29,45,66.02,2.0,4.5,82.5,88.1,85.4,116.8157424,1481.19,77,21,1,7
56,2015,3,강남구,11680,단독다가구,188990.0,317.35,30,15686.54,55.56,208,8.3,1.75,4.0,82.9,88.1,85.7,120.9302326,1481.19,77,21,1,7
57,2015,3,강남구,11680,아파트,92218.49,84.94,924,48855.56,83.29,963,52.98,1.75,4.0,82.9,88.1,85.7,120.9302326,1481.19,77,21,1,7
58,2015,3,강남구,11680,연립다세대,50427.76,66.65,200,22577.12,55.99,257,44.77,1.75,4.0,82.9,88.1,85.7,120.9302326,1481.19,77,21,1,7
59,2015,3,강남구,11680,오피스텔,27744.58,39.85,131,23290.48,32.57,63,83.95,1.75,4.0,82.9,88.1,85.7,120.9302326,1481.19,77,21,1,7
60,2015,4,강남구,11680,단독다가구,227779.32,375.0,31,17508.75,56.23,160,7.69,1.75,3.9,83.3,88.3,85.9,122.2271914,1481.19,77,21,1,7
61,2015,4,강남구,11680,아파트,90805.76,83.46,813,48911.95,82.72,831,53.86,1.75,3.9,83.3,88.3,85.9,122.2271914,1481.19,77,21,1,7
62,2015,4,강남구,11680,연립다세대,41444.01,59.73,172,22288.86,54.57,184,53.78,1.75,3.9,83.3,88.3,85.9,122.2271914,1481.19,77,21,1,7
63,2015,4,강남구,11680,오피스텔,26804.73,40.99,128,24900.0,36.29,55,92.89,1.75,3.9,83.3,88.3,85.9,122.2271914,1481.19,77,21,1,7
64,2015,5,강남구,11680,단독다가구,202136.36,312.78,33,17691.6,57.43,131,8.75,1.75,3.7,83.7,88.0,86.0,120.3488372,1481.19,77,21,1,7
65,2015,5,강남구,11680,아파트,92176.18,82.2,702,48940.76,81.51,722,53.09,1.75,3.7,83.7,88.0,86.0,120.3488372,1481.19,77,21,1,7
66,2015,5,강남구,11680,연립다세대,44124.75,69.41,158,22054.53,55.35,160,49.98,1.75,3.7,83.7,88.0,86.0,120.3488372,1481.19,77,21,1,7
67,2015,5,강남구,11680,오피스텔,30813.43,43.88,100,26965.91,35.56,44,87.51,1.75,3.7,83.7,88.0,86.0,120.3488372,1481.19,77,21,1,7
68,2015,6,강남구,11680,단독다가구,219661.54,407.58,26,16950.34,53.48,145,7.72,1.5,3.8,83.9,88.2,86.2,119.8121646,1481.19,77,21,1,7
69,2015,6,강남구,11680,아파트,95349.65,86.24,627,51345.79,84.63,690,53.85,1.5,3.8,83.9,88.2,86.2,119.8121646,1481.19,77,21,1,7
70,2015,6,강남구,11680,연립다세대,44943.22,60.29,224,20897.08,48.85,171,46.5,1.5,3.8,83.9,88.2,86.2,119.8121646,1481.19,77,21,1,7
71,2015,6,강남구,11680,오피스텔,25999.93,37.55,107,29012.2,42.53,41,111.59,1.5,3.8,83.9,88.2,86.2,119.8121646,1481.19,77,21,1,7
72,2015,7,강남구,11680,단독다가구,240805.56,368.08,36,16209.58,51.51,167,6.73,1.5,3.6,84.1,88.5,86.5,120.6171735,1481.19,77,21,1,7
73,2015,7,강남구,11680,아파트,96786.25,84.1,672,48795.98,80.18,777,50.42,1.5,3.6,84.1,88.5,86.5,120.6171735,1481.19,77,21,1,7
74,2015,7,강남구,11680,연립다세대,48735.08,67.66,138,26715.69,59.65,153,54.82,1.5,3.6,84.1,88.5,86.5,120.6171735,1481.19,77,21,1,7
75,2015,7,강남구,11680,오피스텔,27691.67,40.35,117,18800.0,30.52,41,67.89,1.5,3.6,84.1,88.5,86.5,120.6171735,1481.19,77,21,1,7
76,2015,8,강남구,11680,단독다가구,220068.55,394.86,29,18925.68,57.6,148,8.6,1.5,3.4,84.4,89.2,86.8,120.0805009,1481.19,77,21,1,7
77,2015,8,강남구,11680,아파트,102235.73,97.1,500,51609.13,83.31,705,50.48,1.5,3.4,84.4,89.2,86.8,120.0805009,1481.19,77,21,1,7
78,2015,8,강남구,11680,연립다세대,38713.82,58.12,140,24320.65,55.31,184,62.82,1.5,3.4,84.4,89.2,86.8,120.0805009,1481.19,77,21,1,7
79,2015,8,강남구,11680,오피스텔,23873.3,33.94,77,27568.6,37.96,43,115.48,1.5,3.4,84.4,89.2,86.8,120.0805009,1481.19,77,21,1,7
80,2015,9,강남구,11680,단독다가구,217444.23,318.06,26,16015.57,50.48,122,7.37,1.5,3.2,84.9,90.0,87.1,122.0035778,1481.19,77,21,1,7
81,2015,9,강남구,11680,아파트,97113.96,87.79,569,53272.53,83.64,565,54.86,1.5,3.2,84.9,90.0,87.1,122.0035778,1481.19,77,21,1,7
82,2015,9,강남구,11680,연립다세대,37252.36,53.29,190,23796.69,54.99,151,63.88,1.5,3.2,84.9,90.0,87.1,122.0035778,1481.19,77,21,1,7
83,2015,9,강남구,11680,오피스텔,27373.14,42.39,102,18855.81,31.08,43,68.88,1.5,3.2,84.9,90.0,87.1,122.0035778,1481.19,77,21,1,7
84,2015,10,강남구,11680,단독다가구,272306.25,439.26,32,18674.06,57.41,212,6.86,1.5,3.1,85.2,90.7,87.4,122.7862254,1481.19,77,21,1,7
85,2015,10,강남구,11680,아파트,102102.95,89.84,736,54514.18,82.53,838,53.39,1.5,3.1,85.2,90.7,87.4,122.7862254,1481.19,77,21,1,7
86,2015,10,강남구,11680,연립다세대,40473.18,49.74,149,24264.83,54.17,180,59.95,1.5,3.1,85.2,90.7,87.4,122.7862254,1481.19,77,21,1,7
87,2015,10,강남구,11680,오피스텔,32468.75,44.44,110,20854.0,33.05,50,64.23,1.5,3.1,85.2,90.7,87.4,122.7862254,1481.19,77,21,1,7
88,2015,11,강남구,11680,단독다가구,223452.0,379.82,25,18174.15,54.78,147,8.13,1.5,3.0,85.4,90.8,87.6,123.1663685,1481.19,77,21,1,7
89,2015,11,강남구,11680,아파트,107325.58,92.72,560,59306.52,87.43,715,55.26,1.5,3.0,85.4,90.8,87.6,123.1663685,1481.19,77,21,1,7
90,2015,11,강남구,11680,연립다세대,43245.43,61.42,94,24586.16,51.06,159,56.85,1.5,3.0,85.4,90.8,87.6,123.1663685,1481.19,77,21,1,7
91,2015,11,강남구,11680,오피스텔,29736.58,39.47,122,24534.62,35.56,39,82.51,1.5,3.0,85.4,90.8,87.6,123.1663685,1481.19,77,21,1,7
92,2015,12,강남구,11680,단독다가구,219972.0,352.71,25,18510.32,50.54,155,8.41,1.5,3.2,85.4,90.9,87.8,121.3103757,1481.19,77,21,1,7
93,2015,12,강남구,11680,아파트,100708.62,88.1,294,58354.31,85.26,824,57.94,1.5,3.2,85.4,90.9,87.8,121.3103757,1481.19,77,21,1,7
94,2015,12,강남구,11680,연립다세대,43792.26,59.19,149,26105.42,53.92,166,59.61,1.5,3.2,85.4,90.9,87.8,121.3103757,1481.19,77,21,1,7
95,2015,12,강남구,11680,오피스텔,24217.97,30.13,125,27914.63,40.09,41,115.26,1.5,3.2,85.4,90.9,87.8,121.3103757,1481.19,77,21,1,7
96,2016,1,강남구,11680,단독다가구,258454.55,298.94,11,19593.33,52.98,180,7.58,1.5,3.7,85.5,90.8,88.1,119.8792487,1424.3,77,21,1,7
97,2016,1,강남구,11680,아파트,98837.62,87.96,286,54486.29,82.58,824,55.13,1.5,3.7,85.5,90.8,88.1,119.8792487,1424.3,77,21,1,7
98,2016,1,강남구,11680,연립다세대,39081.37,55.39,68,23348.33,47.17,210,59.74,1.5,3.7,85.5,90.8,88.1,119.8792487,1424.3,77,21,1,7
99,2016,1,강남구,11680,오피스텔,28100.49,35.79,98,20973.21,31.58,56,74.64,1.5,3.7,85.5,90.8,88.1,119.8792487,1424.3,77,21,1,7
100,2016,2,강남구,11680,단독다가구,269392.86,404.64,14,18185.71,52.29,154,6.75,1.5,4.9,85.5,91.0,88.4,116.5921288,1424.3,77,21,1,7
101,2016,2,강남구,11680,아파트,100531.9,86.3,280,57716.37,84.71,746,57.41,1.5,4.9,85.5,91.0,88.4,116.5921288,1424.3,77,21,1,7
102,2016,2,강남구,11680,연립다세대,48426.06,65.68,68,25157.58,54.49,165,51.95,1.5,4.9,85.5,91.0,88.4,116.5921288,1424.3,77,21,1,7
103,2016,2,강남구,11680,오피스텔,34061.64,42.8,86,26170.45,34.76,44,76.83,1.5,4.9,85.5,91.0,88.4,116.5921288,1424.3,77,21,1,7
104,2016,3,강남구,11680,단독다가구,292147.62,457.78,21,19265.95,56.63,185,6.59,1.5,4.2,85.8,91.0,88.6,114.8479428,1424.3,77,21,1,7
105,2016,3,강남구,11680,아파트,94739.36,77.55,619,52410.85,81.2,757,55.32,1.5,4.2,85.8,91.0,88.6,114.8479428,1424.3,77,21,1,7
106,2016,3,강남구,11680,연립다세대,53050.34,62.58,145,24774.87,50.55,199,46.7,1.5,4.2,85.8,91.0,88.6,114.8479428,1424.3,77,21,1,7
107,2016,3,강남구,11680,오피스텔,25318.4,37.46,106,24201.74,33.79,72,95.59,1.5,4.2,85.8,91.0,88.6,114.8479428,1424.3,77,21,1,7
108,2016,4,강남구,11680,단독다가구,230529.63,320.95,27,17835.03,52.98,177,7.74,1.5,3.9,86.1,91.2,88.8,114.5348837,1424.3,77,21,1,7
109,2016,4,강남구,11680,아파트,104023.7,85.78,877,54230.99,82.14,683,52.13,1.5,3.9,86.1,91.2,88.8,114.5348837,1424.3,77,21,1,7
110,2016,4,강남구,11680,연립다세대,46679.23,65.2,142,26085.16,50.01,155,55.88,1.5,3.9,86.1,91.2,88.8,114.5348837,1424.3,77,21,1,7
111,2016,4,강남구,11680,오피스텔,26904.23,38.57,87,20584.13,29.72,63,76.51,1.5,3.9,86.1,91.2,88.8,114.5348837,1424.3,77,21,1,7
112,2016,5,강남구,11680,단독다가구,272269.23,374.44,26,18192.25,54.11,142,6.68,1.5,3.6,86.4,91.7,89.0,115.2504472,1424.3,77,21,1,7
113,2016,5,강남구,11680,아파트,110185.68,88.56,803,49634.26,81.33,887,45.05,1.5,3.6,86.4,91.7,89.0,115.2504472,1424.3,77,21,1,7
114,2016,5,강남구,11680,연립다세대,39046.16,53.57,165,25853.57,49.25,140,66.21,1.5,3.6,86.4,91.7,89.0,115.2504472,1424.3,77,21,1,7
115,2016,5,강남구,11680,오피스텔,26914.75,38.91,112,22906.67,33.72,45,85.11,1.5,3.6,86.4,91.7,89.0,115.2504472,1424.3,77,21,1,7
116,2016,6,강남구,11680,단독다가구,260416.67,359.77,42,18132.58,54.84,132,6.96,1.25,3.6,86.7,92.1,89.2,115.7871199,1424.3,77,21,1,7
117,2016,6,강남구,11680,아파트,111237.87,89.45,850,58617.54,86.51,688,52.7,1.25,3.6,86.7,92.1,89.2,115.7871199,1424.3,77,21,1,7
118,2016,6,강남구,11680,연립다세대,52037.15,66.83,182,27985.71,55.36,161,53.78,1.25,3.6,86.7,92.1,89.2,115.7871199,1424.3,77,21,1,7
119,2016,6,강남구,11680,오피스텔,27720.79,39.05,113,27127.12,37.43,59,97.86,1.25,3.6,86.7,92.1,89.2,115.7871199,1424.3,77,21,1,7
120,2016,7,강남구,11680,단독다가구,290475.86,431.59,29,18641.61,52.51,161,6.42,1.25,3.5,87.1,92.6,89.3,115.8765653,1424.3,77,21,1,7
121,2016,7,강남구,11680,아파트,108912.98,88.44,633,58156.37,85.74,780,53.4,1.25,3.5,87.1,92.6,89.3,115.8765653,1424.3,77,21,1,7
122,2016,7,강남구,11680,연립다세대,50877.37,60.0,246,26507.04,53.44,142,52.1,1.25,3.5,87.1,92.6,89.3,115.8765653,1424.3,77,21,1,7
123,2016,7,강남구,11680,오피스텔,26059.75,36.29,93,27741.03,39.7,78,106.45,1.25,3.5,87.1,92.6,89.3,115.8765653,1424.3,77,21,1,7
124,2016,8,강남구,11680,단독다가구,244711.54,357.6,26,18743.56,54.79,163,7.66,1.25,3.6,87.5,92.9,89.5,115.9660107,1424.3,77,21,1,7
125,2016,8,강남구,11680,아파트,112046.76,87.14,692,56687.96,84.25,763,50.59,1.25,3.6,87.5,92.9,89.5,115.9660107,1424.3,77,21,1,7
126,2016,8,강남구,11680,연립다세대,45646.89,54.51,175,25068.31,50.59,142,54.92,1.25,3.6,87.5,92.9,89.5,115.9660107,1424.3,77,21,1,7
127,2016,8,강남구,11680,오피스텔,31948.65,42.38,127,29571.43,39.54,56,92.56,1.25,3.6,87.5,92.9,89.5,115.9660107,1424.3,77,21,1,7
128,2016,9,강남구,11680,단독다가구,262152.17,377.57,23,18920.5,51.21,161,7.22,1.25,3.5,87.9,93.0,89.6,115.2250662,1424.3,77,21,1,7
129,2016,9,강남구,11680,아파트,112823.62,88.32,732,55253.71,82.84,702,48.97,1.25,3.5,87.9,93.0,89.6,115.2250662,1424.3,77,21,1,7
130,2016,9,강남구,11680,연립다세대,53779.48,64.14,143,28027.17,53.75,184,52.11,1.25,3.5,87.9,93.0,89.6,115.2250662,1424.3,77,21,1,7
131,2016,9,강남구,11680,오피스텔,31856.9,41.95,116,22663.16,34.69,57,71.14,1.25,3.5,87.9,93.0,89.6,115.2250662,1424.3,77,21,1,7
132,2016,10,강남구,11680,단독다가구,288086.12,314.28,24,19716.87,55.78,166,6.84,1.25,3.3,88.3,93.1,89.9,115.0485437,1424.3,77,21,1,7
133,2016,10,강남구,11680,아파트,109375.18,85.33,765,58414.29,85.55,897,53.41,1.25,3.3,88.3,93.1,89.9,115.0485437,1424.3,77,21,1,7
134,2016,10,강남구,11680,연립다세대,35167.64,43.98,180,27921.33,53.81,211,79.39,1.25,3.3,88.3,93.1,89.9,115.0485437,1424.3,77,21,1,7
135,2016,10,강남구,11680,오피스텔,29678.4,39.77,116,19453.75,29.89,80,65.55,1.25,3.3,88.3,93.1,89.9,115.0485437,1424.3,77,21,1,7
136,2016,11,강남구,11680,단독다가구,311772.12,409.42,17,18285.21,51.76,142,5.86,1.25,3.1,88.7,93.6,90.1,114.6954987,1424.3,77,21,1,7
137,2016,11,강남구,11680,아파트,116268.43,96.2,274,62250.26,88.55,847,53.54,1.25,3.1,88.7,93.6,90.1,114.6954987,1424.3,77,21,1,7
138,2016,11,강남구,11680,연립다세대,51390.3,67.56,148,23946.41,47.8,181,46.6,1.25,3.1,88.7,93.6,90.1,114.6954987,1424.3,77,21,1,7
139,2016,11,강남구,11680,오피스텔,32455.95,47.05,105,22255.56,33.49,72,68.57,1.25,3.1,88.7,93.6,90.1,114.6954987,1424.3,77,21,1,7
140,2016,12,강남구,11680,단독다가구,320425.75,375.07,16,19670.51,54.42,156,6.14,1.25,3.2,89.1,94.0,90.3,112.5772286,1424.3,77,21,1,7
141,2016,12,강남구,11680,아파트,123172.83,93.22,281,61204.48,88.33,1105,49.69,1.25,3.2,89.1,94.0,90.3,112.5772286,1424.3,77,21,1,7
142,2016,12,강남구,11680,연립다세대,50462.8,60.73,85,27516.92,53.56,201,54.53,1.25,3.2,89.1,94.0,90.3,112.5772286,1424.3,77,21,1,7
143,2016,12,강남구,11680,오피스텔,31984.77,41.42,65,22053.52,35.52,71,68.95,1.25,3.2,89.1,94.0,90.3,112.5772286,1424.3,77,21,1,7
144,2017,1,강남구,11680,단독다가구,291166.67,419.88,6,20459.62,53.02,156,7.03,1.25,3.7,89.5,94.6,90.5,108.6054722,1375.99,77,21,1,7
145,2017,1,강남구,11680,아파트,117913.15,86.0,236,60797.6,87.32,784,51.56,1.25,3.7,89.5,94.6,90.5,108.6054722,1375.99,77,21,1,7
146,2017,1,강남구,11680,연립다세대,45031.46,57.3,82,26069.15,48.92,188,57.89,1.25,3.7,89.5,94.6,90.5,108.6054722,1375.99,77,21,1,7
147,2017,1,강남구,11680,오피스텔,35580.65,45.21,57,21937.07,33.62,94,61.65,1.25,3.7,89.5,94.6,90.5,108.6054722,1375.99,77,21,1,7
148,2017,2,강남구,11680,단독다가구,254486.67,325.95,18,20492.69,55.19,219,8.05,1.25,4.9,90.0,94.9,90.7,108.4289497,1375.99,77,21,1,7
149,2017,2,강남구,11680,아파트,119354.02,87.21,384,58914.6,85.98,933,49.36,1.25,4.9,90.0,94.9,90.7,108.4289497,1375.99,77,21,1,7
150,2017,2,강남구,11680,연립다세대,50044.67,62.73,75,25771.72,47.67,244,51.5,1.25,4.9,90.0,94.9,90.7,108.4289497,1375.99,77,21,1,7
151,2017,2,강남구,11680,오피스텔,30457.36,39.55,85,23752.94,33.0,85,77.99,1.25,4.9,90.0,94.9,90.7,108.4289497,1375.99,77,21,1,7
152,2017,3,강남구,11680,단독다가구,289672.74,307.94,31,19161.88,53.38,202,6.62,1.25,4.1,90.4,95.3,91.0,107.6345984,1375.99,77,21,1,7
153,2017,3,강남구,11680,아파트,121057.24,89.5,596,57193.15,83.28,752,47.24,1.25,4.1,90.4,95.3,91.0,107.6345984,1375.99,77,21,1,7
154,2017,3,강남구,11680,연립다세대,51712.57,62.36,168,25062.46,52.49,205,48.46,1.25,4.1,90.4,95.3,91.0,107.6345984,1375.99,77,21,1,7
155,2017,3,강남구,11680,오피스텔,35759.35,42.89,104,26637.36,36.74,91,74.49,1.25,4.1,90.4,95.3,91.0,107.6345984,1375.99,77,21,1,7
156,2017,4,강남구,11680,단독다가구,340146.74,380.94,27,21016.09,56.72,174,6.18,1.25,4.2,90.8,95.6,91.3,107.678729,1375.99,77,21,1,7
157,2017,4,강남구,11680,아파트,120554.15,88.16,652,55884.85,82.16,724,46.36,1.25,4.2,90.8,95.6,91.3,107.678729,1375.99,77,21,1,7
158,2017,4,강남구,11680,연립다세대,47958.69,57.97,170,27265.46,51.48,194,56.85,1.25,4.2,90.8,95.6,91.3,107.678729,1375.99,77,21,1,7
159,2017,4,강남구,11680,오피스텔,33350.98,42.62,95,25870.59,40.21,85,77.57,1.25,4.2,90.8,95.6,91.3,107.678729,1375.99,77,21,1,7
160,2017,5,강남구,11680,단독다가구,270190.48,324.24,21,19328.42,56.72,183,7.15,1.25,3.6,91.0,95.9,91.6,107.4712644,1375.99,77,21,1,7
161,2017,5,강남구,11680,아파트,119657.13,84.84,1260,58398.03,83.11,723,48.8,1.25,3.6,91.0,95.9,91.6,107.4712644,1375.99,77,21,1,7
162,2017,5,강남구,11680,연립다세대,51352.58,59.3,224,27833.37,54.36,179,54.2,1.25,3.6,91.0,95.9,91.6,107.4712644,1375.99,77,21,1,7
163,2017,5,강남구,11680,오피스텔,33649.62,40.46,96,26057.14,37.57,84,77.44,1.25,3.6,91.0,95.9,91.6,107.4712644,1375.99,77,21,1,7
