Region_Name,Building_Age,Building_Use,JS_Price,JS_BA,Population,IR,UR,LC_index,CA_index,TC_index,SDT_index,HSP_index,Sell_Price,Crime_Rates,Shortest_Distance_to_Subway,Shortest_Distance_to_School,Shortest_Distance_to_Univ,YearMonth,Shortest_Distance_to_Park
구로구,31,연립다세대,11000,47.52,400902.0,1.5,3.0,95.9,100.0,98.2,92.76470588,123.8,37550.0,1.071304205,652.5253730806636,159.49466718694467,361.0703837111009,201908,890.6579021272763
송파구,6,아파트,55000,84.79,658553.0,2.5,3.8,79.6,86.0,83.4,114.3688451,76.0,78750.0,1.191436661,216.60218783768644,212.77368036569567,2197.5655897449615,201404,1486.4907611915899
영등포구,15,아파트,24000,84.93,381707.0,2.5,3.0,78.7,84.9,82.3,119.4775435,74.3,32400.0,1.5213230705800005,386.58191283045005,640.6298731064021,2500.919440213293,201312,1679.2693793397468
구로구,27,아파트,22000,64.39,415281.0,1.25,3.6,86.7,92.1,89.2,115.7871199,86.6,28500.0,1.193505338,1000.3006245557377,296.9367937811154,713.8812375089736,201606,769.410144287434
영등포구,20,아파트,37000,59.91,360221.0,1.75,4.4,95.5,98.8,97.2,71.09803922,116.1,90000.0,1.451422244,609.6069121667106,343.9147366409529,2761.8021943105086,201904,1199.7537237930424
서대문구,6,아파트,29000,84.99,308466.0,2.5,2.6,78.3,84.5,82.1,119.3858845,74.5,38500.0,1.1560104801099986,992.6377709904896,88.31156714499232,520.3591900394937,201311,1320.3947905497853
강서구,20,연립다세대,14500,41.62,567898.0,2.25,2.9,108.9,108.5,109.7,91.34948097,173.2,19000.0,0.7159861633399999,1354.0572738428325,422.71047304876,1722.8775169158198,202207,994.820012131935
노원구,28,아파트,20000,58.01,565244.0,1.25,3.5,87.1,92.6,89.3,115.8765653,88.0,24943.18,0.795326429,798.1819411797925,233.85810204518543,1636.6672831227406,201607,1913.20714938524
강남구,6,아파트,90000,170.8,556533.48,3.25,3.0,72.9,80.1,77.6,108.38636785899988,77.8,140000.0,1.4560446203,245.40568635175794,64.8309315562876,1542.8600747434555,201112,686.2271692080786
영등포구,17,아파트,35500,84.92,373359.0,1.5,3.4,84.4,89.2,86.8,120.0805009,83.2,33250.0,1.64356611,532.0278380395476,317.12615014592274,3638.2561475935604,201508,1625.5967534076801
동작구,12,아파트,58500,84.97,387858.0,0.5,3.4,102.6,101.3,100.8,128.8196959,158.1,109650.0,0.796868308,472.5786464072341,307.9655058638608,1121.492529500757,202011,1253.025120942158
마포구,7,아파트,34000,104.77,378257.55,3.25,3.1,74.3,81.0,78.1,113.233582329,75.8,58066.67,1.450117475000001,2179.0891978439918,211.4622724455043,3448.604636816898,201205,747.9968487361045
동대문구,6,아파트,20000,24.01,340267.0,1.25,3.1,97.5,100.5,98.8,102.1764706,129.5,25866.67,1.017015451,1229.0722145088873,140.30431442851986,386.0205659100036,201911,1282.3068279826148
금천구,27,아파트,17000,44.89,231214.0,1.25,4.9,90.0,94.9,90.7,108.4289497,91.0,23760.0,1.28801417,2506.379783827538,146.5211343886016,4725.50627194123,201702,2134.8509764477526
동대문구,38,아파트,26000,102.15,350689.0,1.25,3.2,89.1,94.0,90.3,112.5772286,91.2,54050.0,1.292693729,845.7096062522636,548.8768518287023,1168.9989847356553,201612,1199.9254285578015
은평구,6,아파트,60000,84.99,469876.0,0.5,4.0,106.3,103.7,103.2,110.2824041,173.8,115250.0,0.679837292,437.3789496092576,134.00218442239859,1411.486047735456,202105,1456.7947526357048
송파구,11,연립다세대,25000,68.72,658553.0,2.5,3.8,79.6,86.0,83.4,114.3688451,76.0,34900.0,1.191436661,850.8686183300246,290.6889275871562,1999.9622871388046,201404,1275.0575257107719
용산구,37,아파트,24000,85.95,229055.0,2.5,3.8,79.6,86.0,83.4,114.3688451,76.0,62333.33,1.520122922,701.131298293944,347.87645448918266,1159.5214461700166,201404,1625.6497843064367
양천구,26,아파트,38000,93.02,489817.82,3.25,3.5,73.1,79.9,77.7,109.37816692599992,78.0,52425.0,0.9441591243000016,915.5267821519682,448.39178980478994,2349.7923751756075,201201,542.3519543810953
성북구,10,연립다세대,8000,52.98,474472.48,3.25,3.7,73.9,80.5,77.9,104.64433154099984,77.1,14000.0,0.9599162690399994,1281.4305536314193,549.072116799191,1448.8258446208783,201203,559.9027613334955
서초구,6,아파트,110000,106.15,439368.0,1.5,3.6,86.4,91.7,89.0,115.2504472,85.5,107528.57,1.105039681,1015.4136969375731,210.5963601001672,823.0569598353865,201605,3011.2999137076
관악구,14,아파트,39000,84.72,494637.0,1.5,3.7,93.4,97.6,93.6,100.0761035,103.0,52500.0,0.966464118,1008.7854804448308,95.23588164298319,1130.7426617945453,201801,675.4380354283346
구로구,26,아파트,21000,71.4,402970.0,1.5,4.1,93.8,98.1,94.4,89.53576865,107.4,36540.0,1.096956345,170.3456810790278,337.9442295070186,2471.255448935428,201804,2142.0446410873233
양천구,31,아파트,13000,48.87,462235.0,1.5,3.7,94.5,98.5,95.1,89.61187215,110.2,25400.0,0.750835745,1244.7652115225503,208.75445209827888,1931.2234351611255,201807,547.3755967515698
영등포구,0,아파트,69000,71.98,366258.0,0.5,4.3,99.0,98.5,99.8,112.9172714,140.0,130000.0,1.280663382,526.059196981158,386.17728084663247,2833.0470911326815,202006,1327.3687188458498
동작구,8,아파트,55000,114.69,390521.0,1.5,4.0,94.1,98.2,94.6,85.1217656,107.9,83900.0,0.757233411,923.4044684753572,268.0179231005856,1319.5344582580017,201805,602.2900389213013
강동구,30,아파트,9300,48.6,479183.0,2.5,3.0,78.7,84.9,82.3,119.4775435,74.3,39325.0,1.1202247100000016,1448.5213657034276,680.1043098714088,5310.466863645411,201312,1771.3930308264958
서초구,26,아파트,39000,84.96,431841.0,2.5,3.0,78.7,84.9,82.3,119.4775435,74.3,71392.5,1.2234529640000027,816.4006861851192,586.4700786004413,342.8844517160072,201312,3107.625966861151
마포구,0,오피스텔,14500,19.2,369595.0,1.5,3.1,93.0,97.4,93.0,102.5154457,100.0,16510.0,1.368126641,90.90825163742805,218.74152840244886,2388.531786280019,201711,1197.003183133143
서초구,37,아파트,30000,76.89,441511.0,2.0,3.7,82.2,87.5,85.1,115.2504472,77.9,83066.67,1.206405205,886.3297379512906,236.4265652322948,887.5846080256698,201501,1673.1178159522578
성북구,15,아파트,37000,59.99,432108.0,1.5,3.7,93.4,97.6,93.6,100.0761035,103.0,52440.48,0.679492592,344.5426953430517,221.94947272147817,1174.4370698459882,201801,1119.327824475701
도봉구,23,아파트,20000,89.45,357523.33,3.25,3.0,72.8,79.8,76.8,106.2877287799999,80.2,38950.0,0.8524806825899987,330.8624181713819,393.26777594092067,1257.4887060126803,201108,434.5811586967671
양천구,21,아파트,57000,84.77,462235.0,1.5,3.7,94.3,98.5,94.9,86.26331811,108.6,75725.0,0.750835745,625.016800443069,510.4922417637482,2402.2187477440884,201806,1538.6778207586576
서초구,41,아파트,80000,105.89,419614.0,0.5,4.0,99.6,98.8,100.0,117.4511224,147.2,285000.0,1.072431676,531.6531795580319,252.2599667724511,920.5572542080133,202007,2525.602954125422
서초구,1,연립다세대,35000,59.83,427540.0,2.75,2.8,74.7,81.3,79.0,109.2980857,73.1,43000.0,1.2149830229700025,445.82478518020844,438.22468853553937,1288.9048776822312,201210,1908.0628653210804
성동구,15,아파트,40000,59.97,292890.0,1.25,3.5,87.9,93.0,89.6,115.2250662,90.4,55500.0,0.98515111,553.1089707476144,188.0402637060104,2438.923175823264,201609,299.2358599442677
노원구,16,아파트,38000,84.97,543267.0,1.5,3.5,94.7,98.5,95.7,94.44444444,122.4,69640.0,0.730990952,1178.7193781265753,262.6758692293272,813.3345952823463,201810,2246.1753632537366
관악구,18,아파트,29000,84.84,508137.0,2.5,3.4,80.1,86.3,83.9,111.4592659,75.7,40528.57,1.274719904,813.3445299863955,481.8692948299729,2550.9516896634004,201407,896.2774752793662
송파구,3,아파트,58000,90.06,662019.0,1.75,4.0,95.6,99.5,97.7,76.35294118,119.6,138000.0,0.834577094,1070.5998520308349,140.93941008905816,4592.413651733509,201906,1608.8300693298565
노원구,23,아파트,50000,115.26,565244.0,1.5,4.2,85.8,91.0,88.6,114.8479428,84.5,60420.0,0.795326429,784.7719782740027,157.44347048436248,788.3671912763572,201603,1928.36632367344
서초구,24,아파트,59000,130.73,429887.2,3.25,3.7,73.9,80.5,77.9,105.97685599599993,77.1,126500.0,1.2149830229700025,1282.6803148519195,274.9716008986197,930.5728930547293,201203,2757.4334249447784
중구,10,아파트,6543,33.62,121382.0,1.5,3.6,94.6,98.4,95.4,98.28767123,121.5,74181.25,2.971253309,604.0598628693747,457.7140664491761,1629.373538995725,201809,685.0767454423177
성북구,2,아파트,67000,59.9,427809.0,0.5,4.3,104.9,102.3,102.2,119.4605358,169.3,127500.0,0.547777763,0.0,149.9654580052003,1037.7402730643946,202103,1363.4500667824536
동작구,7,아파트,56000,59.78,390350.0,1.5,3.1,96.3,100.2,98.5,95.90196078,125.2,110888.89,0.831474743,866.6064147242527,168.00195017495628,541.8033896893079,201909,1143.4277689534047
노원구,18,아파트,55000,84.97,522235.0,0.5,3.7,101.8,100.6,100.6,125.0181028,155.2,90595.45,0.710203555,1178.7193781265753,262.6758692293272,813.3345952823463,202010,2246.1753632537366
송파구,8,아파트,75000,84.9,650062.0,1.25,3.2,89.1,94.0,90.3,112.5772286,91.2,106131.25,0.915863845,216.60218783768644,212.77368036569567,2197.5655897449615,201612,1486.4907611915899
송파구,0,아파트,90000,110.66,656198.0,1.75,3.4,94.7,98.6,96.5,87.29071537,119.1,239394.0,0.862203362,678.3043030665013,266.6278349400079,3229.946372667312,201812,1309.4291812518245
강동구,11,아파트,18000,58.68,478322.82,3.25,2.9,72.9,79.9,77.3,109.93708750299994,78.6,36335.0,1.1219653068500015,291.4342122333884,368.7233873435699,1956.4843701880918,201111,880.4843138119495
영등포구,9,오피스텔,21000,65.28,381707.0,2.75,3.9,75.7,82.4,79.9,110.3919781,72.7,22400.0,1.5194016578900005,922.0663826598033,159.6289975192253,2907.99953748164,201302,674.5936795941874
관악구,6,아파트,23000,84.99,514555.62,3.25,3.0,72.9,80.1,77.6,113.73907179599998,77.8,33243.75,1.2747199039999977,1107.092330127143,169.18539626029224,1184.1450898497988,201112,643.6805795900309
금천구,10,오피스텔,7500,20.31,235687.0,2.0,3.3,81.7,87.2,84.9,116.8755595,77.4,9050.0,1.48897415,755.5098420462159,372.0368681721037,3735.5398668425228,201412,941.466891225507
양천구,8,아파트,25500,84.96,489072.0,2.75,3.4,75.4,82.3,79.7,107.7484047,72.4,52500.0,0.9459616136100018,1482.1947541581055,361.38148210317445,1859.0249865071817,201301,766.0819931058543
성북구,4,아파트,29000,84.73,464356.0,2.0,3.2,81.1,86.5,84.7,117.0098478,77.5,33841.67,0.967726347,935.2131273160916,193.6654707020932,440.83392843919205,201410,1403.1933596763538
영등포구,19,아파트,18000,31.73,360631.0,1.5,4.5,93.9,98.0,94.1,94.7869102,106.1,24120.0,1.446977205,639.799321155975,278.9458434631564,3224.0589203262753,201803,1620.1015171189308
서대문구,25,아파트,36000,58.64,302243.0,1.5,3.0,107.9,107.5,108.1,93.59861592,183.2,86000.0,0.721664834999999,454.6100945877106,257.5733300124834,327.0783451597662,202204,1635.6636959534612
강남구,24,아파트,38000,49.86,560257.0,1.25,3.3,88.3,93.1,89.9,115.0485437,91.6,64467.86,1.424301744,951.7861440558096,373.5033075351692,4651.933167614626,201610,1648.0959856361721
동작구,8,아파트,30000,84.97,398009.24,3.25,2.9,72.9,79.9,77.3,108.16290687299993,78.6,52766.67,0.9869227852999988,121.07008817288136,223.1041592681718,342.75519484405055,201111,492.72556131309886
동작구,9,아파트,90000,84.61,383557.0,0.5,4.0,106.3,103.7,103.2,110.2824041,173.8,150000.0,0.667150146,866.6064147242527,168.00195017495628,541.8033896893079,202105,1143.4277689534047
구로구,13,아파트,42000,84.95,409495.0,1.25,3.7,89.5,94.6,90.5,108.6054722,91.0,51100.0,1.108572127,340.52703670265527,407.15645624606486,2168.9134863804657,201701,2102.3473732330895
노원구,13,아파트,28000,84.91,555097.0,1.25,3.6,91.0,95.9,91.6,107.4712644,93.4,36500.0,0.754199704,1189.586858098705,261.0344499395954,980.5970450328738,201705,961.7120614038673
마포구,8,오피스텔,35000,73.72,377446.0,2.0,3.0,81.4,86.6,84.9,115.7564906,77.5,45000.0,1.450117475,325.00814537708493,162.68709859689008,178.46862485152866,201411,1199.3008518892982
중랑구,24,아파트,9500,45.44,415245.0,2.75,3.8,72.0,78.2,74.2,104.93254330299996,81.2,15280.0,1.2305065106200015,1166.6486232030973,189.05741259568498,973.4774037641519,201101,1217.039028149531
서초구,37,아파트,28000,53.06,429232.0,1.5,3.6,94.6,98.4,95.4,98.28767123,121.5,153000.0,1.078594039,185.96234992854681,278.5499858030172,1430.8985212615894,201809,2469.705300845205
강남구,39,아파트,80000,160.51,567007.0,1.5,3.8,83.9,88.2,86.2,119.8121646,81.4,190000.0,1.481194994,892.00696378205,316.6860016910443,1809.793131849768,201506,1119.5415251339953
은평구,5,아파트,29000,84.51,493515.0,2.5,4.5,79.2,85.6,82.7,121.038496,75.7,47260.0,1.079200307,650.2578997973897,238.79530482328965,4282.244960670797,201402,1009.9432672156938
강동구,28,아파트,17000,64.53,479183.0,2.5,3.0,76.4,82.8,80.6,112.5114574,73.9,31000.0,1.1202247100000016,999.1928743840663,245.20001664233394,3089.272395783378,201305,741.689910664081
강서구,0,아파트,25500,22.05,571614.0,0.5,4.0,106.3,103.7,103.2,110.2824041,173.8,30900.0,0.671992935,860.8989195142461,123.99390862807824,964.2809651251216,202105,584.7948556493488
구로구,23,아파트,48000,59.88,393517.0,1.75,3.0,108.4,107.8,108.5,94.39638601,180.4,100600.0,0.8285622146699994,729.6129788117767,128.25264190859855,1286.5796289782381,202205,1065.2855399124173
강남구,29,아파트,50000,49.96,525570.0,0.5,3.2,107.1,104.0,103.7,119.982699,181.7,109687.5,1.142804016,258.6002905695247,453.7514614962897,4618.810795695847,202107,563.9758935961212
강남구,42,아파트,47200,76.79,525570.0,0.5,3.8,106.9,103.8,103.4,117.2338885,177.7,235533.33,1.142804016,540.6147551950808,335.49703149671353,3726.633605572963,202106,1725.2907431105607
송파구,29,아파트,65000,99.39,654241.0,1.5,3.8,83.9,88.2,86.2,119.8121646,81.4,178000.0,1.015461137,518.0381676965383,284.4201581021473,3918.1510395162413,201506,249.8353959700742
서대문구,23,아파트,32000,75.15,305199.0,1.5,3.0,85.4,90.8,87.6,123.1663685,84.8,42083.33,1.246963062,784.493338895621,329.3366769672295,450.0331634532501,201511,1039.1260100449676
양천구,29,아파트,39000,70.2,475845.0,1.25,3.6,86.7,92.1,89.2,115.7871199,86.6,71356.82,0.853386462,565.5696092750632,323.49162402179445,2096.6203072784015,201606,1026.9792591469372
구로구,13,아파트,39000,84.99,409495.0,1.25,4.1,90.4,95.3,91.0,107.6345984,91.7,47250.0,1.108572127,1559.8657441995506,314.8151415400067,617.3194144856528,201703,883.6103108909286
송파구,3,오피스텔,23000,24.27,655395.0,1.0,2.6,107.1,105.3,105.7,100.1345636,185.0,24625.0,0.709977183,0.0,416.88953406588394,3850.882396519771,202111,449.3288941705085
동작구,4,아파트,32000,84.91,398089.56,3.25,3.0,72.9,80.1,77.6,107.94267459599996,77.8,49716.67,1.0017281782799994,676.4032696430518,392.54512257056643,1170.5668586634563,201112,954.7099072059372
강서구,9,아파트,26000,84.91,564067.83,2.75,4.5,72.3,78.2,74.5,105.97381242399992,82.0,61137.5,0.8933637950700007,1173.7991383803715,259.0112136199689,1247.682309610057,201102,1596.6835072025217
강북구,12,아파트,28000,59.98,323126.0,1.25,3.6,87.5,92.9,89.5,115.9660107,89.2,38370.37,1.278787072,1332.3145310153925,245.951860603542,348.8074123396731,201608,1264.0710629193402
강서구,7,아파트,75000,84.99,567898.0,1.25,3.0,107.8,107.6,107.7,90.60938101,181.3,141133.33,0.6718842453999995,497.55822809831557,571.5967278174767,511.5504022667459,202203,933.4929396419668
은평구,1,아파트,33000,59.98,473512.0,1.5,3.1,96.3,100.2,98.5,95.90196078,125.2,69860.0,0.800749568,1407.3413593489847,193.0219984083785,689.7949109804812,201909,666.5803572300441
영등포구,18,아파트,33000,59.4,367014.0,1.5,4.9,85.5,91.0,88.4,116.5921288,84.5,39100.0,1.554160859,181.27094440369885,328.9718097130115,2995.0410132305096,201602,1294.8902134692144
금천구,8,오피스텔,12000,17.76,228373.0,1.25,4.1,107.6,107.0,106.7,91.8781238,181.5,11450.0,0.9975230455800004,821.0918740915198,583.7801822657229,3103.1534104584834,202201,1776.143193493653
강서구,15,아파트,48000,85.0,587369.0,1.75,4.7,95.0,98.7,96.9,69.88235294,117.1,72500.0,0.823035638,405.1031734094851,253.01982521805317,687.0587460445286,201902,770.3481344230887
구로구,20,아파트,16000,56.11,422290.55,3.25,3.1,74.3,81.0,78.1,106.4193584329999,75.8,27000.0,1.1753592170000018,170.3456810790278,337.9442295070186,2471.255448935428,201205,2142.0446410873233
노원구,32,아파트,15000,41.3,522235.0,0.5,3.4,102.6,101.3,100.8,128.8196959,158.1,55445.0,0.710203555,476.1927652262219,186.50907159466976,232.77042189190882,202011,1034.4225404810102
도봉구,27,아파트,16000,58.77,348310.0,1.5,3.6,84.1,88.5,86.5,120.6171735,82.5,21517.65,0.754159342,1184.4106410491263,134.7552392864289,1769.4851263308906,201507,392.52670861296104
동작구,25,아파트,55000,84.92,390521.0,1.5,3.7,93.4,97.6,93.6,100.0761035,103.0,86662.5,0.757233411,860.2831506002128,273.79487846862156,2865.5317441787383,201801,474.397526054089
성동구,4,오피스텔,13000,20.21,291841.0,0.5,4.1,103.1,101.5,101.1,133.5264301,161.4,13433.33,0.786010216,730.221694946621,641.5465229872058,958.2000840321301,202012,1492.4054165848136
강동구,18,아파트,60000,75.43,456069.0,0.5,4.9,104.3,101.6,101.7,126.2853005,168.7,67800.0,0.741309232,993.4099123592141,132.9531204681659,1842.3072977520505,202102,1081.7423362773727
관악구,18,아파트,45000,59.83,484197.0,0.75,2.7,107.1,104.3,104.5,119.8385236,187.8,95750.0,0.889780538,623.899874671451,285.6608533677533,916.6362657610886,202109,1104.0457267431761
성북구,31,연립다세대,9000,82.02,464356.0,2.5,4.5,79.2,85.6,82.7,121.038496,75.7,17300.0,0.967726347,952.1590100014024,433.2461541429036,529.689980807666,201402,1749.6258012044452
강서구,4,연립다세대,22500,29.49,579138.0,0.5,3.6,101.1,100.0,100.5,119.3338161,154.0,23500.0,0.753540274,1180.8630491770202,179.0926687932892,1269.637997704912,202009,1316.7858343025878
중구,15,아파트,36000,114.91,125273.0,2.5,3.4,78.9,85.3,82.5,120.5908684,75.0,36600.0,3.839914261,256.08984859840444,167.29872618504163,1844.9581351619686,201401,357.4752630432471
강서구,0,연립다세대,22900,23.4,571614.0,0.5,4.0,106.3,103.7,103.2,110.2824041,173.8,24900.0,0.671992935,897.9054720652903,189.31777020858578,940.3970665169568,202105,240.7596682900387
마포구,6,아파트,69300,84.99,364219.0,0.5,3.2,107.1,104.0,103.7,119.982699,181.7,180716.67,0.934811427,0.0,107.67388263441985,877.0762979186036,202107,816.9703589411492
양천구,25,아파트,30000,64.98,489919.41,3.25,2.9,72.9,80.0,77.1,110.457950828,79.4,83585.71,0.9445596774800016,1195.9238525262665,199.61454868802653,2232.271683148663,201110,311.95793157651667
성동구,19,아파트,25000,59.97,294446.0,2.5,2.6,78.3,84.5,82.1,119.3858845,74.5,38250.0,1.0761247771799998,489.08118089726696,416.9771854586022,1960.9443343544622,201311,228.08149150441415
강서구,13,아파트,48000,59.84,571614.0,0.5,4.0,106.3,103.7,103.2,110.2824041,173.8,87950.0,0.671992935,1299.962736988897,278.09388793289367,1467.3226132790794,202105,1597.3544481783397
양천구,33,아파트,62000,95.34,455764.0,1.75,4.0,95.6,99.3,97.5,73.64705882,117.2,119500.0,0.695242113,915.5267821519682,448.39178980478994,2349.7923751756075,201905,542.3519543810953
중랑구,5,아파트,25000,115.28,415245.0,3.25,3.0,72.8,79.8,76.8,105.86508660399991,80.2,32600.0,1.2360401790200015,1681.9485593663082,187.2454650093277,1900.1685448073981,201108,307.46881313050045
동작구,4,아파트,76000,108.34,392903.0,1.25,4.1,90.4,95.3,91.0,107.6345984,91.7,83550.0,0.815191448,902.1917642592495,241.87127993613032,1220.4830025938954,201703,797.3742500570386
광진구,21,아파트,38000,84.72,361146.0,2.25,3.3,80.5,86.6,84.2,111.5487914,76.4,51850.0,1.660947334,879.3089212937492,216.40229923715242,1366.2809833771585,201408,1712.9074425136337
관악구,1,오피스텔,9600,17.99,514555.62,3.0,3.7,72.5,78.4,75.3,110.88006761199992,81.2,14055.56,1.2747199039999977,713.5854771353282,460.872537297573,423.4398795190168,201104,1439.3366923585643
강남구,15,아파트,98000,97.35,567007.0,1.75,3.7,83.7,88.0,86.0,120.3488372,80.9,72750.0,1.481194994,422.7577815489302,109.66330722490545,3324.8305529374,201505,1360.8911260079246
송파구,34,아파트,34000,71.34,658553.0,2.0,3.2,81.1,86.5,84.7,117.0098478,77.5,89333.33,1.191436661,532.5470831637465,197.47342024018863,1794.8660218127102,201410,1116.706439791532
성동구,17,아파트,19500,59.97,295034.0,3.0,2.9,74.5,81.2,78.8,110.8477666,73.2,34000.0,1.0848886034799998,555.9863077115982,295.5696426368813,1339.5045350203663,201209,1028.41950852269
서초구,16,아파트,93000,114.18,419614.0,1.25,4.1,98.6,101.0,99.5,109.6879536,134.6,203000.0,1.072431676,259.198836705823,145.80655689585282,820.4235877000001,202002,873.7951756454466
서대문구,5,아파트,55000,84.95,306765.0,1.25,3.4,91.8,96.3,92.0,107.9063604,97.8,70338.89,0.957763639,936.4967212965033,190.8621774039416,1392.9156808167181,201707,1168.7920269860165
도봉구,24,아파트,10000,65.42,357523.33,3.0,3.7,72.5,78.4,75.3,106.73262377799988,81.2,26000.0,0.8484595590799987,2033.7574428156845,274.90248634968196,722.819251692257,201104,280.29283481456076
은평구,23,아파트,19000,84.65,489857.71,3.25,3.3,72.6,79.3,76.1,111.48033756300006,80.0,34625.0,0.9554558752599996,541.5642309771913,292.149700886615,2107.010258010931,201106,452.1087104044086
송파구,3,아파트,42000,59.95,666383.13,3.25,3.0,72.8,79.7,76.9,107.4058499079999,80.0,73914.71,1.1773586190799985,216.60218783768644,212.77368036569567,2197.5655897449615,201109,1486.4907611915899
구로구,32,아파트,32000,64.39,396843.0,0.5,4.0,106.3,103.7,103.2,110.2824041,173.8,71800.0,0.827708037,1000.3006245557377,296.9367937811154,713.8812375089736,202105,769.410144287434
강동구,14,아파트,28000,84.93,479183.0,2.5,3.1,77.2,83.4,80.9,112.1448213,73.4,34600.0,1.1202247100000016,683.358834133822,111.45482811794389,2543.4667100808506,201307,1289.3621370593205
노원구,23,아파트,8000,27.0,588101.44,3.25,3.0,72.8,79.7,76.9,109.38480711399995,80.0,28512.5,0.906348471759999,336.5006731950193,405.0843758679998,1035.8303166289322,201109,1887.4092157627824
광진구,29,아파트,40000,81.94,343783.0,0.5,4.0,99.6,98.8,100.0,117.4511224,147.2,94500.0,0.999975008,1084.73223171749,95.27704145125594,1981.1133720437176,202007,2187.541082101541
송파구,5,아파트,47000,116.19,666383.13,2.75,3.8,72.0,78.2,74.2,106.21110377699992,81.2,101800.0,1.1773586190799985,294.3919116293738,32.82485291976096,3424.927556729099,201101,356.81556670605016
동대문구,12,아파트,22000,114.35,357576.73,3.25,3.2,74.5,81.1,78.3,106.77715523899992,75.2,30750.0,1.1388602050400012,854.1314649002364,454.33154010228054,904.7567537057288,201206,1556.131205219333
마포구,4,오피스텔,11000,19.93,369595.0,1.25,3.6,91.0,95.9,91.6,107.4712644,93.4,17295.0,1.368126641,2026.4813609465255,284.1619808232046,2978.515163917966,201705,1251.5807884610222
구로구,28,아파트,19000,68.7,419625.0,1.5,3.1,85.2,90.7,87.4,122.7862254,84.4,30780.0,1.241960036,1386.863280416142,158.84466242256565,478.97202637985595,201510,1118.997455284273
서초구,2,아파트,12203,59.99,441511.0,1.75,3.9,83.3,88.3,85.9,122.2271914,80.2,77000.0,1.206405205,2188.480916066112,400.7082160406667,3314.579023682112,201504,775.290144974843
은평구,1,아파트,47250,84.9,471906.0,0.5,3.4,102.6,101.3,100.8,128.8196959,158.1,107555.56,0.700351002,202.54752398615372,210.4953359650431,1048.6045126758477,202011,1692.1110519954195
강서구,6,오피스텔,26000,33.39,571614.0,1.0,3.5,107.3,106.2,106.3,94.65590158,182.5,13033.33,0.671992935,1185.0552714259738,375.09504329175826,1444.8747624220052,202112,1095.6526669665127
강동구,26,아파트,45000,84.92,425539.0,1.5,4.6,93.6,97.8,93.9,99.543379,104.8,77500.0,0.907343953,265.7601382007442,376.3361353409833,4286.288797854366,201802,666.6504984054961
서대문구,19,아파트,27000,84.96,305199.0,1.5,3.2,85.4,90.9,87.8,121.3103757,84.4,32316.67,1.246963062,417.78128672342075,440.95135733669883,653.2587187837713,201512,868.466100250314
중랑구,0,아파트,24800,59.95,403696.0,1.5,3.1,93.0,97.4,93.0,102.5154457,100.0,58500.0,1.107369543,1135.0734293607889,234.86607920607688,1490.1243682679276,201711,1054.7565345034393
관악구,0,오피스텔,24000,27.38,489798.0,0.5,4.1,103.1,101.5,101.1,133.5264301,161.4,24250.0,1.03196725,477.39806492833685,454.15225659021405,3417.4429171118923,202012,1036.3961204905033
동작구,8,아파트,68000,84.98,387858.0,0.5,3.7,101.8,100.6,100.6,125.0181028,155.2,145000.0,0.796868308,1286.5274734274078,370.87835123765495,766.6445790374324,202010,818.1481186411207
구로구,6,아파트,16716,84.95,409495.0,1.25,3.6,92.2,96.5,92.3,101.8534863,98.0,45900.0,1.108572127,302.43857018561516,512.9518462909818,1765.6674085083546,201708,1332.2668880256554
성동구,2,아파트,44000,114.33,294446.0,2.75,3.5,75.9,82.4,80.1,115.1916058,73.4,47300.0,1.0848886034799998,488.71019531843046,241.88960831497496,1348.6222059657034,201303,972.1233717213586
금천구,0,오피스텔,23300,28.67,228342.0,0.5,4.1,103.1,101.5,101.1,133.5264301,161.4,23540.0,1.048278088,794.8125470485627,582.0035320564592,3062.4626812793886,202012,1787.5919603153918
동작구,8,아파트,110000,108.34,383557.0,0.5,3.2,107.1,104.0,103.7,119.982699,181.7,138000.0,0.667150146,902.1917642592495,241.87127993613032,1220.4830025938954,202107,797.3742500570386
마포구,5,아파트,97000,114.73,366806.0,1.75,4.5,94.8,99.0,96.7,78.90196078,117.9,140000.0,1.254647924,258.27970768684156,255.3243892312852,747.0916478653922,201901,1027.2444996839884
성동구,17,아파트,33000,58.32,292890.0,1.25,3.5,87.9,93.0,89.6,115.2250662,90.4,46333.33,0.98515111,702.1988871831874,622.9247993959742,761.1275567640125,201609,778.8878841115913
강동구,0,연립다세대,25000,29.48,425410.0,1.75,4.4,95.5,98.8,97.2,71.09803922,116.1,26900.0,0.911464838,502.28266336457585,455.41016496611275,2591.262448090797,201904,907.1419158359239
노원구,34,아파트,23600,59.39,504265.0,1.75,3.0,108.4,107.8,108.5,94.39638601,180.4,87000.0,0.6651182840000005,448.69994374475544,203.89752622246309,1283.8445939730634,202205,1733.7519357610083
관악구,28,아파트,18900,34.86,484197.0,1.0,2.6,107.1,105.3,105.7,100.1345636,185.0,79000.0,0.889780538,884.3039360583912,504.67185011662787,1940.3074530914266,202111,1320.9834930792608
서대문구,3,아파트,35000,34.25,304796.0,1.5,4.5,93.9,98.0,94.1,94.7869102,106.1,98100.0,0.867277455,731.8269945526781,115.06723962929007,319.24286831610937,201803,1252.41200023439
