Building_Age,JS_Price,JS_BA,Population,UR,LC_index,CA_index,TC_index,SDT_index,HSP_index,Sell_Price,Crime_Rates,위도,경도,IR,Region_Name,Building_Use,YearMonth,Shortest_Distance_to_Subway,Shortest_Distance_to_University,Shortest_Distance_to_School
10,32000,114.48,236688,3.8,72.0,78.2,74.2,114.51138305664062,81.2,51625.0,0.887334942817688,37.5350017,126.9505935,2.75,용산구,아파트,2011-01-01,457.44195856303094,918.0356162749432,143.18732877483518
28,30000,107.56,486546,3.8,72.0,78.2,74.2,114.19934844970705,81.2,46371.43,0.9013901948928832,37.5532944,127.1484591,2.75,강동구,아파트,2011-01-01,516.4724401413439,3947.5611099597168,140.01413807185884
3,49000,84.24,557563,3.8,72.0,78.2,74.2,114.29864501953124,81.2,106666.67,0.8507042527198792,37.5138585,127.051486,2.75,강남구,아파트,2011-01-01,409.5783494840537,1837.97268420917,400.0328206007918
16,43000,114.74,236688,3.8,72.0,78.2,74.2,114.32194519042967,81.2,50000.0,1.197431564331055,37.5216748,126.9683635,2.75,용산구,아파트,2011-01-01,739.7912591319164,2153.797283478664,310.1622008164522
23,13000,59.39,601411,3.8,72.0,78.2,74.2,114.51138305664062,81.2,23622.22,0.8869501352310181,37.6630142,127.0557097,2.75,노원구,아파트,2011-01-01,966.99560738765,1759.8506650023724,221.19610409141652
12,16000,59.57,420803,3.8,72.0,78.2,74.2,114.27047729492188,81.2,34030.0,0.8424103260040283,37.4952641,126.8625018,2.75,구로구,아파트,2011-01-01,1787.8476111123357,718.7009718616338,318.83618976324055
0,24000,59.96,384129,3.8,72.0,78.2,74.2,113.88895416259766,81.2,52755.56,0.951913058757782,37.5507379,126.9521812,2.75,마포구,아파트,2011-01-01,184.17046368085764,944.4819386031733,117.70547829025216
12,34000,84.97,557563,3.8,72.0,78.2,74.2,113.00987243652344,81.2,60000.0,0.8367490172386169,37.5215822,127.0475812,2.75,강남구,아파트,2011-01-01,717.2038591563957,1551.737805028998,248.6995224654291
4,28000,84.99,486546,3.8,72.0,78.2,74.2,114.48422241210938,81.2,54000.0,1.26945960521698,37.5483343,127.123335,2.75,강동구,아파트,2011-01-01,420.3892486316693,1728.3697679416098,137.0836774132246
17,18000,59.97,299533,3.8,72.0,78.2,74.2,114.19308471679688,81.2,36600.0,1.020083785057068,37.5499627,127.0164391,2.75,성동구,아파트,2011-01-01,488.92699924427654,1958.2572685033829,417.648131840876
25,12000,50.03,384129,3.8,72.0,78.2,74.2,114.19934844970705,81.2,41815.38,0.8997361063957214,37.572115,126.9018923,2.75,마포구,아파트,2011-01-01,763.3669823825521,2076.8437979294617,178.54610415703422
24,24000,71.4,494724,3.8,72.0,78.2,74.2,114.25648498535156,81.2,66107.69,1.1654142141342163,37.5161905,126.8703376,2.75,양천구,아파트,2011-01-01,838.0541932224096,1808.456491991108,237.2451761660131
6,19000,84.89,479088,3.8,72.0,78.2,74.2,114.09910583496094,81.2,36257.14,0.9357346296310424,37.6062924,127.009991,2.75,성북구,아파트,2011-01-01,1092.3558487357693,1000.2924472354716,309.2053494199912
22,35000,84.92,557563,3.8,72.0,78.2,74.2,114.36682891845705,81.2,81750.0,1.14387845993042,37.5010448,127.0654872,2.75,강남구,아파트,2011-01-01,749.5916662512436,3515.939966293658,355.60798820471285
5,42000,59.98,557563,3.8,72.0,78.2,74.2,113.45306396484376,81.2,112479.41,1.30442214012146,37.4935415,127.0505473,2.75,강남구,아파트,2011-01-01,720.6833043494264,3050.3631065427767,200.10715206032668
12,16000,79.71,239926,3.8,72.0,78.2,74.2,114.27025604248048,81.2,32250.0,0.8543096780776978,37.4683429,126.8932924,2.75,금천구,아파트,2011-01-01,1843.5675779918492,4170.925842211689,94.41624056715568
28,7000,48.6,486546,3.8,72.0,78.2,74.2,114.19934844970705,81.2,56900.0,0.9065926671028136,37.5472666,127.1800274,2.75,강동구,아파트,2011-01-01,1448.5464832018338,5305.433780704985,678.4994832037781
0,42000,84.57,557563,3.8,72.0,78.2,74.2,114.09654998779295,81.2,108925.0,0.9322031140327454,37.5205547,127.0469499,2.75,강남구,아파트,2011-01-01,595.5260958709998,1463.7076640548833,133.13963332182405
12,19000,50.49,163975,3.8,72.0,78.2,74.2,114.51138305664062,81.2,28300.0,0.8890436291694641,37.5856183,127.0002676,2.75,종로구,아파트,2011-01-01,446.6648946249971,354.528785391417,202.37598038761777
9,24000,84.97,601411,3.8,72.0,78.2,74.2,114.47955322265624,81.2,35361.11,1.0501582622528076,37.6178025,127.0685682,2.75,노원구,아파트,2011-01-01,1177.8113440082284,811.6418492652856,263.1494179190455
6,17000,59.25,362400,3.8,72.0,78.2,74.2,114.36682891845705,81.2,34900.0,1.143895983695984,37.679623,127.0465232,2.75,도봉구,아파트,2011-01-01,1046.5100441762277,3775.5725464938887,359.8825641351424
13,29000,59.91,427110,3.8,72.0,78.2,74.2,114.36682891845705,81.2,70772.22,1.1428377628326416,37.5141383,127.0084525,2.75,서초구,아파트,2011-01-01,257.0714004192695,1588.6653435583803,350.25985539931503
10,17000,59.88,384129,3.8,72.0,78.2,74.2,114.47366333007812,81.2,37233.33,0.963097095489502,37.5711385,126.9068846,2.75,마포구,아파트,2011-01-01,643.633347748859,1751.6882581099833,189.6147286675755
23,8600,45.55,601411,3.8,72.0,78.2,74.2,112.77091217041016,81.2,25710.0,1.0992252826690674,37.6601568,127.0623087,2.75,노원구,아파트,2011-01-01,449.5277658001087,1286.1236829032268,203.41540964759278
32,28000,76.79,557563,3.8,72.0,78.2,74.2,113.00987243652344,81.2,100404.17,0.8619402647018433,37.4974176,127.0653272,2.75,강남구,아파트,2011-01-01,540.7788869256138,3723.160550967055,336.1230787817961
26,42000,120.58,557563,3.8,72.0,78.2,74.2,114.1899871826172,81.2,95750.0,1.0285526514053345,37.5193536,127.0365755,2.75,강남구,아파트,2011-01-01,263.391255636536,561.742201578941,296.33140350092106
24,9500,45.44,419048,3.8,72.0,78.2,74.2,112.36187744140624,81.2,15280.0,1.2011573314666748,37.587504,127.0754651,2.75,중랑구,아파트,2011-01-01,1168.4510437740262,971.265291270418,189.39093865670947
7,25000,84.42,299533,3.8,72.0,78.2,74.2,114.1831283569336,81.2,42026.92,1.0305776596069336,37.5589659,127.0253152,2.75,성동구,아파트,2011-01-01,304.55974640827395,1950.9213019183271,262.3580120442463
3,25000,84.92,163975,3.8,72.0,78.2,74.2,114.44158935546876,81.2,37500.0,1.529278039932251,37.5809769,127.0159279,2.75,종로구,아파트,2011-01-01,625.8124591599161,515.0663026875711,181.47656128510545
23,10500,49.94,601411,3.8,72.0,78.2,74.2,113.69617462158205,81.2,16500.0,1.1748584508895874,37.6661657,127.0593193,2.75,노원구,아파트,2011-01-01,1149.98139668808,1990.442786793186,180.21074124994425
7,29000,84.94,384129,3.8,72.0,78.2,74.2,114.46012878417967,81.2,52000.0,0.9337541460990906,37.5510232,126.959615,2.75,마포구,아파트,2011-01-01,108.80743378258252,675.3295219058507,175.73838126269263
3,28500,114.65,479088,3.8,72.0,78.2,74.2,114.09654998779295,81.2,36620.0,0.9343461394309998,37.5834925,127.0133824,2.75,성북구,아파트,2011-01-01,626.4890194455866,257.02967050818694,159.11160412322198
13,21500,59.58,313144,3.8,72.0,78.2,74.2,112.3746109008789,81.2,43128.57,1.2026304006576538,37.5720344,126.9567674,2.75,서대문구,아파트,2011-01-01,95.4151253161695,648.3242500192807,385.5610280821041
21,9000,41.3,362400,3.8,72.0,78.2,74.2,112.36187744140624,81.2,22860.0,1.204228162765503,37.6500627,127.0442013,2.75,도봉구,아파트,2011-01-01,479.3225040942454,1767.945854590135,286.96612973636803
16,6000,84.88,362400,3.8,72.0,78.2,74.2,113.69617462158205,81.2,28500.0,1.1807007789611816,37.6423702,127.0375315,2.75,도봉구,아파트,2011-01-01,1515.4842018594577,1675.402974718402,356.439731300198
3,42000,84.35,557563,3.8,72.0,78.2,74.2,114.26449584960938,81.2,106666.67,0.8568754196166992,37.5138585,127.051486,2.75,강남구,아파트,2011-01-01,409.5783494840537,1837.97268420917,400.0328206007918
3,19000,84.97,521193,3.8,72.0,78.2,74.2,114.26688385009766,81.2,36850.0,1.1527032852172852,37.4591086,126.920039,2.75,관악구,아파트,2011-01-01,2931.6546594464166,3800.696723683944,403.55717455259327
8,24000,84.97,564602,3.8,72.0,78.2,74.2,113.00918579101562,81.2,41500.0,0.8420829176902771,37.574702,126.8149759,2.75,강서구,아파트,2011-01-01,480.34433188623814,3694.082189079033,108.32218806966704
10,30000,114.75,396306,3.8,72.0,78.2,74.2,114.34974670410156,81.2,43450.0,0.963439643383026,37.507425,126.9451235,2.75,동작구,아파트,2011-01-01,672.6356682629676,1089.871123849678,473.79226635179555
8,28000,84.95,299533,3.8,72.0,78.2,74.2,114.54264068603516,81.2,49600.0,1.2002922296524048,37.5551292,127.036254,2.75,성동구,아파트,2011-01-01,639.4651993906093,1024.0162670971065,214.6050571800182
14,29000,85.0,674828,3.8,72.0,78.2,74.2,114.36682891845705,81.2,53225.0,1.143895983695984,37.4963627,127.1163626,2.75,송파구,아파트,2011-01-01,195.21827158899134,2890.497585337302,469.328907243114
8,18000,84.97,479088,3.8,72.0,78.2,74.2,114.26666259765624,81.2,31650.0,1.1570028066635132,37.6078598,127.0454247,2.75,성북구,아파트,2011-01-01,287.13730474542683,279.76510570451376,235.35544164045308
1,71000,84.97,427110,3.8,72.0,78.2,74.2,114.19934844970705,81.2,134750.0,0.9063082933425904,37.5037666,127.0133229,2.75,서초구,아파트,2011-01-01,1017.0922272885845,821.9779484726107,210.426302245739
7,16000,32.34,384129,3.8,72.0,78.2,74.2,114.33731079101562,81.2,21860.0,1.180994987487793,37.5562254,126.9422693,2.75,마포구,아파트,2011-01-01,445.39605855480835,663.9411735350349,278.22035108882847
13,16000,59.82,482586,3.8,72.0,78.2,74.2,114.26449584960938,81.2,33200.0,0.8588635921478271,37.599214,126.9222331,2.75,은평구,아파트,2011-01-01,1077.102180305689,898.5835874396588,372.14358811485806
29,12000,50.67,557563,3.8,72.0,78.2,74.2,114.51138305664062,81.2,66000.0,0.8887247443199158,37.4855599,127.0713384,2.75,강남구,아파트,2011-01-01,1058.8747228740804,4888.867192355349,153.262409345653
8,47000,84.95,427110,3.8,72.0,78.2,74.2,113.80957794189452,81.2,104100.0,1.4659603834152222,37.4985559,127.0188871,2.75,서초구,아파트,2011-01-01,1261.589700174568,960.9861411924846,304.12958335277045
18,36000,84.95,557563,3.8,72.0,78.2,74.2,114.36614227294922,81.2,89000.0,1.1374372243881226,37.4824343,127.0853806,2.75,강남구,아파트,2011-01-01,674.319445733972,5769.482295048034,165.69667013469368
28,12000,65.16,486546,3.8,72.0,78.2,74.2,114.35466003417967,81.2,62500.0,1.1711124181747437,37.5512348,127.1721537,2.75,강동구,아파트,2011-01-01,698.0676581320371,5052.821763570296,235.29451280048917
3,30000,103.01,486546,3.8,72.0,78.2,74.2,113.00987243652344,81.2,68985.71,0.8663465976715088,37.5564401,127.1420345,2.75,강동구,아파트,2011-01-01,1129.8152293099204,3437.9324131757767,219.99170889185976
32,27000,76.79,557563,3.8,72.0,78.2,74.2,113.00987243652344,81.2,100404.17,0.8367490172386169,37.4974176,127.0653272,2.75,강남구,아파트,2011-01-01,540.7788869256138,3723.160550967055,336.1230787817961
5,26000,84.99,674828,3.8,72.0,78.2,74.2,114.5115737915039,81.2,64000.0,0.887964129447937,37.5310247,127.1185335,2.75,송파구,아파트,2011-01-01,508.34579553941757,1676.8463248443065,160.88906648305652
16,19000,84.38,420803,3.8,72.0,78.2,74.2,113.787841796875,81.2,33300.0,1.467504620552063,37.4947984,126.8724651,2.75,구로구,아파트,2011-01-01,1625.022835790168,702.72223502333,127.59740966999112
1,86500,138.26,427110,3.8,72.0,78.2,74.2,114.19956970214844,81.2,134750.0,0.9081096649169922,37.5037666,127.0133229,2.75,서초구,아파트,2011-01-01,1017.0922272885845,821.9779484726107,210.426302245739
24,15000,68.86,601411,3.8,72.0,78.2,74.2,113.45306396484376,81.2,24943.75,1.3048439025878906,37.6497536,127.058518,2.75,노원구,아파트,2011-01-01,628.66692011336,514.6988013171416,125.07636847491321
8,38000,84.69,384129,3.8,72.0,78.2,74.2,114.46841430664062,81.2,82414.29,1.2781180143356323,37.5433256,126.9451846,2.75,마포구,아파트,2011-01-01,418.97098106258903,238.8219494364857,115.62457107479706
33,30000,76.5,674828,3.8,72.0,78.2,74.2,114.3445053100586,81.2,125637.5,1.1804299354553225,37.5152448,127.0948683,2.75,송파구,아파트,2011-01-01,455.8506708746505,3222.2929431386005,140.42515223359098
26,23000,59.48,557563,3.8,72.0,78.2,74.2,112.3746109008789,81.2,86500.0,1.2033501863479614,37.4868895,127.0488972,2.75,강남구,아파트,2011-01-01,371.31984905989947,2904.8807774850584,321.1952566172547
3,23000,84.84,479088,3.8,72.0,78.2,74.2,114.35963439941406,81.2,40100.0,1.1384717226028442,37.6205465,127.047002,2.75,성북구,아파트,2011-01-01,1212.5405728274932,1119.737485852202,182.235856257665
23,21000,71.64,494724,3.8,72.0,78.2,74.2,114.46012878417967,81.2,53612.5,0.9337541460990906,37.5130364,126.8611326,2.75,양천구,아파트,2011-01-01,254.77656434882738,1567.7638977076683,352.1786992646936
6,12000,84.64,479088,3.8,72.0,78.2,74.2,113.80957794189452,81.2,37354.76,1.465970158576965,37.612067,127.019649,2.75,성북구,아파트,2011-01-01,440.0583616088443,637.1673790979285,226.25085958017416
11,15000,59.97,482586,3.8,72.0,78.2,74.2,114.2539291381836,81.2,33500.0,1.1715048551559448,37.5807217,126.9010365,2.75,은평구,아파트,2011-01-01,485.3952903459303,1946.859202625913,359.9274027947259
31,12000,56.56,486546,3.8,72.0,78.2,74.2,114.36682891845705,81.2,37405.56,1.1400372982025146,37.5512602,127.1461342,2.75,강동구,아파트,2011-01-01,481.20066218133064,3728.9895615585933,208.81821140143418
12,27000,84.97,368260,3.8,72.0,78.2,74.2,112.76580047607422,81.2,38500.0,1.0889791250228882,37.5328453,127.071659,2.75,광진구,아파트,2011-01-01,916.0375777557812,1167.580345944916,210.18024794714717
1,15000,84.3,419048,3.8,72.0,78.2,74.2,121.02049255371094,81.2,34794.5,1.5169824361801147,37.6109221,127.0994585,2.75,중랑구,아파트,2011-01-01,503.7910586744181,2069.395133577375,544.9805382696294
27,32000,108.68,674828,3.8,72.0,78.2,74.2,113.80957794189452,81.2,72625.0,1.4664456844329834,37.5050875,127.1161782,2.75,송파구,아파트,2011-01-01,1063.635952136014,2078.2094040534603,372.9977742866721
18,32000,118.25,396306,3.8,72.0,78.2,74.2,114.44158935546876,81.2,45104.0,1.5270839929580688,37.4896386,126.9759403,2.75,동작구,아파트,2011-01-01,606.8886042941348,787.5828932192444,172.67776072509454
26,23000,83.52,486546,3.8,72.0,78.2,74.2,112.76580047607422,81.2,51657.14,1.0983842611312866,37.5479154,127.1508631,2.75,강동구,아파트,2011-01-01,125.6002016982518,3601.0127244663863,216.94219639899322
29,10000,50.67,557563,3.8,72.0,78.2,74.2,113.00987243652344,81.2,78250.0,0.8453240990638733,37.4802905,127.0626272,2.75,강남구,아파트,2011-01-01,1477.8326367565369,4238.371881155218,599.3797080294962
9,17000,59.95,359109,3.8,72.0,78.2,74.2,114.09932708740234,81.2,36900.0,0.9317026734352112,37.592313,127.0668933,2.75,동대문구,아파트,2011-01-01,1223.7114866285026,708.4323324324998,665.052294220557
32,25000,82.45,674828,3.8,72.0,78.2,74.2,114.2539291381836,81.2,89666.67,1.1633857488632202,37.5200302,127.1026164,2.75,송파구,아파트,2011-01-01,224.8815775970915,2502.2121143620743,322.585288367101
11,15000,59.84,420803,3.8,72.0,78.2,74.2,114.11688232421876,81.2,28100.0,0.9693939089775084,37.5009135,126.8651312,2.75,구로구,아파트,2011-01-01,1173.1498540082353,271.47652566427917,188.9958418132499
4,25000,59.95,674828,3.8,72.0,78.2,74.2,112.99313354492188,81.2,43351.0,0.8986039757728577,37.4781727,127.1286551,2.75,송파구,아파트,2011-01-01,333.9833490423189,4614.0385681670095,268.6301071973624
12,29000,84.82,299533,3.8,72.0,78.2,74.2,114.11688232421876,81.2,54660.0,0.969407856464386,37.5423618,127.014038,2.75,성동구,아파트,2011-01-01,418.6449725156254,2131.4574670753714,130.43346327069156
6,13000,59.46,494724,3.8,72.0,78.2,74.2,114.19934844970705,81.2,23000.0,0.8952165246009827,37.524622,126.8371358,2.75,양천구,아파트,2011-01-01,1498.5544543949266,2921.8153258013635,396.5318544710058
4,30500,85.0,396306,3.8,72.0,78.2,74.2,114.47740173339844,81.2,52070.59,1.2717751264572144,37.5020768,126.9429737,2.75,동작구,아파트,2011-01-01,343.19006018130034,1262.3008024553437,229.3842761907892
25,25000,66.6,494724,3.8,72.0,78.2,74.2,114.09654998779295,81.2,78631.82,0.9343321919441224,37.5288229,126.8678406,2.75,양천구,아파트,2011-01-01,437.0311259043319,2456.5678273788726,472.6532854260964
31,8200,45.12,674828,3.8,72.0,78.2,74.2,113.45306396484376,81.2,57561.84,1.336326003074646,37.4956865,127.1184047,2.75,송파구,아파트,2011-01-01,0.0,2884.003305962829,504.40953502094123
10,15000,59.96,601411,3.8,72.0,78.2,74.2,114.20519256591795,81.2,20950.0,1.0276366472244265,37.6631536,127.0785681,2.75,노원구,아파트,2011-01-01,493.2012412161605,2045.809474436343,238.85084865932245
7,21000,84.24,486546,3.8,72.0,78.2,74.2,113.8249969482422,81.2,30100.0,1.6350537538528442,37.5379429,127.133566,2.75,강동구,아파트,2011-01-01,886.8999436214528,2049.3701126731435,151.9437514147783
12,17000,84.96,601411,3.8,72.0,78.2,74.2,114.26666259765624,81.2,32100.0,1.1539677381515503,37.6715296,127.0530298,2.75,노원구,아파트,2011-01-01,1201.3092061557245,2723.7414429385744,160.71533848824586
14,17500,84.17,674828,3.8,72.0,78.2,74.2,114.47366333007812,81.2,38400.0,1.1516234874725342,37.4888872,127.1453182,2.75,송파구,아파트,2011-01-01,97.83244690304251,3644.4562525372544,123.00962633667814
7,50000,170.7,674828,3.8,72.0,78.2,74.2,113.80957794189452,81.2,82721.43,1.4650862216949463,37.486657,127.122462,2.75,송파구,아파트,2011-01-01,119.58126498213936,3742.329637982765,460.0335345956242
12,17000,59.83,564602,3.8,72.0,78.2,74.2,114.2539291381836,81.2,36142.86,1.1633436679840088,37.5501991,126.8774254,2.75,강서구,아파트,2011-01-01,1915.5328141626348,2005.4797185652321,514.3395318373421
22,8000,43.35,601411,3.8,72.0,78.2,74.2,114.51138305664062,81.2,21015.38,0.8871239423751831,37.6614765,127.0728242,2.75,노원구,아파트,2011-01-01,84.905921294366,1611.6473960019568,425.62057923585013
12,32000,114.98,368260,3.8,72.0,78.2,74.2,112.76580047607422,81.2,38500.0,1.0889791250228882,37.5328453,127.071659,2.75,광진구,아파트,2011-01-01,916.0375777557812,1167.580345944916,210.18024794714717
11,25000,84.65,601411,3.8,72.0,78.2,74.2,112.37205505371094,81.2,45900.0,1.204801082611084,37.6236127,127.0885326,2.75,노원구,아파트,2011-01-01,553.3148629046315,528.2830660282111,340.7308633368939
4,21000,84.97,359109,3.8,72.0,78.2,74.2,114.09910583496094,81.2,44900.0,0.9356358647346495,37.5874098,127.0686932,2.75,동대문구,아파트,2011-01-01,1426.8662033931912,387.41418687564544,104.49849486703404
6,17500,84.92,359109,3.8,72.0,78.2,74.2,114.51138305664062,81.2,28500.0,0.8872137069702148,37.570949,127.0735228,2.75,동대문구,아파트,2011-01-01,975.9805171286854,1827.1458004207916,318.3260657002455
4,21000,59.37,479088,3.8,72.0,78.2,74.2,113.79917907714844,81.2,44839.38,1.4624898433685305,37.6062691,127.0228938,2.75,성북구,아파트,2011-01-01,269.17140971278144,1274.5873062454725,260.88237720087653
18,12000,39.6,564602,3.8,72.0,78.2,74.2,114.19866180419922,81.2,20590.0,0.9013901948928832,37.5587209,126.863533,2.75,강서구,아파트,2011-01-01,1970.2240962164747,1387.1457896223696,178.86945437119297
9,30000,84.88,128861,3.8,72.0,78.2,74.2,114.36682891845705,81.2,50489.29,1.1372233629226685,37.5490132,127.0092806,2.75,중구,아파트,2011-01-01,1078.3781302673951,1511.4193376170078,194.50053644832417
6,24000,84.99,521193,3.8,72.0,78.2,74.2,114.26449584960938,81.2,32404.55,0.8381057977676392,37.4892875,126.9447672,2.75,관악구,아파트,2011-01-01,1108.9712136742164,1184.4043650055046,169.12809267974674
9,18000,84.55,339529,3.8,72.0,78.2,74.2,114.32194519042967,81.2,32500.0,1.1980880498886108,37.6148252,127.0365802,2.75,강북구,아파트,2011-01-01,1385.572665184495,931.0304048830881,164.86739397450035
16,26500,126.28,419048,3.8,72.0,78.2,74.2,114.2539291381836,81.2,48600.0,1.172113060951233,37.6168811,127.0882084,2.75,중랑구,아파트,2011-01-01,815.9711778422677,1264.4872822067089,205.34876154868078
8,20000,84.93,420803,3.8,72.0,78.2,74.2,112.36486053466795,81.2,37500.0,1.2040619850158691,37.4904775,126.8397906,2.75,구로구,아파트,2011-01-01,1072.1666913768197,1216.0565389488538,172.06577600043695
3,52000,84.35,557563,3.8,72.0,78.2,74.2,114.19308471679688,81.2,128000.0,1.020904779434204,37.5163059,127.0484473,2.75,강남구,아파트,2011-01-01,551.1804685499811,1539.885724777256,251.47354540659285
8,23000,78.19,396306,3.8,72.0,78.2,74.2,114.26666259765624,81.2,39250.0,1.1541755199432373,37.4894085,126.9084263,2.75,동작구,아파트,2011-01-01,450.31340549025407,3756.9831370703196,313.41731038369545
28,30000,73.26,557563,3.8,72.0,78.2,74.2,113.69617462158205,81.2,82900.0,1.1766362190246582,37.4888759,127.0716679,2.75,강남구,아파트,2011-01-01,992.5317850470989,4751.978581278539,227.23675918081747
13,13000,59.94,420803,3.8,72.0,78.2,74.2,114.46012878417967,81.2,23833.33,0.9337753653526306,37.4992905,126.8395317,2.75,구로구,아파트,2011-01-01,1992.7845800360558,1079.0196607449739,285.202367906332
8,7500,59.99,494724,3.8,72.0,78.2,74.2,114.4478530883789,81.2,22810.0,1.5305454730987549,37.5235623,126.8470026,2.75,양천구,아파트,2011-01-01,684.7546025638351,2840.116650380762,103.98431845637441
0,21500,84.87,486546,3.8,72.0,78.2,74.2,112.37205505371094,81.2,37259.5,1.204228162765503,37.5524225,127.1753241,2.75,강동구,아파트,2011-01-01,747.1594503879329,5346.430326835916,293.1762695079026
16,21000,59.26,674828,3.8,72.0,78.2,74.2,113.00987243652344,81.2,60350.0,0.8663465976715088,37.5294308,127.1127416,2.75,송파구,아파트,2011-01-01,975.1741589560637,1943.3233220133802,324.79026424812207
17,31500,84.6,557563,3.8,72.0,78.2,74.2,114.09932708740234,81.2,64000.0,0.9338691234588624,37.5274543,127.0522366,2.75,강남구,아파트,2011-01-01,1394.8210560519256,2209.5652029650255,626.3346113224418
25,27000,65.34,494724,3.8,72.0,78.2,74.2,114.25670623779295,81.2,56400.0,1.1719224452972412,37.5319314,126.8715915,2.75,양천구,아파트,2011-01-01,915.3211422102535,2350.219621041822,449.2208103453613
24,7900,58.01,601411,3.8,72.0,78.2,74.2,113.45306396484376,81.2,24943.75,1.30442214012146,37.6497536,127.058518,2.75,노원구,아파트,2011-01-01,628.66692011336,514.6988013171416,125.07636847491321
4,36000,84.92,674828,3.8,72.0,78.2,74.2,114.48422241210938,81.2,74370.0,1.2710047960281372,37.4981912,127.1320968,2.75,송파구,아파트,2011-01-01,699.1756628877432,2385.529060886406,191.13850041674135
18,16500,46.75,396306,3.8,72.0,78.2,74.2,114.46012878417967,81.2,45104.0,0.9291897416114808,37.4896386,126.9759403,2.75,동작구,아파트,2011-01-01,606.8886042941348,787.5828932192444,172.67776072509454
8,21500,84.84,479088,3.8,72.0,78.2,74.2,113.80680084228516,81.2,34822.22,1.4651881456375122,37.6103707,127.024274,2.75,성북구,아파트,2011-01-01,278.4040554420209,1085.250877613302,222.71955415974872
12,13000,49.6,601411,3.8,72.0,78.2,74.2,113.79988861083984,81.2,23052.38,1.4629254341125488,37.6234994,127.0831875,2.75,노원구,아파트,2011-01-01,875.6513401712134,820.3532345015082,177.2918575373889
32,18000,82.65,394875,3.8,72.0,78.2,74.2,113.80680084228516,81.2,36350.0,1.4651881456375122,37.5279506,126.8953429,2.75,영등포구,아파트,2011-01-01,303.6477135657909,3486.9745768444,497.8366436899383
9,39000,114.88,128861,3.8,72.0,78.2,74.2,114.36682891845705,81.2,50489.29,1.1445187330245972,37.5490132,127.0092806,2.75,중구,아파트,2011-01-01,1078.3781302673951,1511.4193376170078,194.50053644832417
31,6000,53.75,239926,3.8,72.0,78.2,74.2,114.4478530883789,81.2,26325.0,1.533118486404419,37.4560726,126.8983011,2.75,금천구,아파트,2011-01-01,3253.8024147929814,5571.596126431666,287.07589562243726
23,28000,83.06,674828,3.8,72.0,78.2,74.2,114.09932708740234,81.2,101641.18,0.9345728158950806,37.5175612,127.1363717,2.75,송파구,아파트,2011-01-01,558.8812922441073,527.7822077080568,228.49886188621775
7,21000,114.68,339529,3.8,72.0,78.2,74.2,114.26449584960938,81.2,25887.5,0.8418208360671997,37.6211493,127.0108272,2.75,강북구,아파트,2011-01-01,1710.3479222073993,731.1093311861184,252.61945328653965
3,65000,124.22,674828,3.8,72.0,78.2,74.2,113.67152404785156,81.2,84890.91,1.1782445907592771,37.5140588,127.0884544,2.75,송파구,아파트,2011-01-01,291.1621452005796,3506.912517336133,40.36357814790489
6,19000,84.97,479088,3.8,72.0,78.2,74.2,113.80957794189452,81.2,38284.62,1.4661542177200315,37.6117871,127.0161458,2.75,성북구,아파트,2011-01-01,629.3873297594536,423.44849038378675,236.43215863341345
23,32000,79.47,427110,3.8,72.0,78.2,74.2,113.84139251708984,81.2,125899.0,1.6247987747192385,37.4985436,127.0156133,2.75,서초구,아파트,2011-01-01,1281.946158105944,930.2954108069013,275.28504980295264
12,20000,58.32,299533,3.8,72.0,78.2,74.2,114.25648498535156,81.2,37750.0,1.1641842126846311,37.5509016,127.0480163,2.75,성동구,아파트,2011-01-01,702.0858042885552,762.5294206104357,622.3973286665168
3,20000,84.97,521193,3.8,72.0,78.2,74.2,114.26688385009766,81.2,36850.0,1.1527032852172852,37.4591086,126.920039,2.75,관악구,아파트,2011-01-01,2931.6546594464166,3800.696723683944,403.55717455259327
18,37000,115.26,601411,3.8,72.0,78.2,74.2,113.00987243652344,81.2,70750.0,0.8367490172386169,37.6468287,127.0728289,2.75,노원구,아파트,2011-01-01,784.0739833587226,786.7292756023928,157.55938656927898
0,10176,59.9,486546,3.8,72.0,78.2,74.2,112.36187744140624,81.2,37259.5,1.204228162765503,37.5524225,127.1753241,2.75,강동구,아파트,2011-01-01,747.1594503879329,5346.430326835916,293.1762695079026
1,24000,59.96,396306,3.8,72.0,78.2,74.2,113.00987243652344,81.2,52817.0,0.8420829176902771,37.5099935,126.943666,2.75,동작구,아파트,2011-01-01,922.0255468701821,1317.5910444314159,267.6499188302004
3,55000,98.55,674828,3.8,72.0,78.2,74.2,113.69617462158205,81.2,84890.91,1.183369278907776,37.5140588,127.0884544,2.75,송파구,아파트,2011-01-01,291.1621452005796,3506.912517336133,40.36357814790489
6,37000,59.61,557563,3.8,72.0,78.2,74.2,113.79662322998048,81.2,85672.73,1.4673588275909424,37.4987773,127.0498786,2.75,강남구,아파트,2011-01-01,1010.4934325209713,2614.395869925117,244.73190743046138
12,20000,59.93,420803,3.8,72.0,78.2,74.2,114.3445053100586,81.2,38084.62,1.178120493888855,37.5058446,126.8805908,2.75,구로구,아파트,2011-01-01,727.9333440552457,1284.9153551082702,128.29557902807366
31,12000,55.97,486546,3.8,72.0,78.2,74.2,114.36682891845705,81.2,37405.56,1.1417194604873655,37.5512602,127.1461342,2.75,강동구,아파트,2011-01-01,481.20066218133064,3728.9895615585933,208.81821140143418
