Building_Age,JS_Price,JS_BA,Population,UR,LC_index,CA_index,TC_index,SDT_index,HSP_index,Sell_Price,Crime_Rates,위도,경도,IR,Region_Name,Building_Use,YearMonth,Shortest_Distance_to_Subway,Shortest_Distance_to_University,Shortest_Distance_to_School
10,70000,122.81,557563,3.8,72.0,78.2,74.2,113.80957794189452,81.2,86666.67,1.4650644063949585,37.4897783,127.0506508,2.75,강남구,아파트,2011-01-01,492.2885870010161,3036.815123300692,162.26247597656013
11,18500,59.76,521193,3.8,72.0,78.2,74.2,112.36486053466795,81.2,38314.29,1.20402991771698,37.4849777,126.9595277,2.75,관악구,아파트,2011-01-01,374.54413186462637,718.1739760499418,140.37796947235177
25,29000,119.37,486546,3.8,72.0,78.2,74.2,114.26666259765624,81.2,58000.0,1.1540842056274414,37.5504605,127.1551497,2.75,강동구,아파트,2011-01-01,412.6612908413343,4036.784227552442,251.93608535437556
1,22000,84.98,384129,3.8,72.0,78.2,74.2,114.19308471679688,81.2,43007.6,1.0376856327056885,37.583453,126.8786598,2.75,마포구,아파트,2011-01-01,2407.324097673379,3538.078585077461,296.95770044142057
19,13500,33.18,557563,3.8,72.0,78.2,74.2,114.09910583496094,81.2,34830.0,0.9327093362808228,37.4870722,127.0984431,2.75,강남구,아파트,2011-01-01,258.02222580353083,4619.88487992838,454.20248142097205
7,22000,83.87,521193,3.8,72.0,78.2,74.2,114.2856903076172,81.2,36766.67,0.8369874358177185,37.4884221,126.9444341,2.75,관악구,아파트,2011-01-01,1010.1610386338964,1130.6422640762967,95.0304652030502
11,25500,82.94,486546,3.8,72.0,78.2,74.2,114.36682891845705,81.2,46196.77,1.1446479558944702,37.552396,127.1258146,2.75,강동구,아파트,2011-01-01,291.6491387309166,1952.0021240968179,369.2064387971867
0,29900,84.76,674828,3.8,72.0,78.2,74.2,113.01009368896484,81.2,47916.25,0.8658637404441833,37.478544,127.1320399,2.75,송파구,아파트,2011-01-01,185.98810538041005,4569.126834496503,386.28097391812645
8,21000,84.84,479088,3.8,72.0,78.2,74.2,114.3445053100586,81.2,38977.27,1.176902174949646,37.6070327,127.0383656,2.75,성북구,아파트,2011-01-01,838.3908600283332,351.7018530537073,228.50120047370962
14,12000,43.92,394875,3.8,72.0,78.2,74.2,114.19956970214844,81.2,31928.57,0.8942659497261047,37.5055322,126.8956135,2.75,영등포구,아파트,2011-01-01,532.8935946794767,2511.3634324728105,576.9143262977268
3,28000,84.98,486546,3.8,72.0,78.2,74.2,113.00987243652344,81.2,68985.71,0.8424569368362427,37.5564401,127.1420345,2.75,강동구,아파트,2011-01-01,1129.8152293099204,3437.9324131757767,219.99170889185976
13,15000,59.58,479088,3.8,72.0,78.2,74.2,114.09932708740234,81.2,32575.0,0.9334526658058168,37.5948075,127.0103188,2.75,성북구,아파트,2011-01-01,652.0220994757889,1085.0324176601182,132.47318246357287
16,38500,84.75,427110,3.8,72.0,78.2,74.2,114.32194519042967,81.2,78350.0,1.203799605369568,37.5120885,127.0113246,2.75,서초구,아파트,2011-01-01,84.8750123566992,1438.9677706255575,210.8341114964778
9,37000,114.88,128861,3.8,72.0,78.2,74.2,114.36682891845705,81.2,50489.29,1.1438637971878052,37.5490132,127.0092806,2.75,중구,아파트,2011-01-01,1078.3781302673951,1511.4193376170078,194.50053644832417
3,100000,59.96,557563,3.8,72.0,78.2,74.2,114.2575225830078,81.2,123940.0,0.8446440100669861,37.4950563,127.0545628,2.75,강남구,아파트,2011-01-01,642.9552603604716,3197.03736579824,155.26245820247183
22,25000,72.34,368260,3.8,72.0,78.2,74.2,114.36682891845705,81.2,55900.0,1.1379258632659912,37.5360139,127.0716472,2.75,광진구,아파트,2011-01-01,581.6062268451817,819.8629809111142,129.8633578619652
31,17000,88.43,486546,3.8,72.0,78.2,74.2,113.80867004394533,81.2,74545.45,1.4650644063949585,37.5215436,127.1368448,2.75,강동구,아파트,2011-01-01,278.86937793812933,559.1319730704694,277.03655710143596
28,6000,48.6,486546,3.8,72.0,78.2,74.2,114.19934844970705,81.2,56900.0,0.9065926671028136,37.5472666,127.1800274,2.75,강동구,아파트,2011-01-01,1448.5464832018338,5305.433780704985,678.4994832037781
7,25000,85.0,482586,3.8,72.0,78.2,74.2,112.76580047607422,81.2,49000.0,1.0970160961151123,37.6122288,126.9168086,2.75,은평구,아파트,2011-01-01,577.3381335284979,1323.685569935748,209.84036304580866
7,35000,84.98,674828,3.8,72.0,78.2,74.2,113.00987243652344,81.2,58500.0,0.8338344097137451,37.5004855,127.1091277,2.75,송파구,아파트,2011-01-01,609.5748788291748,2871.672296770865,146.3846368505736
27,30000,120.4,674828,3.8,72.0,78.2,74.2,114.09910583496094,81.2,81000.0,0.9370697736740112,37.495697,127.1326768,2.75,송파구,아파트,2011-01-01,957.7417782481278,2665.037929679211,243.84948571790108
11,22000,59.75,394875,3.8,72.0,78.2,74.2,114.19934844970705,81.2,49616.67,0.926647126674652,37.5296392,126.9008126,2.75,영등포구,아파트,2011-01-01,360.8439453467366,3004.3819106226365,258.83200862432324
29,9000,42.55,557563,3.8,72.0,78.2,74.2,113.00987243652344,81.2,84476.09,0.862192690372467,37.4785022,127.0615383,2.75,강남구,아파트,2011-01-01,1673.9153286644967,4202.788358778689,745.9253844667033
15,10000,39.84,419048,3.8,72.0,78.2,74.2,114.46012878417967,81.2,21191.67,0.9343895316123962,37.6152616,127.0910145,2.75,중랑구,아파트,2011-01-01,531.7326193962803,1429.8099310616392,121.71285482512477
22,23000,84.94,601411,3.8,72.0,78.2,74.2,114.36682891845705,81.2,35000.0,1.1446654796600342,37.6346823,127.0695415,2.75,노원구,아파트,2011-01-01,420.44254545748186,775.3421675678148,283.6554088916264
14,18000,84.78,313144,3.8,72.0,78.2,74.2,114.27047729492188,81.2,36000.0,0.8273205161094666,37.5953754,126.9448171,2.75,서대문구,아파트,2011-01-01,454.2446682608788,327.00657361758294,258.0301471636378
9,27000,139.08,601411,3.8,72.0,78.2,74.2,114.2153778076172,81.2,35361.11,1.0304564237594604,37.6178025,127.0685682,2.75,노원구,아파트,2011-01-01,1177.8113440082284,811.6418492652856,263.1494179190455
2,20000,84.49,482586,3.8,72.0,78.2,74.2,113.69617462158205,81.2,50000.0,1.170729637145996,37.6318932,126.9201099,2.75,은평구,아파트,2011-01-01,564.2835740237815,3516.737071126642,154.58181524027123
13,25000,59.88,236688,3.8,72.0,78.2,74.2,113.00987243652344,81.2,71446.67,0.8338344097137451,37.5215846,126.9702868,2.75,용산구,아파트,2011-01-01,632.7171364568966,2229.6736845109185,407.6345880106879
3,42000,133.97,486546,3.8,72.0,78.2,74.2,114.51138305664062,81.2,68985.71,0.8878443241119385,37.5564401,127.1420345,2.75,강동구,아파트,2011-01-01,1129.8152293099204,3437.9324131757767,219.99170889185976
12,12000,59.91,362400,3.8,72.0,78.2,74.2,114.34974670410156,81.2,20900.0,0.963439643383026,37.6781304,127.0497494,2.75,도봉구,아파트,2011-01-01,1242.3697338758725,3512.4490313682577,618.9363131171558
33,30000,92.2,427110,3.8,72.0,78.2,74.2,113.79662322998048,81.2,120700.0,1.4675213098526,37.51023,127.0022228,2.75,서초구,아파트,2011-01-01,534.5752813071766,1159.8136726382013,163.01527300226203
10,26000,84.82,299533,3.8,72.0,78.2,74.2,113.69617462158205,81.2,42128.57,1.177564263343811,37.5518565,127.0271162,2.75,성동구,아파트,2011-01-01,505.07545030315663,1903.5073135657128,326.7486655077023
28,16000,51.48,394875,3.8,72.0,78.2,74.2,114.32637786865234,81.2,44150.0,1.492048978805542,37.5298834,126.8961322,2.75,영등포구,아파트,2011-01-01,390.2362491773678,3295.7924101537824,325.8401710551179
21,12000,49.85,601411,3.8,72.0,78.2,74.2,113.00987243652344,81.2,22150.0,0.8663005828857422,37.6443709,127.0632819,2.75,노원구,아파트,2011-01-01,1104.3376456296035,486.9596080778277,89.43594437606885
10,27000,114.82,601411,3.8,72.0,78.2,74.2,114.51138305664062,81.2,55750.0,0.8883740305900574,37.6792901,127.0570186,2.75,노원구,아파트,2011-01-01,1415.4882561281913,3461.077077710212,460.3482063635941
12,16000,59.57,420803,3.8,72.0,78.2,74.2,114.25310516357422,81.2,34030.0,0.8546774983406067,37.4952641,126.8625018,2.75,구로구,아파트,2011-01-01,1787.8476111123357,718.7009718616338,318.83618976324055
27,18000,66.87,486546,3.8,72.0,78.2,74.2,114.35963439941406,81.2,42500.0,1.1379989385604858,37.5472021,127.1477091,2.75,강동구,아파트,2011-01-01,342.53032823666683,3402.493853747433,369.9408017330663
25,35000,95.01,494724,3.8,72.0,78.2,74.2,114.2539291381836,81.2,89861.11,1.1738178730010986,37.5341154,126.882084,2.75,양천구,아파트,2011-01-01,1247.8758133498682,2879.483317616669,381.1635256887268
5,37000,59.97,674828,3.8,72.0,78.2,74.2,114.36483764648438,81.2,101800.0,1.1820131540298462,37.508561,127.0948204,2.75,송파구,아파트,2011-01-01,294.90168603827294,3418.7125771509336,32.848503285443435
18,14000,34.44,557563,3.8,72.0,78.2,74.2,113.80680084228516,81.2,35096.43,1.4651243686676023,37.4847337,127.0876186,2.75,강남구,아파트,2011-01-01,565.941117725758,5448.630732487277,178.4450624932779
6,25000,84.75,384129,3.8,72.0,78.2,74.2,114.09932708740234,81.2,65500.0,0.9374377131462096,37.5802109,126.8859707,2.75,마포구,아파트,2011-01-01,1799.415491019473,3263.044776085461,229.4952383914538
24,16500,53.9,494724,3.8,72.0,78.2,74.2,114.46012878417967,81.2,61080.0,0.9296513199806212,37.5141907,126.8650029,2.75,양천구,아파트,2011-01-01,360.32172431772443,1596.3710113246739,387.4969807422633
24,27000,70.73,494724,3.8,72.0,78.2,74.2,114.46012878417967,81.2,61080.0,0.9334390163421632,37.5141907,126.8650029,2.75,양천구,아파트,2011-01-01,360.32172431772443,1596.3710113246739,387.4969807422633
31,14000,70.21,486546,3.8,72.0,78.2,74.2,114.36682891845705,81.2,37405.56,1.139399528503418,37.5512602,127.1461342,2.75,강동구,아파트,2011-01-01,481.20066218133064,3728.9895615585933,208.81821140143418
8,23000,84.99,362400,3.8,72.0,78.2,74.2,112.37483215332033,81.2,44600.0,1.2030668258666992,37.6561945,127.0452221,2.75,도봉구,아파트,2011-01-01,380.7809175731183,1868.194124356368,126.15465093176384
13,41000,84.93,557563,3.8,72.0,78.2,74.2,114.35716247558594,81.2,62725.0,0.9630801677703856,37.5170294,127.0427453,2.75,강남구,아파트,2011-01-01,56.868975974618166,1035.6282548001795,405.4700520324164
8,24000,58.45,674828,3.8,72.0,78.2,74.2,114.44436645507812,81.2,55000.0,1.5307883024215698,37.5029805,127.1173728,2.75,송파구,아파트,2011-01-01,816.1484488492619,2206.2026357109735,121.99393941241873
23,18000,60.0,674828,3.8,72.0,78.2,74.2,114.28703308105467,81.2,38068.75,0.9644051790237428,37.4979382,127.1367276,2.75,송파구,아파트,2011-01-01,723.7768878749524,2464.2851247803837,116.3416887748586
23,11000,49.94,601411,3.8,72.0,78.2,74.2,113.69617462158205,81.2,16500.0,1.1759042739868164,37.6661657,127.0593193,2.75,노원구,아파트,2011-01-01,1149.98139668808,1990.442786793186,180.21074124994425
9,28000,84.84,396306,3.8,72.0,78.2,74.2,114.47366333007812,81.2,57900.0,1.1594688892364502,37.4944115,126.9155322,2.75,동작구,아파트,2011-01-01,669.6549236996169,3640.0508077750164,149.0629404077509
25,42000,122.35,494724,3.8,72.0,78.2,74.2,114.26271057128906,81.2,102700.0,1.1718298196792605,37.5343588,126.8729492,2.75,양천구,아파트,2011-01-01,1196.0943545008938,2231.5689698887168,199.8146609101707
8,25000,112.03,359109,3.8,72.0,78.2,74.2,113.00987243652344,81.2,30500.0,0.8621140718460083,37.5919731,127.0643803,2.75,동대문구,아파트,2011-01-01,1437.8019531634777,640.4291607302293,599.0330274068265
20,17000,75.02,601411,3.8,72.0,78.2,74.2,114.46027374267578,81.2,34062.5,1.2792783975601196,37.6470009,127.0661,2.75,노원구,아파트,2011-01-01,869.2077297697025,250.96083972919516,141.69423491271257
14,8000,34.1,557563,3.8,72.0,78.2,74.2,114.51138305664062,81.2,18000.0,0.8879200220108032,37.485916,127.0389343,2.75,강남구,아파트,2011-01-01,633.6432337311008,2058.0126754143466,181.68507490221376
24,18000,53.82,494724,3.8,72.0,78.2,74.2,114.09191131591795,81.2,77766.67,0.9406298995018004,37.5185416,126.8624047,2.75,양천구,아파트,2011-01-01,687.221427565511,2116.482312648124,189.56310067459833
28,34000,83.7,557563,3.8,72.0,78.2,74.2,113.69617462158205,81.2,82900.0,1.179368019104004,37.4888759,127.0716679,2.75,강남구,아파트,2011-01-01,992.5317850470989,4751.978581278539,227.23675918081747
13,28000,59.88,236688,3.8,72.0,78.2,74.2,113.00987243652344,81.2,71446.67,0.8338344097137451,37.5215846,126.9702868,2.75,용산구,아파트,2011-01-01,632.7171364568966,2229.6736845109185,407.6345880106879
11,24000,84.87,299533,3.8,72.0,78.2,74.2,114.32637786865234,81.2,46277.42,1.4914051294326782,37.5579013,127.0271186,2.75,성동구,아파트,2011-01-01,133.31065224102912,1787.2994661109763,194.3608890875
14,9500,28.58,557563,3.8,72.0,78.2,74.2,114.51138305664062,81.2,18000.0,0.887964129447937,37.485916,127.0389343,2.75,강남구,아파트,2011-01-01,633.6432337311008,2058.0126754143466,181.68507490221376
17,20000,59.84,396306,3.8,72.0,78.2,74.2,114.51138305664062,81.2,44400.0,0.8878443241119385,37.5126942,126.930775,2.75,동작구,아파트,2011-01-01,247.30111731087257,2478.811557053448,445.5570541570444
8,18000,60.0,479088,3.8,72.0,78.2,74.2,113.80680084228516,81.2,34822.22,1.4651881456375122,37.6103707,127.024274,2.75,성북구,아파트,2011-01-01,278.4040554420209,1085.250877613302,222.71955415974872
24,8000,37.46,601411,3.8,72.0,78.2,74.2,113.45306396484376,81.2,25600.0,1.3400291204452517,37.6523839,127.0606269,2.75,노원구,아파트,2011-01-01,283.59387028288444,517.8866225733586,290.5375601393439
8,20000,84.84,479088,3.8,72.0,78.2,74.2,113.80680084228516,81.2,34822.22,1.4651881456375122,37.6103707,127.024274,2.75,성북구,아파트,2011-01-01,278.4040554420209,1085.250877613302,222.71955415974872
3,21000,59.92,163975,3.8,72.0,78.2,74.2,114.44158935546876,81.2,37500.0,1.528329372406006,37.5809769,127.0159279,2.75,종로구,아파트,2011-01-01,625.8124591599161,515.0663026875711,181.47656128510545
2,25000,84.73,396306,3.8,72.0,78.2,74.2,114.26148223876952,81.2,44500.0,1.1554088592529297,37.478962,126.9701483,2.75,동작구,아파트,2011-01-01,634.2675033351601,1338.7764994276583,208.83236124610048
14,18000,84.96,313144,3.8,72.0,78.2,74.2,114.2829132080078,81.2,36000.0,0.8312515616416931,37.5953754,126.9448171,2.75,서대문구,아파트,2011-01-01,454.2446682608788,327.00657361758294,258.0301471636378
3,34000,111.22,486546,3.8,72.0,78.2,74.2,113.00987243652344,81.2,68985.71,0.8619402647018433,37.5564401,127.1420345,2.75,강동구,아파트,2011-01-01,1129.8152293099204,3437.9324131757767,219.99170889185976
7,5000,83.41,601411,3.8,72.0,78.2,74.2,114.35963439941406,81.2,26766.67,1.1382979154586792,37.626007,127.0806262,2.75,노원구,아파트,2011-01-01,964.9965291576767,687.7481662633335,531.097367522906
11,14700,84.27,564602,3.8,72.0,78.2,74.2,114.19520568847656,81.2,25500.0,1.0196293592453003,37.5636761,126.8157946,2.75,강서구,아파트,2011-01-01,431.0889132518612,2857.6504061848,124.50999930253658
18,37000,84.89,427110,3.8,72.0,78.2,74.2,114.46012878417967,81.2,72950.0,0.9343212842941284,37.5133602,127.0078706,2.75,서초구,아파트,2011-01-01,261.71418923180215,1494.8030444180033,285.3656905223498
0,22000,84.81,479088,3.8,72.0,78.2,74.2,113.7900619506836,81.2,48950.0,1.4626940488815308,37.6075254,127.0535628,2.75,성북구,아파트,2011-01-01,531.0016527435083,702.939514192843,483.7398499022822
22,9000,45.9,601411,3.8,72.0,78.2,74.2,113.00918579101562,81.2,19650.0,0.8338344097137451,37.6676716,127.0622596,2.75,노원구,아파트,2011-01-01,1242.0527197247181,2117.776342090693,117.19826619657097
6,22000,84.96,494724,3.8,72.0,78.2,74.2,114.09654998779295,81.2,58400.0,0.9423710107803344,37.5107821,126.8401934,2.75,양천구,아파트,2011-01-01,1481.3881148538014,1860.329217540366,361.202079728808
14,20000,59.76,299533,3.8,72.0,78.2,74.2,113.00987243652344,81.2,40258.33,0.8367490172386169,37.5495115,127.0471105,2.75,성동구,아파트,2011-01-01,666.2229925433256,915.4633534405546,623.3573603031349
25,40000,95.74,494724,3.8,72.0,78.2,74.2,114.26666259765624,81.2,102700.0,1.1537470817565918,37.5343588,126.8729492,2.75,양천구,아파트,2011-01-01,1196.0943545008938,2231.5689698887168,199.8146609101707
4,8000,59.38,479088,3.8,72.0,78.2,74.2,112.76580047607422,81.2,43883.33,1.1021323204040527,37.5986511,127.0150691,2.75,성북구,아파트,2011-01-01,603.2674466488502,984.6874976167744,165.03668408248183
6,36000,114.48,128861,3.8,72.0,78.2,74.2,114.26410675048828,81.2,53250.0,1.1516023874282837,37.5592001,127.019505,2.75,중구,아파트,2011-01-01,82.45851497737205,1983.502185594879,119.12697727166088
6,27000,59.97,299533,3.8,72.0,78.2,74.2,114.34974670410156,81.2,41500.0,0.963439643383026,37.5505604,127.0207463,2.75,성동구,아파트,2011-01-01,275.8699854958337,2270.8819910673533,238.03578945858033
12,13000,59.62,419048,3.8,72.0,78.2,74.2,114.19934844970705,81.2,22000.0,0.902358055114746,37.599976,127.1084594,2.75,중랑구,아파트,2011-01-01,1783.9646423470635,1646.4874613763832,426.09501631366317
11,24000,84.95,384129,3.8,72.0,78.2,74.2,114.51138305664062,81.2,43500.0,0.8885008096694946,37.5377841,126.9517874,2.75,마포구,아파트,2011-01-01,264.6314694824355,672.5690551812721,191.41601346714515
12,33000,169.2,420803,3.8,72.0,78.2,74.2,114.2539291381836,81.2,43280.0,1.1633896827697754,37.5110415,126.8829523,2.75,구로구,아파트,2011-01-01,360.49805511725015,1799.395157283243,137.46779435219054
25,9000,50.14,601411,3.8,72.0,78.2,74.2,113.80680084228516,81.2,27066.67,1.4651881456375122,37.6245902,127.0654159,2.75,노원구,아파트,2011-01-01,863.5790235605194,742.5298472859272,484.1272076657018
5,16000,84.94,384129,3.8,72.0,78.2,74.2,114.33731079101562,81.2,39000.0,1.180635690689087,37.5717046,126.9057416,2.75,마포구,아파트,2011-01-01,683.1414017852277,1800.9822527792878,120.9331411271687
1,25000,84.89,420803,3.8,72.0,78.2,74.2,114.26007843017578,81.2,41590.62,0.8425732254981995,37.504699,126.8591161,2.75,구로구,아파트,2011-01-01,816.2565300817208,939.9884981941578,262.23876539583006
3,18000,84.93,239926,3.8,72.0,78.2,74.2,114.47366333007812,81.2,35250.0,1.1507490873336792,37.4610116,126.8930696,2.75,금천구,아파트,2011-01-01,2564.3917914114345,4870.259153921815,430.4881823248959
17,11500,41.85,564602,3.8,72.0,78.2,74.2,113.80935668945312,81.2,21100.0,1.4631569385528564,37.564973,126.8424306,2.75,강서구,아파트,2011-01-01,1271.6605979326412,1623.339158335591,198.0113898731908
9,2000,59.65,419048,3.8,72.0,78.2,74.2,114.32194519042967,81.2,33950.0,1.1976053714752195,37.572876,127.0806338,2.75,중랑구,아파트,2011-01-01,357.3374052852852,2050.7947593238764,304.02100515401634
16,16000,84.77,601411,3.8,72.0,78.2,74.2,114.46012878417967,81.2,29000.0,0.9332082271575928,37.6729841,127.0592029,2.75,노원구,아파트,2011-01-01,1766.841770897804,2737.22786511303,72.75102208269558
7,16500,59.98,564602,3.8,72.0,78.2,74.2,112.37205505371094,81.2,40000.0,1.209695816040039,37.5689159,126.842201,2.75,강서구,아파트,2011-01-01,1101.5518316019127,2062.1982188792394,256.2727963479345
26,30000,132.86,674828,3.8,72.0,78.2,74.2,113.8252182006836,81.2,52000.0,1.6305251121520996,37.4992569,127.1369054,2.75,송파구,아파트,2011-01-01,589.829440917756,2324.453555794493,149.50823894258784
3,49000,84.24,557563,3.8,72.0,78.2,74.2,114.29864501953124,81.2,106666.67,0.8491734862327576,37.5138585,127.051486,2.75,강남구,아파트,2011-01-01,409.5783494840537,1837.97268420917,400.0328206007918
