Building_Age,JS_Price,JS_BA,Population,UR,LC_index,CA_index,TC_index,SDT_index,HSP_index,Sell_Price,Crime_Rates,IR,Region_Name,Building_Use,YearMonth,Shortest_Distance_to_Subway,Shortest_Distance_to_School,Shortest_Distance_to_Univ,Shortest_Distance_to_Park
27,25000,57.09,461499,3.7,82.2,87.5,85.1,115.2504472,77.9,30733.33,1.131828689,2.0,강동구,아파트,201501,187.00946755808235,196.25763199226554,3571.505464791324,264.02092902661155
24,15700,33.18,390233,4.5,98.5,98.3,99.5,104.1001451,135.1,30120.0,0.932521111,0.5,중랑구,아파트,202005,140.28018813106678,269.4571975383496,1829.2336580331767,256.62432851219523
28,86000,84.95,525570,5.7,103.8,101.3,101.4,131.173063,166.4,225000.0,1.142804016,0.5,강남구,아파트,202101,673.3630557859021,165.55515572636293,5770.585848525464,498.17098905591826
0,27000,36.35,425410,3.0,96.9,100.5,98.7,99.98039216,127.1,31000.0,0.911464838,1.25,강동구,오피스텔,201910,60.007785406079485,90.08183146190937,2184.376157821737,129.13551584152597
28,10000,31.56,473512,3.0,96.9,100.5,98.7,99.98039216,127.1,10300.0,0.800749568,1.25,은평구,연립다세대,201910,908.3922467259063,304.7094396245358,1092.884269699167,1317.534711164304
12,37000,84.95,585425,3.7,85.5,90.8,88.1,119.8792487,84.3,47800.0,0.905159242,1.5,강서구,아파트,201601,1104.0216326523687,256.6293184456976,2058.3927559798085,590.4030775962145
17,51000,84.59,429142,4.054016590118408,102.86448669433594,101.49121856689452,100.9696807861328,133.30108642578125,161.23690795898438,86025.0,0.6953025460243225,3.5,성북구,아파트,202308,1079.1455869246843,202.21339219309738,560.3507152611627,1471.2945993104452
23,27000,59.34,532511,3.1,97.5,100.5,98.8,102.1764706,129.5,52450.0,0.772934452,1.25,노원구,아파트,201911,544.5943959352757,150.87514851500526,1134.0830215459932,2138.2178497357527
34,62000,84.71,652993,3.0,107.8,107.6,107.7,90.60938101,181.3,233833.33,1.1508339643478394,1.25,송파구,아파트,202203,364.01876452552034,271.16053325477674,3751.75471587336,1195.4682549014092
29,17000,66.87,484742,2.9,74.5,81.2,78.8,110.8477666,73.2,42361.11,1.4629441499710083,3.0,강동구,아파트,201209,515.8674500998412,140.32073641769134,3956.7728602453503,332.6624661508648
12,19000,59.89,396306,4.3,72.5,78.6,74.9,113.69617462158205,81.7,30500.0,1.1809028387069702,3.0,동작구,아파트,201103,415.00071865617394,244.02921356964634,2368.786079331468,246.06386385428422
29,25000,70.52,415281,4.2,85.8,91.0,88.6,114.8479428,84.5,31433.33,1.193505338,1.5,구로구,아파트,201603,1451.9628264107052,285.9368616807345,801.9619329069823,1419.0943498735132
34,44100,71.64,440981,3.0,108.4,107.8,108.5,94.39638601,180.4,127100.0,0.6821214556694031,1.75,양천구,아파트,202205,254.78599283409704,351.610380889721,1565.8275462935924,871.8368566349905
20,15000,49.92,572940,4.5,82.5,88.1,85.4,116.8157424,78.6,17612.5,0.887204028,2.0,노원구,아파트,201502,524.4329039622912,116.88002951334445,683.8626466588711,2037.6004022110292
12,22000,57.63,128861,3.3,72.7,79.5,76.5,114.29864501953124,80.1,51025.0,0.8346898555755615,3.25,중구,아파트,201107,499.3317618681342,243.26645744462286,1617.473140342737,680.5664338413214
29,31000,58.65,512274,5.7,103.8,101.3,101.4,131.173063,166.4,42329.41,0.665118284,0.5,노원구,아파트,202101,351.3552501378968,180.07112891467082,384.9937016244685,1189.0182935006635
9,57000,111.22,433809,4.2,90.8,95.6,91.3,107.678729,92.0,67963.33,0.967619601,1.25,강동구,아파트,201704,1129.9616921113823,219.58300050659406,3445.464835723849,801.7125027861658
2,39000,59.99,292786,3.8,79.6,86.0,83.4,114.3688451,76.0,57666.67,1.178712104,2.5,성동구,아파트,201404,412.305230549859,232.54182174846108,2142.357847491784,534.1210398841407
5,20500,59.99,517095,3.5,73.1,79.9,77.7,114.26380920410156,78.0,30000.0,1.262755036354065,3.25,관악구,아파트,201201,2747.3959198178,207.36201856937112,3659.075491611098,1248.8310469982468
20,12000,39.6,572940,3.6,84.1,88.5,86.5,120.6171735,82.5,17055.0,0.887204028,1.5,노원구,아파트,201507,465.57346432028766,200.02381480967023,414.86853928349103,1900.0183249605127
16,28000,84.94,294446,2.7,77.7,83.8,81.4,120.3941338,74.3,32000.0,1.416820049285889,2.5,성동구,아파트,201309,307.6519345115888,243.42204486283248,1651.3759086048285,151.38298148009702
9,60000,185.9,427540,2.9,74.5,81.2,78.8,110.8477666,73.2,70000.0,1.1564738750457764,3.0,서초구,아파트,201209,893.9731826170716,266.11102084236785,838.6219389075812,2083.176932209849
24,20500,47.52,376341,3.1,88.7,93.6,90.1,114.6954987,91.8,10600.0,1.502480256,1.25,마포구,오피스텔,201611,549.9551784262028,575.0396513798462,817.5397346038477,1727.2685993299615
4,57712,59.99,531575,3.0,95.9,100.0,98.2,92.76470588,123.8,313812.5,1.327495552,1.5,강남구,아파트,201908,328.59703984449567,151.33854529073335,3463.394628808337,1229.2856177712708
8,40000,59.85,480967,3.3,92.4,96.9,92.6,102.4271845,98.3,52750.0,0.790509811,1.25,은평구,아파트,201709,389.0820616524132,24.59443384483102,3665.6297618255553,475.40032646133295
17,27000,59.87,565244,3.5,87.9,93.0,89.6,115.2250662,90.4,27257.14,0.795326429,1.25,노원구,아파트,201609,430.3709666379532,304.4797168677239,377.21801528764604,1736.7548058535913
29,33000,73.02,554870,2.9,75.3,82.1,79.4,109.2525068,72.1,57166.67,1.2140347957611084,2.75,강남구,아파트,201212,994.8512624567481,227.1858778342196,4754.570771465573,1313.2788366641857
28,33000,58.96,367014,3.2,89.1,94.0,90.3,112.5772286,91.2,53000.0,1.554160859,1.25,영등포구,아파트,201612,601.1985599017494,122.68908236861307,2945.9957726477533,1579.916423266447
15,140000,144.77,657101,2.7,109.8,110.3,113.7,82.88235294,152.8,189859.09,1.3744280338287354,3.5,송파구,아파트,202305,216.60218783768644,212.77368036569567,2197.5655897449615,1486.4907611915899
34,33500,82.61,669058,2.8,75.0,81.7,79.2,116.9553327,72.8,91042.86,1.1738178730010986,2.75,송파구,아파트,201211,455.0219700878768,140.17051455450738,3229.6036921316177,971.1433191884004
15,20500,45.47,325050,3.1,100.4,99.3,100.2,120.7096307,151.9,29900.0,0.665626021,0.5,도봉구,아파트,202008,729.2861465477089,372.74688937018675,2144.3238500095244,826.1787525513546
21,28000,59.91,229235,3.6,109.4,108.2,112.8,66.52287582,143.3,59000.0,0.970259428024292,3.5,금천구,아파트,202301,4133.983086462337,274.3686935185164,4946.707950809062,904.0527465671076
27,53500,114.39,522235,3.7,101.8,100.6,100.6,125.0181028,155.2,130000.0,0.710203555,0.5,노원구,아파트,202010,453.65424086523876,263.19804101295796,1219.8440435694004,2376.2555156646617
24,15000,39.76,591554,3.7,89.5,94.6,90.5,108.6054722,91.0,27173.33,0.844218297,1.25,강서구,아파트,201701,386.3464599694114,241.28829169661117,3470.3367819789964,662.3353925930837
22,23500,49.77,399875,4.0,94.1,98.2,94.6,85.1217656,107.9,29521.43,1.050601866,1.5,중랑구,아파트,201805,531.2069556975817,121.97546653170656,1427.1733856630374,526.530948258121
12,47000,84.79,497056,3.8,91.5,96.1,91.8,108.524735,95.3,56357.14,1.060605188,1.25,관악구,아파트,201706,960.6325095368561,163.94033751302726,3779.1063084599446,645.4140289544135
20,16000,59.26,601411,3.0,72.9,80.1,77.6,113.4458465576172,77.8,20140.91,0.954714834690094,3.25,노원구,아파트,201112,769.7006325303198,196.5880601145241,694.3603165540669,1469.2337399135201
32,13000,43.2,450971,4.2,98.5,99.2,99.4,106.8940493,134.5,44633.33,0.702519327,0.75,양천구,아파트,202004,1668.7144957290318,209.4144425040717,2815.236552152632,1147.9196947068099
12,45000,73.72,367176,4.6,93.6,97.8,93.9,99.543379,104.8,53183.33,1.338651358,1.5,마포구,오피스텔,201802,325.00814537708493,162.68709859689008,178.46862485152866,1199.3008518892982
7,52000,59.69,553927,2.7,78.0,84.3,81.7,120.4399633,74.7,103500.0,1.1089606285095217,2.5,강남구,아파트,201310,1012.1494505617436,149.3502275989078,2540.130507472558,1132.1112896023826
17,51000,84.82,292890,3.6,86.7,92.1,89.2,115.7871199,86.6,56589.17,0.98515111,1.25,성동구,아파트,201606,418.9696135934714,130.65653556632378,2132.215154877083,647.3181905160121
19,42000,59.91,280685,3.4,107.7,107.4,107.2,89.56170704,179.3,137500.0,0.9706392288208008,1.25,성동구,아파트,202202,638.2909446905758,214.58896019281943,1026.0930639287722,1301.2312827488042
5,50000,59.87,380622,3.6,109.4,108.2,112.8,66.52287582,143.3,114000.0,1.0297553539276123,3.5,동작구,아파트,202301,789.4088226138288,118.29125109895391,225.86335202015593,1351.2969001173785
21,27000,84.99,565244,3.2,89.1,94.0,90.3,112.5772286,91.2,35300.0,0.795326429,1.25,노원구,아파트,201612,886.8826200285782,135.55323022211405,2097.4272691922083,2483.3101328084854
16,13500,39.6,662392,2.6,78.3,84.5,82.1,119.3858845,74.5,29640.0,0.8338344097137451,2.5,송파구,아파트,201311,140.09138561552774,204.0372669484714,3402.138761985738,739.0513133650004
12,43000,84.79,471906,4.3,99.0,98.5,99.8,112.9172714,140.0,81075.0,0.700351002,0.5,은평구,아파트,202006,722.5005687859376,194.21742344112425,4678.750287619203,651.4474161700128
32,68000,84.96,549396,3.8,91.5,96.1,91.8,108.524735,95.3,188961.54,1.37598654,1.25,강남구,아파트,201706,508.7335108363812,223.13994530747473,4139.782329139775,1943.3190721666356
36,17000,51.07,381707,3.0,77.5,83.6,81.1,117.2777269,73.7,56375.0,0.903978168964386,2.5,영등포구,아파트,201308,329.05915727577724,156.73052038412743,2314.2844241004705,906.6779688068905
21,3000,37.53,306297,3.1,80.8,86.6,84.5,114.4583706,77.1,8500.0,1.307108062,2.25,서대문구,연립다세대,201409,791.4422363888002,329.5260804781535,568.684468288574,186.38238374463276
29,70000,83.06,651722,3.8,91.5,96.1,91.8,108.524735,95.3,132485.71,0.830784313,1.25,송파구,아파트,201706,558.2360098129598,228.86277066305811,528.6084446140628,1243.406525696159
2,66000,84.98,343783,4.0,99.6,98.8,100.0,117.4511224,147.2,126000.0,0.999975008,0.5,광진구,아파트,202007,291.42282779762166,215.15269528511422,1305.7245307092371,926.7926334748767
3,87000,59.97,285433,5.7,103.8,101.3,101.4,131.173063,166.4,175142.86,0.721626941,0.5,성동구,아파트,202101,643.6145712137502,337.436015723162,848.534353915475,1380.055060420806
33,20000,65.1,445082,3.5,87.1,92.6,89.3,115.8765653,88.0,57918.18,0.994936127,1.25,강동구,아파트,201607,661.795888795942,125.19118076877366,4886.458014786568,786.6421346533871
24,25000,59.4,500104,2.7,110.5,110.3,113.9,85.35947712,177.4520263671875,71000.0,0.8282113075256348,3.5,노원구,아파트,202306,368.4492251164302,142.84680188901802,2621.7172378284645,1289.9403079988745
2,40950,71.93,469876,2.6,107.1,105.3,105.7,100.1345636,185.0,91175.0,0.679837292,1.0,은평구,아파트,202111,297.4560444160904,320.21459268568515,448.51396721899636,676.2907884094489
20,24000,40.95,662019,3.0,95.9,100.0,98.2,92.76470588,123.8,40500.0,0.834577094,1.5,송파구,아파트,201908,698.9232309740628,159.09806706350756,1869.143011641962,1356.4882545625344
28,38000,84.92,553927,3.0,78.7,84.9,82.3,119.4775435,74.3,64300.0,0.9076043963432312,2.5,강남구,아파트,201312,263.89518609095614,297.02278203745675,562.513553652155,606.2341423779473
13,18500,84.96,239085,2.9,75.3,82.1,79.4,109.2525068,72.1,21800.0,3.037658929824829,2.75,금천구,아파트,201212,2560.519872617884,268.982702309248,4335.692783142549,546.5180818360628
16,5000,31.2,400914,4.2,98.5,99.2,99.4,106.8940493,134.5,14600.0,0.965344703,0.75,구로구,오피스텔,202004,1050.3758055698224,343.49566433719605,936.9503035643679,814.4983558545415
20,39000,84.92,366258,4.5,98.5,98.3,99.5,104.1001451,135.1,63500.0,1.280663382,0.5,영등포구,아파트,202005,542.7686923060962,297.78670528951125,2588.306013551004,1954.721008930076
10,21000,56.19,415281,3.5,87.9,93.0,89.6,115.2250662,90.4,32100.0,1.193505338,1.25,구로구,아파트,201609,628.6398215682816,469.8704647986014,1423.5939343186242,1569.637942024864
5,108000,83.6,411435,5.7,103.8,101.3,101.4,131.173063,166.4,275000.0,0.878493489,0.5,서초구,아파트,202101,1288.8154611951077,114.18050193499525,842.7343416612987,1777.4038545940166
21,83000,58.88,411435,5.7,103.8,101.3,101.4,131.173063,166.4,198750.0,0.878493489,0.5,서초구,아파트,202101,452.1219193775624,92.28521451341315,885.0005807501727,2062.3198282106073
4,27000,59.98,486546,3.0,72.8,79.8,76.8,114.3445053100586,80.2,51066.67,1.1794980764389038,3.25,강동구,아파트,201108,1117.3396573792666,218.97142125630037,3172.068999551336,756.6862355805364
7,225000,112.96,404484,2.9,109.4,109.5,113.1,72.49019608,148.3,347500.0,0.729516863822937,3.5,서초구,아파트,202303,740.8857615434499,273.33864707129527,1254.1768552359504,1798.3361138400774
18,47000,59.94,522235,3.4,102.6,101.3,100.8,128.8196959,158.1,82540.0,0.710203555,0.5,노원구,아파트,202011,1178.7193781265753,262.6758692293272,813.3345952823463,2246.1753632537366
31,14500,41.3,532511,3.0,95.9,100.0,98.2,92.76470588,123.8,39300.0,0.772934452,1.5,노원구,아파트,201908,1148.1323604486804,180.63846713336198,1987.1675608825922,2209.8572992489517
29,45670,84.65,446398,3.2,107.1,104.0,103.7,119.982699,181.7,117300.0,0.669275695,0.5,양천구,아파트,202107,733.5081381772267,240.3094052451441,2023.6451483027645,1161.7063371539778
0,24000,29.94,425410,3.0,96.9,100.5,98.7,99.98039216,127.1,24900.0,0.911464838,1.25,강동구,연립다세대,201910,593.4820634625838,213.85192308479853,2561.5029192630736,1163.4744912747808
26,52000,83.06,658553,3.3,81.7,87.2,84.9,116.8755595,77.4,87450.0,1.191436661,2.0,송파구,아파트,201412,558.2360098129598,228.86277066305811,528.6084446140628,1243.406525696159
4,210000,114.15,531575,3.1,97.5,100.5,98.8,102.1764706,129.5,288071.43,1.327495552,1.25,강남구,아파트,201911,328.59703984449567,151.33854529073335,3463.394628808337,1229.2856177712708
27,16000,58.59,352013,3.3,81.7,87.2,84.9,116.8755595,77.4,20033.33,0.878238575,2.0,도봉구,아파트,201412,474.172717178783,243.0854824513434,2015.6872140062574,690.9417796603075
6,70000,84.65,376139,3.3241846561431885,102.24211120605467,101.0635986328125,100.66857147216795,126.03252410888672,157.33567810058594,123500.0,1.3750817775726318,3.5,영등포구,아파트,202308,368.4339334933097,255.6004688161303,3132.3483508941545,644.6479600060097
15,32000,59.94,555097,4.9,90.0,94.9,90.7,108.4289497,91.0,42203.57,0.754199704,1.25,노원구,아파트,201702,1178.7193781265753,262.6758692293272,813.3345952823463,2246.1753632537366
10,65000,59.97,423950,4.7,95.0,98.7,96.9,69.88235294,117.1,234166.67,1.273709685,1.75,서초구,아파트,201902,733.5420059563036,80.48711124974383,1061.6662283156675,2733.0829375405906
12,12245,59.87,456069,3.8,106.9,103.8,103.4,117.2338885,177.7,116000.0,0.741309232,0.5,강동구,아파트,202106,1178.914329956469,295.70248012994523,6500.525379733375,985.731847661082
43,54000,105.72,360631,3.5,94.7,98.5,95.7,94.44444444,122.4,125000.0,1.446977205,1.5,영등포구,아파트,201810,277.38391588843143,259.55134896981644,2744.3430384721223,459.09027711620615
3,56000,59.98,469876,2.8,107.1,104.8,105.2,108.2660515,188.5,96000.0,0.679837292,0.75,은평구,아파트,202110,1407.3413593489847,193.0219984083785,689.7949109804812,666.5803572300441
4,11000,20.21,291841,4.0,99.6,98.8,100.0,117.4511224,147.2,14075.0,0.786010216,0.5,성동구,오피스텔,202007,730.221694946621,641.5465229872058,958.2000840321301,1492.4054165848136
25,14800,61.14,235687,3.5,79.9,86.1,83.7,109.8478066,75.7,17320.0,1.48897415,2.5,금천구,아파트,201406,4084.753463956899,500.08135283710953,5137.813705583191,654.1274104597427
7,27783,30.06,567898,3.0,107.8,107.6,107.7,90.60938101,181.3,13000.0,1.39935040473938,1.25,강서구,오피스텔,202203,1205.7032058900134,358.00093560545486,1411.2391354342385,1067.0814342941242
15,38000,84.99,455764,4.0,95.6,99.5,97.7,76.35294118,119.6,52250.0,0.695242113,1.75,양천구,아파트,201906,1166.5321035494298,148.53365369922233,1920.4131965267038,461.51744954054647
20,45150,59.94,218385,3.5,107.3,106.2,106.3,94.65590158,182.5,70000.0,1.003434688,1.0,용산구,아파트,202112,547.5722539019903,414.76184329204574,838.8351748538786,871.2944456713466
45,50000,108.33,429232,3.7,94.5,98.5,95.1,89.61187215,110.2,355437.5,1.078594039,1.5,서초구,아파트,201807,846.7956231522104,376.3825060366506,1548.3272881826003,1487.9742690245166
20,17000,57.46,331078,3.5,79.9,86.1,83.7,109.8478066,75.7,27250.0,1.190863154,2.5,강북구,아파트,201406,1816.4427900551057,611.2193429717244,880.4959308717465,1131.7343226517585
30,26000,79.97,409495,3.4,91.8,96.3,92.0,107.9063604,97.8,36720.0,1.108572127,1.25,구로구,아파트,201707,1451.9628264107052,285.9368616807345,801.9619329069823,1419.0943498735132
20,34000,84.68,431427,3.0,96.9,100.5,98.7,99.98039216,127.1,46725.0,0.632663653,1.25,성북구,아파트,201910,575.0996255642436,188.94472847941793,481.87833659022346,183.4904247456032
40,18000,88.68,429232,4.0,94.4,98.6,95.2,93.91171994,115.0,157500.0,1.078594039,1.5,서초구,아파트,201808,1227.0430844560549,193.14733273337976,712.7273218607922,1879.7796641909435
8,26000,59.98,397899,3.5,74.3,80.8,78.0,113.4458465576172,76.2,52000.0,0.9549015760421752,3.25,동작구,아파트,201204,751.285982387187,122.25427143248277,857.2659525960612,428.8426332746333
21,20000,36.72,435952,3.1,93.0,97.4,93.0,102.5154457,100.0,26000.0,1.057025018,1.5,서초구,연립다세대,201711,1628.2127225760973,193.78484941285257,2864.487608019738,673.5575597974959
7,16000,12.84,522782,3.0,107.9,107.5,108.1,93.59861592,183.2,27700.0,0.8083888292312622,1.5,강남구,연립다세대,202204,358.5927191568072,196.3939290847049,1627.7840799268138,572.7973909675186
33,21000,45.55,512274,4.3,104.9,102.3,102.2,119.4605358,169.3,67416.67,0.665118284,0.5,노원구,아파트,202103,769.2962358976042,206.59725886060735,944.3297041264194,1768.0039248332039
21,16500,59.94,508137,3.4,80.1,86.3,83.9,111.4592659,75.7,25500.0,1.274719904,2.5,관악구,아파트,201407,2393.874363298948,466.27741894344115,3164.081091271918,1016.5918886851484
18,80000,106.65,221883,3.5,87.9,93.0,89.6,115.2250662,90.4,78800.0,1.687868724,1.25,용산구,아파트,201609,808.8351376779664,163.57372684936962,2012.4774154535862,615.8549733445291
21,30000,77.01,335066,2.8,107.1,104.8,105.2,108.2660515,188.5,29000.0,0.840610671,0.75,동대문구,연립다세대,202110,66.74833716984216,163.6230429699498,1591.9211913958995,1147.352484282252
11,23000,58.68,486546,3.0,72.9,80.1,77.6,113.80935668945312,77.8,37466.67,1.4631569385528564,3.25,강동구,아파트,201112,291.4342122333884,368.7233873435699,1956.4843701880918,880.4843138119495
3,27000,59.41,305511,3.4,102.6,101.3,100.8,128.8196959,158.1,20000.0,0.889048654,0.5,강북구,연립다세대,202011,1127.6043096491333,161.72779190149168,1118.0601593032018,1345.8877227849857
24,30000,84.96,427110,4.3,72.5,78.6,74.9,114.19956970214844,81.7,78075.0,0.908396303653717,3.0,서초구,아파트,201103,816.4006861851192,586.4700786004413,342.8844517160072,3107.625966861151
26,8800,52.65,420803,3.0,72.8,79.7,76.9,113.00987243652344,80.0,30000.0,0.8367490172386169,3.25,구로구,연립다세대,201109,923.2674268304618,253.2872731652344,1212.502260328491,647.8135266806225
10,36000,57.78,306663,3.6,87.5,92.9,89.5,115.9660107,89.2,41900.0,1.12467817,1.25,서대문구,아파트,201608,479.4729470898058,357.25296668570815,279.43313836065465,711.2028843509729
31,80000,115.19,468983,3.1,93.0,97.4,93.0,102.5154457,100.0,98915.38,0.817232189,1.5,양천구,아파트,201711,1302.4433017886022,181.05928390671494,3057.971457842949,745.3807294521824
13,21000,59.97,662392,3.5,75.9,82.4,80.1,115.1916058,73.4,47500.0,0.95368093252182,2.75,송파구,아파트,201303,745.6816191111344,263.30043426514356,3117.4135295732185,654.6151153756771
34,16800,59.49,512274,2.6,107.1,105.3,105.7,100.1345636,185.0,83200.0,0.665118284,1.0,노원구,아파트,202111,680.3664031605041,244.65588554547742,854.3048337875775,2097.880152693497
35,26000,76.5,662392,3.5,75.9,82.4,80.1,115.1916058,73.4,94923.81,1.4148082733154297,2.75,송파구,아파트,201303,455.0219700878768,140.17051455450738,3229.6036921316177,971.1433191884004
18,30000,59.7,306765,3.1,93.0,97.4,93.0,102.5154457,100.0,56700.0,0.957763639,1.5,서대문구,아파트,201711,919.7571039480243,175.08001513171124,340.6293183340956,1578.2140701462486
4,24500,36.53,433809,3.3,92.4,96.9,92.6,102.4271845,98.3,39400.0,0.967619601,1.25,강동구,연립다세대,201709,558.3140940713942,392.2493206529099,1562.244233020847,1361.1192582274036
8,42000,84.89,476894,4.6,93.6,97.8,93.9,99.543379,104.8,59250.0,0.736159585,1.5,은평구,아파트,201802,857.7096202063334,371.78456298049764,3516.0557653242267,719.1973061635122
33,28000,51.48,367014,3.9,86.1,91.2,88.8,114.5348837,84.8,36725.0,1.554160859,1.5,영등포구,아파트,201604,389.99869178754386,325.8508250840531,3298.120212626973,1543.3725224293055
7,20000,84.55,359554,3.7,73.9,80.5,77.9,114.29422760009766,77.1,33000.0,0.9642402529716492,3.25,도봉구,아파트,201203,1044.5868434994213,360.39775892259365,3771.328850702824,1112.7079015743786
11,36000,59.98,367014,3.6,86.7,92.1,89.2,115.7871199,86.6,36600.0,1.554160859,1.25,영등포구,아파트,201606,167.30927461135664,300.53464169819625,2642.829004162349,1145.875215038356
3,56000,69.51,121678,3.0,95.9,100.0,98.2,92.76470588,123.8,105500.0,3.170242073,1.5,중구,아파트,201908,403.4001099853819,125.76704589672968,547.4904482688262,813.4875817642594
20,45000,84.74,393517,2.1,109.0,109.0,110.3,87.67781622,167.9,77000.0,1.104698896408081,2.5,구로구,아파트,202208,1192.3771747466365,193.39189471226797,1246.6103511550793,926.1044767743535
19,39000,84.77,480432,3.7,83.7,88.0,86.0,120.3488372,80.9,51950.0,0.925952435,1.75,양천구,아파트,201505,606.3319000320815,325.84892615594794,1896.3714788256557,1066.382483148305
3,17000,19.96,579138,4.1,98.3,101.4,99.3,112.3004354,132.7,21200.0,0.753540274,1.25,강서구,오피스텔,202001,447.4857321975425,500.2755572999742,2379.854897116065,1262.9827921636318
18,30000,59.79,433809,4.1,90.4,95.3,91.0,107.6345984,91.7,36708.33,0.967619601,1.25,강동구,아파트,201703,455.6512822350598,360.2567384089329,3510.635680634704,209.40283874844985
26,39000,95.28,492793,4.2,73.6,80.4,77.8,114.37545776367188,77.7,98030.0,1.2148590087890625,3.25,양천구,아파트,201202,1245.6041286375068,380.5311235172233,2882.6265454431295,511.925112168606
2,25000,29.16,300991,3.7,93.4,97.6,93.6,100.0761035,103.0,29566.67,0.776394081,1.5,성동구,오피스텔,201801,237.9389679577122,81.58212288962758,1976.5186495861494,1114.3595578741524
35,37000,76.79,561070,4.5,79.2,85.6,82.7,121.038496,75.7,84720.0,1.517021284,2.5,강남구,아파트,201402,540.6147551950808,335.49703149671353,3726.633605572963,1725.2907431105607
20,35000,59.76,561070,3.4,80.1,86.3,83.9,111.4592659,75.7,65625.0,1.517021284,2.5,강남구,아파트,201407,508.91642802705917,176.9358053758722,5734.754210565825,468.4363807991276
31,75000,128.62,567007,3.4,84.4,89.2,86.8,120.0805009,83.2,142000.0,1.481194994,1.5,강남구,아파트,201508,1042.526670202647,305.0524967903846,3478.8903549129204,1187.3026072358173
26,20000,54.94,489072,3.4,75.4,82.3,79.7,107.7484047,72.4,52780.0,1.181025505065918,2.75,양천구,아파트,201301,575.7047705494412,258.23516415366475,2396.840911179527,1492.9973327566702
27,48000,84.95,656198,4.0,94.1,98.2,94.6,85.1217656,107.9,84000.0,0.862203362,1.5,송파구,아파트,201805,656.1630553547277,74.54217242783639,1440.825353044428,1031.104303924216
42,43000,76.5,662838,4.1,98.6,101.0,99.5,109.6879536,134.6,199996.92,0.80275876,1.25,송파구,아파트,202002,455.0219700878768,140.17051455450738,3229.6036921316177,971.1433191884004
42,12000,47.89,403696,3.6,91.0,95.9,91.6,107.4712644,93.4,17100.0,1.107369543,1.25,중랑구,아파트,201705,702.3879508126545,147.1486339488306,1392.5965829070465,1409.7550503135524
28,8500,53.94,421109,3.5,79.7,85.9,83.6,110.2506714,75.7,13800.0,1.178874327,2.5,구로구,아파트,201405,1135.1540738346453,496.1568702116602,934.8894911304177,458.1493689020555
0,23500,37.31,340267,4.0,95.6,99.5,97.7,76.35294118,119.6,25700.0,1.017015451,1.75,동대문구,오피스텔,201906,234.722284984877,252.13470154510043,1263.2211337230717,1013.7868662703639
38,53000,108.89,439368,3.6,86.7,92.1,89.2,115.7871199,86.6,164500.0,1.105039681,1.25,서초구,아파트,201606,369.1250168842255,160.98577700464918,1024.22235143349,2111.278110664575
12,23000,84.78,356181,3.1,76.8,83.2,80.8,111.1824015,73.5,47933.33,1.208194375038147,2.5,도봉구,아파트,201306,744.9790888046242,187.65651688347344,2305.8563147645023,1545.5203512936357
32,18000,50.14,543267,3.2,94.7,98.6,96.1,91.40030441,120.6,47333.33,0.730990952,1.75,노원구,아파트,201811,864.8238238316717,483.5025047869395,742.6137336386188,2183.3052308086976
28,25000,41.99,650062,3.5,87.9,93.0,89.6,115.2250662,90.4,52000.0,0.915863845,1.25,송파구,아파트,201609,184.00312440388188,397.1833381930504,2393.3715826453704,1189.115494598704
32,65000,84.98,531575,4.0,95.6,99.3,97.5,73.64705882,117.2,236500.0,1.327495552,1.75,강남구,아파트,201905,809.0845396179787,424.22913516926076,1582.2891583682463,1026.595904149592
3,26000,59.99,377432,3.2,81.1,86.5,84.7,117.0098478,77.5,42600.0,1.661699523,2.0,영등포구,아파트,201410,761.9997384601867,403.2048438191757,3573.9879055884703,1124.983538349721
1,29900,16.85,440981,3.0,107.9,107.5,108.1,93.59861592,183.2,33400.0,0.6730301380157471,1.5,양천구,연립다세대,202204,968.7882227520481,315.6498850856139,927.8546072323561,1146.7093603212152
7,16500,29.98,317794,4.3,104.9,102.3,102.2,119.4605358,169.3,16250.0,0.582391123,0.5,도봉구,연립다세대,202103,774.0970092472877,211.3804796843777,2399.4849154184676,810.4090684502215
22,24000,58.9,494637,3.7,93.4,97.6,93.6,100.0761035,103.0,39583.33,0.966464118,1.5,관악구,아파트,201801,1433.0135774202352,77.78923272180025,1780.1168922273232,509.47506039028434
20,17500,76.8,561544,3.9,75.7,82.4,79.9,110.3919781,72.7,34500.0,1.4132730960845947,2.75,강서구,아파트,201302,550.8317650324003,178.83201595280045,4264.471403941295,279.7146065981957
4,50000,49.66,458953,2.7,109.8,110.3,113.7,82.88235294,152.8,111607.14,0.8751437067985535,3.5,강동구,아파트,202305,636.211369598142,140.32417909026955,3678.2856847023227,300.3034334441308
26,12000,46.86,356181,2.7,77.7,83.8,81.4,120.3941338,74.3,14733.33,0.9379824995994568,2.5,도봉구,아파트,201309,1199.8518460990665,173.16239374619613,1635.8728646508046,486.802277048827
15,40000,84.92,431427,3.1,97.5,100.5,98.8,102.1764706,129.5,60200.0,0.632663653,1.25,성북구,아파트,201911,860.322196431723,223.60121147545055,1351.1534609649175,1106.50047736562
11,26000,59.51,403885,3.3,81.7,87.2,84.9,116.8755595,77.4,32000.0,0.92281419,2.0,동작구,아파트,201412,778.8105929630042,346.747346056311,477.01879951187465,1326.7625134658472
