Building_Age,JS_Price,JS_BA,Population,UR,LC_index,CA_index,TC_index,SDT_index,HSP_index,Sell_Price,Crime_Rates,IR,Region_Name,Building_Use,YearMonth,Shortest_Distance_to_Subway,Shortest_Distance_to_School,Shortest_Distance_to_Univ,Shortest_Distance_to_Park
20,50000,129.45,553927,3.0,76.4,82.8,80.6,112.5114574,73.9,74800.0,1.162689447402954,2.5,강남구,아파트,201305,298.3017530511581,104.4730634455297,4132.23599358344,1019.8439764671779
6,18000,84.97,479088,3.3,72.6,79.3,76.1,113.80680084228516,80.0,35672.22,1.464788556098938,3.25,성북구,아파트,201106,630.0354416828181,236.3685719076125,423.26998970525614,1870.4914095928066
34,36000,84.43,553927,3.9,75.7,82.4,79.9,110.3919781,72.7,79407.14,1.1673812866210938,2.75,강남구,아파트,201302,540.6147551950808,335.49703149671353,3726.633605572963,1725.2907431105607
22,22000,59.4,512274,4.0,105.6,103.4,102.7,109.7212165,170.8,53700.0,0.665118284,0.5,노원구,아파트,202104,406.3991442112002,144.67970316259655,2444.802142704179,1422.3899967110112
13,36500,84.99,395233,4.2,85.8,91.0,88.6,114.8479428,84.5,59133.33,0.780888911,1.5,동작구,아파트,201603,471.01531369345076,523.4502731880671,696.6328610378333,1246.7666798288628
9,43500,133.03,489072,2.7,78.0,84.3,81.7,120.4399633,74.7,46900.0,1.414973258972168,2.5,양천구,아파트,201310,901.6453817631376,293.5859363633625,1991.0559183890844,771.7278719749955
5,63000,49.29,657101,3.1,109.3,108.7,112.9,67.89542484,146.2,166370.0,1.3602796792984009,3.5,송파구,아파트,202302,678.3043030665013,266.6278349400079,3229.946372667312,1309.4291812518245
15,84000,74.3,411435,4.3,104.9,102.3,102.2,119.4605358,169.3,229800.0,0.878493489,0.5,서초구,아파트,202103,1001.9427894382134,150.52598000540885,1185.0604739519636,2347.7108814825274
14,31000,59.96,292786,3.5,79.9,86.1,83.7,109.8478066,75.7,44440.0,1.178712104,2.5,성동구,아파트,201406,133.06852731409606,194.80351798426145,1791.530425894048,478.8692174594149
5,43000,59.92,455617,3.0,85.4,90.8,87.6,123.1663685,84.8,57000.0,0.884657978,1.5,성북구,아파트,201511,581.0346295954479,459.6513149306376,1344.8585920049165,950.7126136806247
4,42000,84.79,669058,3.1,74.5,81.5,78.5,102.461258,74.2,80166.67,0.8615976572036743,3.0,송파구,아파트,201207,216.60218783768644,212.77368036569567,2197.5655897449615,1486.4907611915899
23,54000,131.76,674828,3.3,72.7,79.5,76.5,114.09910583496094,80.1,96791.67,0.9204605221748352,3.25,송파구,아파트,201107,558.2360098129598,228.86277066305811,528.6084446140628,1243.406525696159
34,30000,76.5,669058,2.8,74.7,81.3,79.0,109.2980857,73.1,93050.0,1.1537470817565918,2.75,송파구,아파트,201210,455.0219700878768,140.17051455450738,3229.6036921316177,971.1433191884004
28,29000,128.16,486546,3.3,72.6,79.3,76.1,114.19956970214844,80.0,58800.0,0.9078577756881714,3.25,강동구,아파트,201106,515.8674500998412,140.32073641769134,3956.7728602453503,332.6624661508648
31,23000,67.41,360631,4.0,94.4,98.6,95.2,93.91171994,115.0,33700.0,1.446977205,1.5,영등포구,아파트,201808,402.9395190101529,126.80335413732352,2381.4308183808953,2153.3345661866497
4,47000,84.83,674828,3.7,72.5,78.4,75.3,114.36705017089844,81.2,119364.29,1.1408922672271729,3.0,송파구,아파트,201104,536.9477001206975,24.176463210273766,3817.5182980863883,838.6331507654984
0,65000,84.98,656198,3.4,94.7,98.6,96.5,87.29071537,119.1,239394.0,0.862203362,1.75,송파구,아파트,201812,678.3043030665013,266.6278349400079,3229.946372667312,1309.4291812518245
28,40000,49.5,525570,2.7,107.1,104.3,104.5,119.8385236,187.8,117200.0,1.142804016,0.75,강남구,아파트,202109,566.1904267505992,178.11967694245635,5449.829073349246,545.9432658518008
33,33000,105.47,431841,2.6,78.3,84.5,82.1,119.3858845,74.5,80375.0,1.1623480319976809,2.5,서초구,아파트,201311,750.7969416197877,467.73289045164495,532.4032672471188,1070.9475201483492
9,75000,59.99,285433,4.3,104.9,102.3,102.2,119.4605358,169.3,133000.0,0.721626941,0.5,성동구,아파트,202103,412.305230549859,232.54182174846108,2142.357847491784,534.1210398841407
5,10522,59.98,410609,4.5,82.5,88.1,85.4,116.8157424,78.6,37820.0,1.240504515,2.0,중랑구,아파트,201502,504.98483558834863,545.9498235282598,2066.852399104793,627.3184083565691
13,28000,72.85,479183,3.9,75.7,82.4,79.9,110.3919781,72.7,37555.0,0.909230649471283,2.75,강동구,아파트,201302,291.4342122333884,368.7233873435699,1956.4843701880918,880.4843138119495
7,72000,84.8,654241,3.8,83.9,88.2,86.2,119.8121646,81.4,90628.0,1.015461137,1.5,송파구,아파트,201506,629.1759240489441,105.57846546637265,3314.8783816090126,616.2511916220282
33,30500,54.94,450971,3.1,100.4,99.3,100.2,120.7096307,151.9,118250.0,0.702519327,0.5,양천구,아파트,202008,575.7047705494412,258.23516415366475,2396.840911179527,1492.9973327566702
5,33000,134.96,493515,4.5,79.2,85.6,82.7,121.038496,75.7,45340.0,1.079200307,2.5,은평구,아파트,201402,411.8265621988612,153.56426780772162,3852.3063326395845,543.0784988847294
17,60000,84.96,432206,3.6,101.1,100.0,100.5,119.3338161,154.0,109500.0,0.574200995,0.5,성북구,아파트,202009,344.5426953430517,221.94947272147817,1174.4370698459882,1119.327824475701
