Sell_Price,Sell_Count,JS_Price,JS_Count,CR,UR,LC_index,CA_index,TC_index,SDT_index,IR,Crime_Rates,Total_Pop,Univ_Counts,Park_Counts,School_Counts,Subway_Counts
11193.16,58,8975.0,20,80.18,2.8,75.0,81.7,79.2,116.9553327,2.75,1.5488460135849778,357595,5.0,4,47,6
21886.5,4,6450.0,4,29.47,2.8,75.0,81.7,79.2,116.9553327,2.75,1.5488460135849778,397899,3.0,7,44,12
20326.39,36,11547.37,19,56.81,2.8,75.0,81.7,79.2,116.9553327,2.75,1.5488460135849778,380669,3.0,5,45,16
14148.18,11,10816.67,12,76.45,2.8,75.0,81.7,79.2,116.9553327,2.75,1.5488460135849778,308639,9.0,4,40,5
21406.59,39,14363.64,11,67.1,2.8,75.0,81.7,79.2,116.9553327,2.75,1.5488460135849778,427540,3.0,6,50,12
12821.43,21,11367.86,28,88.66,2.8,75.0,81.7,79.2,116.9553327,2.75,1.5488460135849778,295034,2.0,5,41,14
14328.0,3,7540.0,5,52.62,2.8,75.0,81.7,79.2,116.9553327,2.75,1.5488460135849778,475852,7.0,3,60,9
19259.38,16,11305.56,18,58.7,2.8,75.0,81.7,79.2,116.9553327,2.75,1.5488460135849778,669058,1.0,7,89,28
23163.6,25,31060.61,33,134.09,2.8,75.0,81.7,79.2,116.9553327,2.75,1.5488460135849778,492793,0.0,5,64,5
19987.95,58,14157.43,101,70.83,2.8,75.0,81.7,79.2,116.9553327,2.75,1.5488460135849778,387175,0.0,5,44,11
19427.78,9,24562.5,8,126.43,2.8,75.0,81.7,79.2,116.9553327,2.75,1.5488460135849778,235931,2.0,2,34,10
11457.69,13,7970.0,10,69.56,2.8,75.0,81.7,79.2,116.9553327,2.75,1.5488460135849778,489536,1.0,7,66,13
26309.17,29,11100.0,10,42.19,2.8,75.0,81.7,79.2,116.9553327,2.75,1.5488460135849778,161487,6.0,12,36,15
18422.11,19,12333.33,3,66.95,2.8,75.0,81.7,79.2,116.9553327,2.75,1.5488460135849778,129204,2.0,4,31,23
16550.0,3,9285.71,7,56.11,2.8,75.0,81.7,79.2,116.9553327,2.75,1.5488460135849778,415245,1.0,6,48,8
29185.28,58,29687.5,16,101.72,2.9,75.3,82.1,79.4,109.2525068,2.75,1.5488460135849778,554870,1.0,7,77,21
23542.78,36,11285.71,7,47.94,2.9,75.3,82.1,79.4,109.2525068,2.75,1.5488460135849778,484742,0.0,7,60,14
14754.29,7,6000.0,2,40.67,2.9,75.3,82.1,79.4,109.2525068,2.75,1.5488460135849778,338041,1.0,4,34,3
12828.0,25,10100.0,15,78.73,2.9,75.3,82.1,79.4,109.2525068,2.75,1.5488460135849778,561431,2.0,9,80,9
13287.5,16,7709.09,44,58.02,2.9,75.3,82.1,79.4,109.2525068,2.75,1.5488460135849778,517095,1.0,2,55,4
14856.25,8,14277.78,18,96.11,2.9,75.3,82.1,79.4,109.2525068,2.75,1.5488460135849778,366312,3.0,2,42,11
17094.55,22,15147.62,63,88.61,2.9,75.3,82.1,79.4,109.2525068,2.75,1.5488460135849778,422946,3.0,4,54,7
11500.0,1,8363.64,11,72.73,2.9,75.3,82.1,79.4,109.2525068,2.75,1.5488460135849778,239085,0.0,4,33,1
16637.5,8,11790.91,11,70.87,2.9,75.3,82.1,79.4,109.2525068,2.75,1.5488460135849778,594568,7.0,2,93,13
13771.43,7,11916.67,12,86.53,2.9,75.3,82.1,79.4,109.2525068,2.75,1.5488460135849778,359554,1.0,6,46,3
13606.77,22,7479.17,24,54.97,2.9,75.3,82.1,79.4,109.2525068,2.75,1.5488460135849778,357595,5.0,4,47,6
18233.0,5,10312.5,8,56.56,2.9,75.3,82.1,79.4,109.2525068,2.75,1.5488460135849778,397899,3.0,7,44,12
19877.03,37,15942.55,47,80.21,2.9,75.3,82.1,79.4,109.2525068,2.75,1.5488460135849778,380669,3.0,5,45,16
18180.41,17,13375.0,12,73.57,2.9,75.3,82.1,79.4,109.2525068,2.75,1.5488460135849778,308639,9.0,4,40,5
24847.58,33,17466.67,6,70.3,2.9,75.3,82.1,79.4,109.2525068,2.75,1.5488460135849778,427540,3.0,6,50,12
12090.0,10,10250.0,20,84.78,2.9,75.3,82.1,79.4,109.2525068,2.75,1.5488460135849778,295034,2.0,5,41,14
14969.5,4,8425.0,8,56.28,2.9,75.3,82.1,79.4,109.2525068,2.75,1.5488460135849778,475852,7.0,3,60,9
21083.95,22,11250.0,12,53.36,2.9,75.3,82.1,79.4,109.2525068,2.75,1.5488460135849778,669058,1.0,7,89,28
26141.67,18,30237.5,40,115.67,2.9,75.3,82.1,79.4,109.2525068,2.75,1.5488460135849778,492793,0.0,5,64,5
15167.1,80,15055.17,116,99.26,2.9,75.3,82.1,79.4,109.2525068,2.75,1.5488460135849778,387175,0.0,5,44,11
29180.0,10,20416.67,6,69.97,2.9,75.3,82.1,79.4,109.2525068,2.75,1.5488460135849778,235931,2.0,2,34,10
11250.0,11,7155.0,14,63.6,2.9,75.3,82.1,79.4,109.2525068,2.75,1.5488460135849778,489536,1.0,7,66,13
21466.67,18,13666.67,6,63.66,2.9,75.3,82.1,79.4,109.2525068,2.75,1.5488460135849778,161487,6.0,12,36,15
19007.69,13,13833.33,6,72.78,2.9,75.3,82.1,79.4,109.2525068,2.75,1.5488460135849778,129204,2.0,4,31,23
13216.67,6,7400.0,8,55.99,2.9,75.3,82.1,79.4,109.2525068,2.75,1.5488460135849778,415245,1.0,6,48,8
25857.65,69,17557.89,19,67.9,3.4,75.4,82.3,79.7,107.7484047,2.75,1.4804753015966128,553927,1.0,7,77,21
14376.24,17,12593.75,16,87.6,3.4,75.4,82.3,79.7,107.7484047,2.75,1.4804753015966128,479183,0.0,7,60,14
13449.0,3,6500.0,2,48.33,3.4,75.4,82.3,79.7,107.7484047,2.75,1.4804753015966128,334980,1.0,4,34,3
11787.75,32,12246.67,30,103.89,3.4,75.4,82.3,79.7,107.7484047,2.75,1.4804753015966128,561544,2.0,9,80,9
14713.0,14,7686.67,60,52.24,3.4,75.4,82.3,79.7,107.7484047,2.75,1.4804753015966128,512922,1.0,2,55,4
17385.71,7,9954.55,11,57.26,3.4,75.4,82.3,79.7,107.7484047,2.75,1.4804753015966128,364963,3.0,2,42,11
18507.14,21,13740.28,72,74.24,3.4,75.4,82.3,79.7,107.7484047,2.75,1.4804753015966128,421837,3.0,4,54,7
16000.0,4,8333.33,12,52.08,3.4,75.4,82.3,79.7,107.7484047,2.75,1.4804753015966128,237917,0.0,4,33,1
14938.46,13,10909.09,22,73.03,3.4,75.4,82.3,79.7,107.7484047,2.75,1.4804753015966128,587991,7.0,2,93,13
15692.31,13,11833.33,18,75.41,3.4,75.4,82.3,79.7,107.7484047,2.75,1.4804753015966128,356181,1.0,6,46,3
12936.67,18,8370.37,27,64.7,3.4,75.4,82.3,79.7,107.7484047,2.75,1.4804753015966128,357193,5.0,4,47,6
17100.0,4,9000.0,7,52.63,3.4,75.4,82.3,79.7,107.7484047,2.75,1.4804753015966128,402763,3.0,7,44,12
20379.79,47,14667.24,58,71.97,3.4,75.4,82.3,79.7,107.7484047,2.75,1.4804753015966128,376908,3.0,5,45,16
16838.89,18,12081.25,16,71.75,3.4,75.4,82.3,79.7,107.7484047,2.75,1.4804753015966128,308466,9.0,4,40,5
24189.1,50,17409.09,22,71.97,3.4,75.4,82.3,79.7,107.7484047,2.75,1.4804753015966128,431841,3.0,6,50,12
14535.5,20,10129.63,27,69.69,3.4,75.4,82.3,79.7,107.7484047,2.75,1.4804753015966128,294446,2.0,5,41,14
18232.25,4,7857.14,7,43.09,3.4,75.4,82.3,79.7,107.7484047,2.75,1.4804753015966128,471766,7.0,3,60,9
21085.71,7,13700.0,10,64.97,3.4,75.4,82.3,79.7,107.7484047,2.75,1.4804753015966128,662392,1.0,7,89,28
25223.53,17,33175.85,53,131.53,3.4,75.4,82.3,79.7,107.7484047,2.75,1.4804753015966128,489072,0.0,5,64,5
19936.81,54,15342.22,135,76.95,3.4,75.4,82.3,79.7,107.7484047,2.75,1.4804753015966128,381707,0.0,5,44,11
25260.53,19,13428.57,7,53.16,3.4,75.4,82.3,79.7,107.7484047,2.75,1.4804753015966128,232675,2.0,2,34,10
18028.2,5,8193.1,29,45.45,3.4,75.4,82.3,79.7,107.7484047,2.75,1.4804753015966128,494712,1.0,7,66,13
